1,-0.16378,-0.19230,0.56130,-0.08952,-0.98449,0.74977
2,-0.17611,0.00131,0.63473,-0.52375,-0.81440,0.97918
3,-0.19718,0.33355,0.62013,-1.14305,-0.49390,1.24778
4,-0.22227,0.72455,0.51956,-0.79967,-0.68759,1.09910
5,-0.47417,0.59129,0.51953,-0.68426,-0.86037,1.43912
6,-0.47702,0.42072,0.65434,-1.00386,-0.83504,1.65855
7,-0.62057,0.12382,0.65962,-0.80037,-1.16660,2.08479
8,-0.68004,-0.31900,0.59550,-0.44277,-0.55383,2.30013
9,-0.81304,-0.40870,0.01973,-0.14502,-0.81354,2.37583
10,0.07326,-0.11001,0.89653,-0.14923,-0.66538,2.57769
11,0.22610,0.02723,0.81649,0.10097,-0.67182,1.84872
12,0.35005,-0.00384,0.60678,0.03848,-0.62118,1.52938
13,0.42727,-0.16394,0.48437,-0.07106,-0.50160,1.08373
