1,-0.77187,-0.25427,0.27186,-0.17898,0.27310,-0.21716
3,-0.40647,-0.71119,0.22518,0.20941,-0.21788,-0.27859
4,-0.14919,-0.54266,0.32358,0.05078,-0.16355,-0.12681
5,-0.01490,-0.37661,0.57156,0.01756,-0.16483,-0.15765
6,0.24858,-0.34601,0.53043,0.01439,-0.07134,-0.13609
7,-0.03756,-0.10819,0.98585,-0.17408,-0.18958,-0.14627
8,-0.02777,-0.17841,0.79574,-0.09775,-0.03267,-0.21583
9,0.04096,-0.10226,0.57185,0.00611,-0.18017,-0.01289
10,0.29751,0.08809,0.54210,-0.00216,-0.04988,-0.14592
11,0.29985,0.28277,0.48036,-0.31615,0.03893,0.23089
12,0.07067,0.46121,0.64129,-0.05143,-0.02650,0.44241
13,-0.23931,0.60393,0.38822,0.11522,-0.00201,0.53721
14,-0.07699,0.36589,0.27750,0.04441,0.19445,0.32343
15,-0.30266,0.28182,0.52503,0.02111,0.01657,0.43108
16,-0.33819,0.00777,0.27822,-0.01544,-0.13608,0.69432
