==> 1579272653216571.pcd <==
-0.15996248 -0.46599537 0.0173214
-0.16010706 -0.46587658 0.017317655
-0.16025332 -0.46575713 0.017330147
-0.16039512 -0.46564019 0.017317161
-0.1605453 -0.46551779 0.017335374
-0.16069332 -0.4653973 0.017355971
-0.16083184 -0.46528301 0.017341899
-0.16097535 -0.46516502 0.017337019
-0.16111462 -0.46505028 0.017326418
-0.16125624 -0.46493402 0.017325077
-0.16139805 -0.46481764 0.017324891
-0.16154358 -0.46469846 0.017329263
-0.16168302 -0.46458367 0.017320985
-0.16182891 -0.46446428 0.017327677
-0.16196814 -0.46434966 0.017319407
-0.16211198 -0.46423164 0.017319169
-0.16225579 -0.4641141 0.017329395
-0.16239552 -0.46399876 0.01731414
-0.16253524 -0.46388391 0.017309347
-0.16267951 -0.46376568 0.01731259
-0.16282342 -0.46364817 0.017325144
-0.16296397 -0.46353284 0.01732499
-0.16310123 -0.46341965 0.017312121
-0.16324444 -0.46330217 0.017313059
-0.16338497 -0.46318692 0.017314076
-0.16352539 -0.46307129 0.017304616
-0.16366513 -0.46295658 0.017303314
-0.16380478 -0.46284145 0.017291542
-0.16394688 -0.46272528 0.01730066
-0.16408719 -0.46260977 0.017292362
-0.1642285 -0.46249413 0.017299172
-0.16436943 -0.46237829 0.017294357
-0.16450773 -0.4622646 0.017289601
-0.16464877 -0.46214873 0.017285945
-0.16478604 -0.46203572 0.017277725
-0.16492772 -0.46191946 0.017277543
-0.16506809 -0.46180454 0.017283216
-0.16521172 -0.46168712 0.017292285
-0.16534428 -0.46157715 0.017265573
-0.16548258 -0.46146306 0.017252676
-0.16562712 -0.46134564 0.017278016
-0.16576363 -0.46123272 0.017258191
-0.16590126 -0.46111965 0.017254613
-0.16603976 -0.46100554 0.017244041
-0.16617958 -0.46089113 0.017250888
-0.16631895 -0.46077651 0.017244944
-0.16645595 -0.46066388 0.017240232
-0.16659619 -0.46054876 0.017238919
-0.16673353 -0.46043596 0.017236516
-0.16687486 -0.4603202 0.017240994
-0.16701125 -0.46020803 0.017235138
-0.16715086 -0.46009338 0.017232679
-0.16728631 -0.45998183 0.017223343
-0.16742624 -0.459867 0.017223207
-0.16756506 -0.45975342 0.017230079
-0.16770156 -0.45964074 0.017214898
-0.16783769 -0.4595288 0.017210208
-0.16797704 -0.45941445 0.017208915
-0.16811448 -0.45930177 0.017211173
-0.16825314 -0.45918784 0.017207567
-0.16838846 -0.45907649 0.017200567
-0.16852841 -0.45896181 0.01720392
-0.16866285 -0.45885104 0.017193453
-0.1688019 -0.45873696 0.017193338
-0.16893762 -0.45862541 0.017189819
-0.16907603 -0.45851177 0.01718739
-0.16921254 -0.4583998 0.017188501
-0.16934983 -0.45828682 0.017181451
-0.16948664 -0.45817474 0.017184883
-0.16962472 -0.45806134 0.017182466
-0.16975881 -0.45795089 0.017173165
-0.16989718 -0.45783734 0.017173069
-0.17003365 -0.45772552 0.017176511
-0.17017026 -0.45761308 0.017168317
-0.17030543 -0.45750207 0.017165972
-0.17044011 -0.45739079 0.017148517
-0.17057693 -0.45727885 0.017155441
-0.17071749 -0.45716414 0.017169248
-0.17085081 -0.45705426 0.01715881
-0.170987 -0.45694217 0.017150618
-0.17112149 -0.45683163 0.017147129
-0.17126147 -0.45671737 0.017159794
-0.17139776 -0.45660585 0.01716673
-0.17152721 -0.45649773 0.017123807
-0.17166187 -0.45638716 0.017122643
-0.17179902 -0.45627522 0.017135371
-0.17193684 -0.45616227 0.017138777
-0.17207044 -0.45605242 0.017132992
-0.17220375 -0.45594272 0.017126042

==> 1579272653248589.pcd <==
-0.17245112 -0.45573649 0.01712578
-0.17258838 -0.45562398 0.017128039
-0.17272164 -0.45551437 0.01712225
-0.17285794 -0.45540246 0.017119871
-0.17299129 -0.45529285 0.01711525
-0.17312804 -0.4551807 0.017116351
-0.17326227 -0.45507061 0.017117519
-0.17339671 -0.45495981 0.017105887
-0.17353 -0.45485029 0.017102428
-0.17366551 -0.45473891 0.01709774
-0.17379907 -0.45462927 0.017096601
-0.17393483 -0.45451778 0.01709424
-0.17406827 -0.45440829 0.017093105
-0.17420295 -0.45429739 0.017084958
-0.17433836 -0.45418686 0.017096566
-0.17447065 -0.45407802 0.017089641
-0.17460306 -0.45396909 0.017083872
-0.17473882 -0.45385772 0.017083839
-0.17487115 -0.45374891 0.017078074
-0.17500733 -0.45363733 0.01708152
-0.17513898 -0.45352891 0.01707229
-0.17527431 -0.45341784 0.017071098
-0.17540532 -0.45330977 0.017058395
-0.1755397 -0.45319995 0.017067699
-0.17567596 -0.45308915 0.017089767
-0.17580979 -0.45297894 0.017080471
-0.17594026 -0.45287123 0.017065452
-0.17607453 -0.45276082 0.017059635
-0.17620699 -0.4526521 0.017058527
-0.17634027 -0.45254296 0.017063208
-0.17647143 -0.45243493 0.017053982
-0.17660752 -0.45232365 0.017062092
-0.17673823 -0.45221588 0.017050546
-0.17687093 -0.45210713 0.017052922
-0.17700207 -0.45199919 0.017044866
-0.17713824 -0.45188794 0.017055295
-0.17727092 -0.45177925 0.017058831
-0.17740498 -0.4516699 0.017072804
-0.17753607 -0.45156205 0.017065909
-0.17766604 -0.45145395 0.017033439
-0.17779914 -0.45134512 0.017041627
-0.17793214 -0.45123637 0.017049804
-0.17806417 -0.4511281 0.017051037
-0.1781964 -0.45101893 0.017035963
-0.17832832 -0.45091078 0.017037198
-0.17845911 -0.45080316 0.017030312
-0.17859079 -0.45069513 0.017030384
-0.17872439 -0.45058537 0.017026916
-0.17885551 -0.45047763 0.017023511
-0.17898749 -0.45036954 0.017027065
-0.17911939 -0.45026147 0.017030621
-0.1792531 -0.45015171 0.017029472
-0.17938346 -0.45004439 0.017021434
-0.17951365 -0.44993719 0.017012242
-0.17964566 -0.44982916 0.017018117
-0.17977904 -0.44971964 0.017015826
-0.17991064 -0.44961181 0.017019389
-0.18004109 -0.44950452 0.017013671
-0.18017152 -0.44939727 0.017007954
-0.18030447 -0.44928801 0.017003343
-0.18043374 -0.44918126 0.016988354
-0.18056673 -0.44907293 0.017005844
-0.18069834 -0.44896525 0.017011739
-0.18083057 -0.44885632 0.017002484
-0.1809613 -0.44874904 0.01700142
-0.18109223 -0.44864166 0.017002672
-0.18122262 -0.44853455 0.016999286
-0.181355 -0.44842562 0.016992358
-0.18148506 -0.44831866 0.016986661
-0.18161584 -0.44821143 0.016987914
-0.18174683 -0.44810414 0.016991494
-0.18188006 -0.44799495 0.016993858
-0.18200973 -0.4478882 0.016985828
-0.18213964 -0.44778135 0.016980134
-0.18227033 -0.44767424 0.016982563
-0.18240099 -0.44756716 0.016984981
-0.18253021 -0.44746062 0.016973482
-0.18266264 -0.44735184 0.016970046
-0.18279295 -0.44724491 0.01697015
-0.1829229 -0.44713816 0.016966777
-0.18305282 -0.44703141 0.016963404
-0.18318567 -0.44692254 0.016965775
-0.18331563 -0.44681579 0.016963569
-0.18344633 -0.44670886 0.016969478
-0.1835773 -0.44660184 0.016978879
-0.18370546 -0.44649574 0.016958099
-0.18383469 -0.44638932 0.016948931
-0.18396793 -0.44628042 0.016958263
-0.18409824 -0.44617367 0.016961861
-0.18422809 -0.44606709 0.01696082
-0.18435781 -0.44596058 0.01695862
-0.18448971 -0.44585216 0.016954027
-0.18461968 -0.44574559 0.016955312
-0.18474913 -0.44563919 0.016950781
-0.18487875 -0.44553274 0.016948584
-0.18501009 -0.44542453 0.016938193
-0.18514031 -0.44531795 0.016944122
-0.18527041 -0.44521144 0.016948886
-0.18539903 -0.44510528 0.016935073
-0.18552978 -0.44499865 0.016949132
-0.18565968 -0.44489226 0.016952738
-0.18579039 -0.44478422 0.016935382
-0.18591964 -0.44467798 0.016930865
-0.18604957 -0.44457161 0.016935643
-0.18617944 -0.44446528 0.016940411
-0.18631078 -0.44435716 0.01693235
-0.18643989 -0.44425097 0.016926667
-0.18656914 -0.44414479 0.01692331
-0.18669868 -0.44403857 0.016924607
-0.1868306 -0.44393042 0.016925832
-0.18695933 -0.44382432 0.016915508
-0.18708865 -0.44371817 0.016914481
-0.18721817 -0.44361201 0.016916938
-0.18734963 -0.44350398 0.016912363
-0.18747877 -0.44339788 0.016909011
-0.18760815 -0.44329178 0.016910302
-0.18773711 -0.44318572 0.016904632
-0.18786845 -0.44307771 0.016898891
-0.187998 -0.44297165 0.016903669
-0.18812717 -0.44286561 0.016902644
-0.18825641 -0.4427596 0.016902778
-0.18838783 -0.44265163 0.016899366
-0.18851696 -0.44254565 0.016898341
-0.18864621 -0.44243968 0.016899647
-0.18877538 -0.44233373 0.016899783
-0.18890662 -0.44222578 0.016894044
-0.18903586 -0.44211987 0.016896509
-0.18916431 -0.44201386 0.016882701
-0.18929338 -0.44190791 0.016881678
-0.18942504 -0.44180006 0.016885243
-0.18955438 -0.44169423 0.016891195
-0.18968579 -0.44158638 0.016890103

==> 1579272653256581.pcd <==
-0.18996671 -0.44136015 0.016858626
-0.19009627 -0.44125441 0.016871557
-0.19022778 -0.44114664 0.016873958
-0.19035611 -0.44104058 0.016856665
-0.19048771 -0.44093284 0.016862564
-0.19061744 -0.44082731 0.016882472
-0.19074611 -0.44072136 0.016874481
-0.19087462 -0.44061536 0.016861835
-0.19100598 -0.44050759 0.016861919
-0.19113505 -0.44040185 0.016865563
-0.19126625 -0.44029403 0.016862158
-0.19139509 -0.44018817 0.016858816
-0.1915262 -0.44008029 0.016851924
-0.191655 -0.4399744 0.016847411
-0.19178657 -0.43986687 0.016856801
-0.19191529 -0.43976095 0.01684997
-0.19204657 -0.43965319 0.016848896
-0.19217557 -0.43954751 0.01685253
-0.19230677 -0.43943971 0.016849127
-0.19243543 -0.43933368 0.016838808
-0.19256672 -0.43922594 0.016838893
-0.19269538 -0.43911988 0.016827414
-0.19282667 -0.43901214 0.016827498
-0.19295569 -0.43890658 0.016833462
-0.19308692 -0.43879879 0.016831219
-0.19321585 -0.43869305 0.016832534
-0.19334704 -0.43858516 0.016826801
-0.19347587 -0.43847924 0.016822297
-0.19360471 -0.43837333 0.016817795
-0.19373593 -0.43826547 0.01681322
-0.19386485 -0.43815973 0.016814537
-0.19399624 -0.43805227 0.0168216
-0.19412512 -0.43794647 0.016820587
-0.19425397 -0.4378404 0.016812593
-0.19438529 -0.43773285 0.016817328
-0.19451426 -0.43762735 0.016824454
-0.19464551 -0.43751931 0.016816398
-0.19477442 -0.43741342 0.016814213
-0.19490573 -0.43730569 0.016814299
-0.19503465 -0.43719992 0.016814454
-0.19516598 -0.43709221 0.016815698
-0.19529492 -0.43698624 0.016811192
-0.19542626 -0.43687791 0.016798474
-0.19555518 -0.43677333 0.016825384
-0.19568652 -0.43666536 0.016820816
-0.19581547 -0.43655971 0.016824452
-0.19594696 -0.43645024 0.016789626
-0.19607601 -0.436344 0.016781617
-0.19620736 -0.43623665 0.016791012
-0.1963363 -0.43613136 0.016801629
-0.19646773 -0.43602329 0.016797058
-0.19659683 -0.43591705 0.016790221
-0.19672824 -0.43580934 0.016792633
-0.19685723 -0.43570378 0.016798597
-0.1969887 -0.43559581 0.016796347
-0.19711788 -0.43548948 0.016788345
-0.19724946 -0.43538117 0.016781442
-0.19737861 -0.43527514 0.016779251
-0.19751008 -0.43516737 0.016781662
-0.19763917 -0.43506154 0.016784133
-0.19777085 -0.43495315 0.016776066
-0.19790018 -0.43484667 0.016768049
-0.19803171 -0.43473887 0.01677046
-0.19816098 -0.43463263 0.016767105
-0.19829272 -0.4345243 0.016761368
-0.19842209 -0.43441787 0.016755681
-0.19855389 -0.43430948 0.016749933
-0.19868314 -0.43420351 0.016751239
-0.19881484 -0.43409544 0.016751314
-0.19894415 -0.43398935 0.01675145
-0.1990758 -0.43388143 0.016753856
-0.19920519 -0.43377522 0.016752819
-0.19933733 -0.43366623 0.016740091
-0.19946696 -0.43355957 0.016733237
-0.19959882 -0.43345132 0.016732138
-0.19972827 -0.43334511 0.016732279
-0.19986013 -0.43323693 0.01673235
-0.19998953 -0.43313086 0.016734812
-0.20012143 -0.43302265 0.016734883
-0.20025113 -0.43291602 0.016730348
-0.20038339 -0.43280712 0.016722266
-0.20051233 -0.43270209 0.016738703
-0.20064414 -0.43259415 0.016743427
-0.20077682 -0.43248454 0.016727183
-0.20090872 -0.43237647 0.016730752
-0.20103818 -0.43227047 0.016735535
-0.20117018 -0.43216228 0.016737932
-0.2013001 -0.43205547 0.016733402
-0.2014322 -0.43194714 0.016734626
-0.20156218 -0.4318403 0.016730094
-0.20169432 -0.43173194 0.016731318
-0.20182332 -0.43162683 0.016747752
-0.20195605 -0.43151751 0.016738489
-0.20208731 -0.43140858 0.016711812
-0.20222026 -0.43129897 0.016700223
-0.20234947 -0.43119362 0.016714323
-0.20248161 -0.43108541 0.016719047
-0.20261207 -0.430978 0.016711
-0.20274453 -0.43086931 0.016711056
-0.20287447 -0.43076283 0.016713507
-0.20300691 -0.4306542 0.016714731
-0.20313968 -0.43054512 0.016711289
-0.20327196 -0.43043679 0.016716
-0.20340274 -0.43032905 0.016706785
-0.20353591 -0.43021944 0.016698681
-0.20366634 -0.4301123 0.016696457
-0.20379901 -0.43000352 0.016697677
-0.20392966 -0.42989612 0.016693119
-0.20406263 -0.42978692 0.016690839
-0.20419313 -0.42967978 0.016689774
-0.20432609 -0.42957065 0.016688656
-0.20445643 -0.4294638 0.016691096
-0.20458955 -0.42935449 0.016688803
-0.20472272 -0.42924511 0.01668652
-0.20485592 -0.42913571 0.016684225
-0.20498702 -0.42902789 0.016678495
-0.20512031 -0.42891842 0.016676208
-0.20525132 -0.42881078 0.016672809
-0.20538534 -0.42870033 0.016662352
-0.20551471 -0.42859504 0.016681099
-0.20564725 -0.42848673 0.016690465
-0.20578021 -0.42837647 0.016664902
-0.20591378 -0.42826676 0.016662609
-0.20604439 -0.42815983 0.016667362
-0.20617756 -0.42805073 0.016670888
-0.20630863 -0.42794317 0.01667098
-0.20644288 -0.42783266 0.016662847
-0.2065773 -0.42772195 0.01665354
-0.20671023 -0.42761326 0.016661724
-0.20684202 -0.42750487 0.016655985
-0.20697629 -0.42739442 0.016650174
-0.20710808 -0.42728609 0.016645595

==> 1579272653264608.pcd <==
-0.20738138 -0.42707241 0.016651474
-0.20751466 -0.42696339 0.016658492
-0.20764664 -0.42685488 0.01665391
-0.20778158 -0.42674375 0.016644593
-0.20791198 -0.42663732 0.016657505
-0.20804371 -0.42653036 0.016682014
-0.20817809 -0.4264189 0.016655259
-0.20831583 -0.42630428 0.016620275
-0.20844957 -0.42619482 0.01662611
-0.20858262 -0.42608622 0.016638955
-0.2087153 -0.42597705 0.016632026
-0.20885003 -0.42586643 0.016629696
-0.20898221 -0.42575791 0.016628599
-0.20911717 -0.42564702 0.016625103
-0.2092496 -0.42553824 0.01662283
-0.20938456 -0.42542741 0.016620504
-0.20951711 -0.42531857 0.016618228
-0.20965308 -0.42520651 0.016607724
-0.20978551 -0.42509785 0.016607784
-0.20991924 -0.4249886 0.016618278
-0.21005516 -0.42487672 0.016610097
-0.21019007 -0.42476606 0.016611261
-0.21032353 -0.42465627 0.016604312
-0.21046034 -0.42454338 0.016590286
-0.21059118 -0.42443675 0.016606677
-0.21072689 -0.42432526 0.016603161
-0.21085978 -0.42421621 0.016603209
-0.2109966 -0.42410344 0.016591523
-0.21113005 -0.42399377 0.016588064
-0.21126212 -0.42388579 0.016596273
-0.21139568 -0.42377603 0.01659281
-0.2115315 -0.42366454 0.016591622
-0.21166402 -0.42355609 0.016597489
-0.21180026 -0.42344415 0.016593959
