==> 1579272653216571.pcd <==
-0.18762997 -0.44328043 0.016905421
-0.1877593 -0.44317418 0.016902072
-0.18789098 -0.443066 0.016898662
-0.18802047 -0.44295976 0.0168988
-0.18815219 -0.44285157 0.016896548
-0.18828183 -0.44274539 0.016900171
-0.18841328 -0.44263723 0.016893275
-0.18854503 -0.44252908 0.016892184
-0.18867688 -0.44242096 0.01689342
-0.18880638 -0.44231483 0.016895887
-0.18893778 -0.44220671 0.016888993
-0.1890672 -0.44210061 0.016890291
-0.18919837 -0.44199246 0.016878743
-0.1893276 -0.44188634 0.016876567
-0.18945931 -0.44177827 0.016876636
-0.18958898 -0.44167227 0.016884919
-0.18972071 -0.44156426 0.01688616
-0.18985201 -0.44145617 0.016878108
-0.18998298 -0.44134799 0.016861904
-0.19011281 -0.4412421 0.016876003
-0.19024469 -0.44113415 0.016881891
-0.19037323 -0.44102794 0.016864598
-0.19050507 -0.44092003 0.016870495
-0.19063492 -0.44081429 0.016888075
-0.19076625 -0.44070622 0.016881183
-0.19089498 -0.44060004 0.016868537
-0.1910266 -0.44049212 0.01686978
-0.19115585 -0.44038618 0.016872253
-0.19128728 -0.4402782 0.016868839
-0.19141626 -0.44017211 0.016863177
-0.19154775 -0.44006413 0.016860932
-0.19167912 -0.4399561 0.016855201
-0.19181085 -0.43984833 0.01686226
-0.1919398 -0.43974224 0.01685543
-0.19206893 -0.43963629 0.016855575
-0.1921982 -0.43953052 0.016861528
-0.19232966 -0.43942255 0.016859293
-0.19245854 -0.43931636 0.016848965
-0.19259001 -0.43920839 0.016846729
-0.19271886 -0.43910211 0.01683408
-0.19285043 -0.43899426 0.016836483
-0.19297963 -0.43888849 0.016841289
-0.19311114 -0.43878055 0.016840205
-0.19324024 -0.43867463 0.01684035
-0.19337168 -0.4385666 0.016835775
-0.19350073 -0.4384605 0.016831271
-0.19362977 -0.43835437 0.0168256
-0.19375882 -0.43824819 0.016818767
-0.19389036 -0.43814036 0.01682118
-0.19401956 -0.43803465 0.016827136
-0.19415107 -0.43792671 0.01682606
-0.19428012 -0.4378204 0.016816895
-0.1944117 -0.43771279 0.01682396
-0.19454086 -0.43760702 0.016828755
-0.19466998 -0.43750083 0.016823091
-0.1947991 -0.43739477 0.016819747
-0.19493064 -0.43728685 0.01681982
-0.19505979 -0.43718073 0.016816474
-0.19519135 -0.43707302 0.016821221
-0.1953205 -0.43696684 0.016816704
-0.19544968 -0.4368605 0.016808707
-0.19557883 -0.43675572 0.016834445
-0.19571041 -0.43664744 0.016827548
-0.19583957 -0.43654165 0.016831184
-0.19597133 -0.4364318 0.016792856
-0.19610056 -0.43632561 0.016789507
-0.19622976 -0.43621999 0.016797803
-0.1963589 -0.43611458 0.016809581
-0.19649062 -0.43600616 0.016801519
-0.19661991 -0.43589988 0.016797001
-0.19674912 -0.43579409 0.016801793
-0.19687837 -0.43568814 0.016804267
-0.19701006 -0.43558013 0.016804349
-0.1971395 -0.43547338 0.016792843
-0.19727126 -0.43536514 0.016789431
-0.19740066 -0.43525878 0.016784919
-0.19752994 -0.43515292 0.016789712
-0.19765924 -0.435047 0.016793344
-0.19779114 -0.4349384 0.016785277
-0.19792069 -0.43483177 0.016777262
-0.19805248 -0.43472371 0.016778499
-0.19818205 -0.4346171 0.016771652
-0.19831163 -0.43451053 0.016765965
-0.19844121 -0.43440402 0.016761448
-0.19857314 -0.43429565 0.016759193
-0.19870274 -0.43418917 0.016755836
-0.1988346 -0.43408111 0.016758231
-0.19896421 -0.43397468 0.016756045
-0.19909367 -0.43386862 0.016759673
-0.19922324 -0.43376231 0.016759798
-0.19935566 -0.43365306 0.016745897
-0.19948548 -0.43354627 0.016740203
-0.19961512 -0.43343994 0.016740337
-0.19974479 -0.43333355 0.016740467
-0.19987701 -0.43322492 0.016737044
-0.20000659 -0.43311876 0.016740669
-0.20013869 -0.43301046 0.016741898
-0.20026866 -0.43290356 0.016736202
-0.2003988 -0.43279636 0.016727012
-0.20052753 -0.43269196 0.01675394
-0.20066004 -0.43258294 0.016747009
-0.20079046 -0.4324753 0.016733158
-0.20092009 -0.43236923 0.016739113
-0.20104988 -0.43226287 0.016741563
-0.20118226 -0.43215421 0.016740464
-0.20131209 -0.43204778 0.016742913
-0.20144211 -0.43194106 0.016741876
-0.20157228 -0.43183413 0.016738504
-0.20170453 -0.43172577 0.01674206
-0.20183375 -0.43162051 0.016758496
-0.20196694 -0.4315106 0.016744565
-0.20209868 -0.4314011 0.01671323
-0.2022291 -0.4312939 0.016708681
-0.20235871 -0.43118805 0.016719285
-0.20249109 -0.43107966 0.016724

==> 1579272655272478.pcd <==
-0.16700961 -0.46020317 0.017231291
-0.16714874 -0.46008876 0.01722537
-0.16728881 -0.45997381 0.017224072
-0.167427 -0.45986053 0.017226314
-0.16756514 -0.45974678 0.017216926
-0.16770467 -0.45963216 0.017214483
-0.16784012 -0.45952064 0.017205164
-0.16798073 -0.45940542 0.017208515
-0.16811822 -0.45929268 0.017209616
-0.16825619 -0.4591791 0.01720139
-0.16839351 -0.45906651 0.017202497
-0.16853374 -0.45895159 0.017205855
-0.16866919 -0.45884016 0.017198857
-0.16880685 -0.45872685 0.017190641
-0.16894358 -0.45861468 0.017190602
-0.16908109 -0.45850149 0.017182387
-0.16921954 -0.45838833 0.017191615
-0.16935664 -0.45827541 0.017182253
-0.16949533 -0.45816159 0.017180992
-0.16963345 -0.45804811 0.017177425
-0.16976853 -0.457937 0.017171597
-0.16990811 -0.45782271 0.017176144
-0.1700428 -0.45771191 0.017169164
-0.17018038 -0.45759881 0.017164441
-0.17031471 -0.45748824 0.017156322
-0.17045148 -0.45737565 0.01714813
-0.17059238 -0.45726126 0.017174745
-0.17072833 -0.45714921 0.017163083
-0.17086214 -0.457039 0.017153805
-0.17099927 -0.45692629 0.017149094
-0.17113493 -0.45681503 0.017150242
-0.17127475 -0.45670077 0.017160593
-0.17141058 -0.45658889 0.017150104
-0.17154205 -0.45647949 0.017116433
-0.1716785 -0.45636788 0.017123381
-0.17181903 -0.45625329 0.017139535
-0.1719536 -0.45614278 0.017137229
-0.17208974 -0.45603079 0.017130213
-0.17222376 -0.45592064 0.01712558
-0.17236018 -0.45580849 0.017120898
-0.1724951 -0.45569786 0.017122064
-0.17263037 -0.4555864 0.017111581
-0.17276433 -0.45547634 0.01710812
-0.1729013 -0.45536396 0.017108064
-0.17303923 -0.45525107 0.017113812
-0.17317525 -0.45513925 0.01710913
-0.17330873 -0.45502955 0.017104521
-0.17344424 -0.45491806 0.017097522
-0.17357624 -0.45480919 0.0170848
-0.17371418 -0.45469639 0.017092871
-0.17384762 -0.45458674 0.017089423
-0.17398308 -0.45447534 0.017083595
-0.17411849 -0.454364 0.017077766
-0.1742565 -0.45425123 0.017088166
-0.17438856 -0.45414242 0.017077763
-0.17452396 -0.45403114 0.017073095
-0.17465778 -0.45392141 0.0170743
-0.17479326 -0.4538101 0.017070791
-0.17492713 -0.45370036 0.017073154
-0.17506248 -0.45358914 0.017069649
-0.17519459 -0.45348039 0.017061586
-0.17532983 -0.45336929 0.017058082
-0.17546359 -0.45325899 0.017045315
-0.17560479 -0.45314476 0.017081236
-0.17573613 -0.45303649 0.017069694
-0.17586936 -0.45292652 0.01705461
-0.17600168 -0.45281774 0.017050032
-0.1761364 -0.45270699 0.017045382
-0.17627001 -0.45259759 0.017050073
-0.17640546 -0.45248652 0.017051224
-0.17654002 -0.45237592 0.017046589
-0.17667435 -0.45226544 0.01704078
-0.17680719 -0.45215651 0.017042009
-0.1769421 -0.4520458 0.017040845
-0.17707548 -0.45193663 0.017046712
-0.17720993 -0.45182616 0.017043229
-0.1773458 -0.45171502 0.017050201
-0.17748304 -0.4516032 0.0170676
-0.17761053 -0.45149702 0.017032871
-0.17774431 -0.45138696 0.017025925
-0.17787813 -0.4512777 0.017037602
-0.17801289 -0.4511672 0.017038772
-0.17814423 -0.45105919 0.017033048
-0.17827782 -0.45094928 0.017026097
-0.1784097 -0.45084104 0.017025022
-0.17854381 -0.45073089 0.017022718
-0.17867528 -0.45062289 0.017019313
-0.17880929 -0.45051283 0.017017022
-0.1789431 -0.45040289 0.017013554
-0.17907791 -0.4502925 0.017018214
-0.17920978 -0.45018438 0.017019469
-0.17934331 -0.45007461 0.01701485
-0.17947394 -0.44996709 0.017006814
-0.17960796 -0.44985715 0.017006844
-0.17973951 -0.44974923 0.017006936
-0.17987342 -0.44963935 0.017006967
-0.18000446 -0.44953167 0.017003573
-0.18013774 -0.44942212 0.016998969
-0.18026842 -0.44931465 0.016993264
-0.18040082 -0.44920552 0.016981691
-0.18053372 -0.44909713 0.016995713
-0.18066858 -0.44898695 0.017006192
-0.18079844 -0.4488799 0.016994685
-0.18093175 -0.44877043 0.016992403
-0.18106298 -0.44866282 0.016993674
-0.18119378 -0.44855541 0.016991455
-0.18132392 -0.44844827 0.016983433
-0.1814567 -0.44833907 0.016977672
-0.18158752 -0.4482317 0.016976614
-0.18172097 -0.44812226 0.016977817
-0.18185221 -0.44801477 0.016981408
-0.18198521 -0.44790554 0.016979143
-0.18211503 -0.44779861 0.016969958
-0.18224603 -0.44769126 0.016972397
-0.18237698 -0.44758394 0.016974833
-0.18250927 -0.44747505 0.016966756
-0.18263969 -0.44736794 0.016964547
-0.18277225 -0.44725898 0.016959952
-0.1829025 -0.44715196 0.016956588
-0.18303283 -0.44704494 0.016954381
-0.18316323 -0.44693792 0.016953344
-0.18329599 -0.44682893 0.016952235
-0.18342699 -0.44672173 0.016958162
-0.18356055 -0.44661254 0.016966345
-0.18368964 -0.44650599 0.016952528
-0.18381853 -0.44639954 0.016936395
-0.18394957 -0.4462924 0.016944652
-0.18408257 -0.44618344 0.016948199
-0.18421282 -0.4460766 0.016948314
-0.18434523 -0.44596785 0.016946055
-0.18447533 -0.44586107 0.016945023
-0.18460779 -0.44575235 0.016943922

==> 1579272655312613.pcd <==
-0.16681224 -0.46036151 0.017226767
-0.16694927 -0.46024889 0.017222095
-0.16708799 -0.46013522 0.017225545
-0.16722661 -0.46002114 0.017217344
-0.16736236 -0.45990932 0.017208066
-0.16750361 -0.45979366 0.017212609
-0.16763994 -0.45968154 0.017206797
-0.16777696 -0.45956901 0.017204458
-0.16791363 -0.45945671 0.017200977
-0.16805275 -0.45934242 0.017197425
-0.16819 -0.45922983 0.01719741
-0.16832821 -0.4591161 0.017190389
-0.16846675 -0.45900276 0.017197333
-0.16860479 -0.45888919 0.017190317
-0.16873977 -0.45877802 0.01718105
-0.16887611 -0.45866606 0.017178727
-0.16901332 -0.45855358 0.017181044
-0.16915177 -0.45843983 0.017177518
-0.1692881 -0.45832792 0.017176367
-0.16942364 -0.45821652 0.017171735
-0.16956073 -0.45810419 0.017175226
-0.16969612 -0.45799291 0.017170597
-0.16983074 -0.45788211 0.017162509
-0.16997032 -0.45776778 0.017167095
-0.17010434 -0.45765737 0.017156692
-0.1702401 -0.45754591 0.017155554
-0.17037399 -0.45743558 0.017145144
-0.17050917 -0.45732453 0.017141692
-0.17064895 -0.45721081 0.017162576
-0.17078401 -0.45709923 0.017146325
-0.17091852 -0.45698863 0.01714056
-0.17105362 -0.45687768 0.01713828
-0.17118973 -0.45676619 0.017141785
-0.17132747 -0.45665374 0.017154569
-0.17145693 -0.4565461 0.017123319
-0.17159231 -0.45643446 0.017110551
-0.17172961 -0.45632234 0.017122187
-0.1718664 -0.45621052 0.017131494
-0.17200035 -0.45610037 0.017125744
-0.1721338 -0.45599052 0.017117685
-0.17226867 -0.45587987 0.017117731
-0.17240429 -0.45576817 0.017108448
-0.17253965 -0.45565727 0.017111981
-0.17267224 -0.45554796 0.017100444
-0.17280664 -0.45543766 0.017099343
-0.17294157 -0.45532706 0.017101718
-0.17307681 -0.45521632 0.017106416
-0.17321266 -0.45510459 0.017100615
-0.17334537 -0.4549953 0.017091405
-0.17347902 -0.45488548 0.017088003
-0.17361143 -0.45477638 0.01707763
-0.17374842 -0.45466411 0.017079953
-0.17388189 -0.45455444 0.017076544
-0.17401549 -0.45444474 0.017074302
-0.17414825 -0.45433548 0.017067421
-0.1742842 -0.45422453 0.017080253
-0.1744161 -0.45411581 0.017068733
-0.17454869 -0.4540067 0.017061856
-0.17468348 -0.45389643 0.017068885
-0.17481898 -0.45378509 0.017065436
-0.17495325 -0.45367515 0.017070148
-0.1750847 -0.45356673 0.017057478
-0.17521757 -0.45345756 0.017054096
-0.1753493 -0.45334902 0.017043743
-0.17548276 -0.45323956 0.017044995
-0.17562047 -0.45312792 0.017074073
-0.17575131 -0.45301989 0.01705909
-0.17588493 -0.45290968 0.017046366
-0.17601746 -0.45280078 0.017042981
-0.17615046 -0.45269167 0.017043086
-0.17628339 -0.45258263 0.017043181
-0.17641592 -0.45247379 0.017040957
-0.17654891 -0.45236474 0.017042222
-0.17668049 -0.45225641 0.017034201
-0.17681371 -0.45214728 0.01703779
-0.1769478 -0.45203695 0.017030876
-0.17708139 -0.45192766 0.017037947
-0.17721376 -0.45181903 0.017036885
-0.1773477 -0.4517096 0.017047437
-0.17748125 -0.4516004 0.017055668
-0.17760862 -0.45149428 0.017019821
-0.17774127 -0.45138556 0.017022254
-0.17787465 -0.45127648 0.017030491
-0.17800961 -0.45116588 0.017032875
-0.17814022 -0.45105821 0.017021388
-0.17827187 -0.45095003 0.017018028
-0.17840333 -0.45084199 0.017013509
-0.17853551 -0.4507336 0.017014785
-0.17866702 -0.45062554 0.017011426
-0.17879879 -0.45051739 0.017010393
-0.17893051 -0.45040926 0.017009359
-0.17906535 -0.45029885 0.017014068
-0.17919697 -0.45019081 0.017013036
-0.17932782 -0.45008314 0.017006204
-0.1794582 -0.4499757 0.016995894
-0.17959027 -0.44986752 0.016999502
-0.17972158 -0.44975969 0.016997319
-0.17985582 -0.44964966 0.016999712
-0.17998691 -0.44954196 0.016996365
-0.18011767 -0.44943443 0.016990695
-0.18024826 -0.44932696 0.01698387
-0.18037827 -0.44921976 0.0169724
-0.18051136 -0.44911128 0.016987633
-0.18064599 -0.44900119 0.016995836
-0.18077603 -0.44889402 0.016985526
-0.18090722 -0.44878641 0.016985675
-0.1810385 -0.44867876 0.016986974
-0.18117164 -0.44856936 0.016983574
-0.1813018 -0.44846222 0.0169756
-0.18143222 -0.44835496 0.01696994
-0.18156296 -0.44824758 0.016967772
-0.18169405 -0.44814011 0.016969074
-0.18182558 -0.44803247 0.016975038
-0.1819585 -0.44792327 0.016971644
-0.18208838 -0.44781628 0.016962506
-0.1822194 -0.4477089 0.016964979
-0.18235052 -0.44760147 0.016968613
-0.18248031 -0.4474946 0.016959477
-0.18261065 -0.44738749 0.016956151
-0.18274327 -0.44727847 0.016951602
-0.18287379 -0.44717136 0.0169506
-0.18300162 -0.44706631 0.016947336
-0.1831346 -0.44695723 0.016947431
-0.18326479 -0.44685027 0.016944107
-0.18339582 -0.44674304 0.016950082
-0.18352713 -0.44663572 0.016959531
-0.18365616 -0.44652918 0.016944595
-0.18378517 -0.44642267 0.016929658
-0.18391868 -0.4463135 0.016937891
-0.1840492 -0.44620651 0.01694038
-0.18417941 -0.44609964 0.016939385
-0.18430957 -0.44599283 0.016938392

==> 1579272655360503.pcd <==
-0.20133097 -0.43201312 0.016714651
-0.20146114 -0.43190634 0.016714834
-0.20159408 -0.43179697 0.016707964
-0.20172361 -0.43169135 0.016722124
-0.20185338 -0.43158531 0.016731629
-0.20198494 -0.43147621 0.016706161
-0.20211925 -0.43136466 0.016675984
-0.20224893 -0.43125883 0.016688971
-0.20237887 -0.43115261 0.01669731
-0.2025096 -0.43104509 0.016691659
-0.20263991 -0.4309383 0.016694158
-0.20277037 -0.43083128 0.016694333
-0.20290336 -0.43072212 0.016693283
-0.20303388 -0.43061504 0.016693456
-0.20316444 -0.43050793 0.01669362
-0.20329532 -0.43040034 0.016689133
-0.20342903 -0.43029016 0.016678743
-0.20355979 -0.43018284 0.016677752
-0.20369071 -0.43007529 0.016674414
-0.20382176 -0.42996755 0.016669922
-0.20395263 -0.42986014 0.016668918
-0.20408361 -0.42975259 0.016666748
-0.20421626 -0.4296442 0.01667618
-0.20434779 -0.42953587 0.016667016
-0.20447838 -0.42942894 0.016671838
-0.20460959 -0.42932111 0.016668502
-0.20474319 -0.42921141 0.016666267
-0.2048745 -0.42910352 0.016662931
-0.20500602 -0.42899537 0.016657257
-0.20513724 -0.42888767 0.016656242
-0.20527156 -0.42877704 0.016647007
-0.2054026 -0.42866966 0.0166495
-0.20553154 -0.42856517 0.016678806
-0.20566514 -0.42845425 0.016649798
-0.20579921 -0.4283441 0.016646389
-0.20593098 -0.4282358 0.01664187
-0.20606172 -0.4281289 0.016650189
-0.20619339 -0.42802078 0.016648004
-0.20632772 -0.42791036 0.016643418
-0.20646009 -0.42780134 0.016634233
-0.20659362 -0.42769206 0.016640151
-0.2067259 -0.42758322 0.016633287
-0.20685822 -0.42747435 0.016626434
-0.20699018 -0.42736599 0.016624242
-0.20712399 -0.42725641 0.01662899
-0.20725594 -0.4271481 0.016627956
-0.20738985 -0.42703846 0.016632706
-0.20752168 -0.42693037 0.016634006
-0.20765465 -0.42682078 0.016623635
-0.20778613 -0.4267132 0.016629605
-0.20791861 -0.42660546 0.01665068
-0.20805152 -0.42649606 0.016642641
-0.2081901 -0.42638057 0.016603034
-0.20832235 -0.42627206 0.016603163
-0.20845616 -0.42616269 0.016612563
-0.20858875 -0.42605382 0.016610352
-0.20872398 -0.42594272 0.016606916
-0.20885655 -0.42583391 0.016605865
-0.20899129 -0.42572346 0.016608262
-0.20912473 -0.42561364 0.01660021
-0.20926031 -0.42550218 0.016595593
-0.20939325 -0.42539302 0.016593374
-0.2095269 -0.42528298 0.016585326
-0.20965956 -0.42517421 0.016586605
-0.20979424 -0.42506397 0.016592493
-0.20992781 -0.42495415 0.016586768
-0.21006338 -0.42484286 0.016585641
-0.21019629 -0.42473388 0.016586924
-0.21033442 -0.42461953 0.016564779
-0.21046567 -0.42451259 0.016581226
-0.21060148 -0.42440113 0.016580105
-0.21073462 -0.42429194 0.016581371
-0.2108724 -0.42417818 0.016565066
-0.21100579 -0.42406872 0.016565166
-0.21114117 -0.42395788 0.016569866
-0.21127483 -0.42384815 0.016568799
-0.21141076 -0.42373669 0.016569994
-0.21154381 -0.42362776 0.016574752
-0.21168074 -0.42351514 0.016568951
-0.21181437 -0.42340556 0.016570205
-0.21195114 -0.4232932 0.016566727
-0.21208474 -0.42318371 0.016569143
-0.21222165 -0.42307121 0.016565662
-0.21235615 -0.4229607 0.016562244
-0.21249306 -0.42284828 0.016559923
-0.21262756 -0.42273784 0.016557664
-0.21276397 -0.42262602 0.016560018
-0.21290268 -0.42251158 0.016546007
-0.21304119 -0.4223974 0.016534345
-0.21317469 -0.42228821 0.016541425
-0.21331058 -0.42217708 0.016549602
-0.21344665 -0.42206496 0.01653916
-0.21358483 -0.42195129 0.016532157
-0.2137199 -0.42184037 0.016529884
-0.21385741 -0.42172748 0.016528707
-0.21399011 -0.42161933 0.016543958
-0.21412553 -0.42150885 0.016557977
-0.2142681 -0.42138955 0.016506623
-0.2144042 -0.42127836 0.016517127
-0.21453731 -0.42116979 0.016531207
-0.21467368 -0.42105833 0.01654054
-0.21481383 -0.42094266 0.016525336
-0.21495159 -0.42082968 0.016526483
-0.21508655 -0.42071912 0.016530033
-0.21522608 -0.4206042 0.016520664
-0.21536157 -0.42049313 0.016521871
-0.21549799 -0.42038172 0.016533535
-0.21563834 -0.42026597 0.016520655
-0.21577731 -0.4201518 0.016517121
-0.2159133 -0.42004025 0.016517155
-0.21605092 -0.41992757 0.016522966
-0.2161878 -0.41981506 0.016518317
-0.21632713 -0.41970059 0.016514774
-0.21646732 -0.4195852 0.016506549
-0.21660663 -0.41947082 0.016504176
-0.21674505 -0.4193567 0.016492505
-0.216883 -0.41924384 0.016499471
-0.21701866 -0.41913283 0.016505333
-0.21715912 -0.41901726 0.016498271
-0.21729767 -0.4189038 0.016502889
-0.21743853 -0.41878784 0.016494656
-0.21757433 -0.41867676 0.016501676
-0.21771415 -0.418562 0.016500441
-0.21785325 -0.41844803 0.016503885
-0.21799408 -0.41833222 0.016497983
-0.2181339 -0.41821685 0.016483946
-0.21827307 -0.41810289 0.01648856
-0.21841232 -0.41798884 0.016493158
-0.21855146 -0.41787496 0.016498933
-0.21869022 -0.41776085 0.016493075
-0.21883185 -0.41764432 0.016485982
-0.21897104 -0.41752979 0.016478952

==> 1579272655424486.pcd <==
-0.16543226 -0.4614954 0.017220177
-0.16558094 -0.46137482 0.017251275
-0.16571876 -0.46126106 0.017236117
-0.1658581 -0.46114635 0.017227888
-0.1659971 -0.46103188 0.017218519
-0.16613971 -0.46091521 0.01722534
-0.16628011 -0.4607999 0.017222907
-0.16641884 -0.46068564 0.017213546
-0.16656008 -0.46056986 0.017215751
-0.16669993 -0.46045494 0.017212171
-0.16684072 -0.46033949 0.017213218
-0.16698064 -0.46022457 0.017210806
-0.16712022 -0.46010989 0.017207231
-0.16725895 -0.45999575 0.017200191
-0.16739734 -0.45988184 0.017191997
-0.16753967 -0.45976552 0.017202316
-0.16767737 -0.45965207 0.017191809
-0.16781577 -0.45953819 0.017184775
-0.16795835 -0.45942128 0.017185777
-0.16809601 -0.45930842 0.017188074
-0.16823488 -0.45919433 0.017184518
-0.16837318 -0.45908058 0.017178658
-0.1685131 -0.4589659 0.017180897
-0.16864978 -0.45885316 0.017168088
-0.16878928 -0.45873874 0.017169166
-0.16892751 -0.45862514 0.017164469
-0.16906659 -0.45851102 0.0171644
-0.16920763 -0.45839518 0.017161958
-0.16934466 -0.45828232 0.01715263
-0.16948466 -0.45816773 0.017158357
-0.16962248 -0.45805445 0.017153669
-0.16975927 -0.45794177 0.017144347
-0.16989902 -0.45782739 0.017150082
-0.17003658 -0.45771429 0.017145399
-0.17017454 -0.45760101 0.01714303
-0.17031175 -0.45748818 0.017137196
-0.17044595 -0.45737714 0.017116308
-0.17058837 -0.45726126 0.017138256
-0.17072669 -0.45714784 0.017139375
-0.17086336 -0.45703539 0.017132387
-0.17100039 -0.45692271 0.017127708
-0.17113759 -0.45681 0.017124206
-0.1712784 -0.4566952 0.017140374
-0.17141455 -0.45658311 0.017132238
-0.17154571 -0.45647395 0.017097466
-0.17168392 -0.4563607 0.01710091
-0.17182374 -0.45624655 0.017113622
-0.1719607 -0.45613408 0.017111287
-0.17209655 -0.45602226 0.017103149
-0.17223398 -0.45590955 0.01710429
-0.17236991 -0.4557977 0.01709732
-0.17250721 -0.45568511 0.017098457
-0.17264198 -0.45557395 0.017085707
-0.17277955 -0.45546123 0.017089166
-0.17291522 -0.45534962 0.017082203
-0.17305283 -0.45523691 0.017086821
-0.17318878 -0.45512515 0.017082181
-0.17332484 -0.45501336 0.017078698
-0.17346025 -0.45490196 0.017071741
-0.17359503 -0.45479092 0.017061319
-0.17373246 -0.45467839 0.017067103
-0.1738679 -0.45456702 0.017061315
-0.17400365 -0.45445549 0.01705784
-0.17413972 -0.4543438 0.017056689
-0.17427687 -0.4542315 0.017062478
-0.1744094 -0.45412248 0.017055595
-0.17454527 -0.45401093 0.017054446
-0.17468053 -0.45389977 0.017049825
-0.17481571 -0.45378864 0.017045204
-0.17495233 -0.45367676 0.017049849
-0.17508721 -0.45356584 0.017044075
-0.17521977 -0.45345685 0.017039511
-0.17535383 -0.4533464 0.017029108
-0.17548874 -0.45323551 0.017024485
-0.17562841 -0.45312211 0.017051164
-0.17576389 -0.45301095 0.017051186
-0.17589648 -0.45290133 0.01703267
-0.17602888 -0.45279256 0.017029282
-0.17616385 -0.45268169 0.017026996
-0.17629875 -0.45257092 0.017024703
-0.17643395 -0.45245999 0.017024733
-0.1765696 -0.45234886 0.017028242
-0.17670366 -0.45223856 0.017021319
-0.17683589 -0.45212996 0.017019104
-0.17696953 -0.4520199 0.017009862
-0.17710431 -0.45191005 0.017026195
-0.17723931 -0.45179933 0.017027389
-0.17737588 -0.45168787 0.017040186
-0.17751075 -0.45157728 0.017041394
-0.17763799 -0.45147124 0.017005552
-0.17777295 -0.45136061 0.017007919
-0.17790651 -0.45125151 0.017018462
-0.17804132 -0.451141 0.017020833
-0.17817149 -0.45103359 0.017007029
-0.17830575 -0.45092338 0.01700592
-0.17843904 -0.45081365 0.016997859
-0.17857336 -0.45070347 0.016997911
-0.17870487 -0.45059544 0.016995704
-0.17883849 -0.45048562 0.016991124
-0.17897096 -0.4503772 0.016997043
-0.17910537 -0.45026702 0.016999425
-0.17923671 -0.45015916 0.016997222
-0.17937014 -0.45004949 0.016992647
-0.17950267 -0.44994023 0.016981114
-0.17963716 -0.44983009 0.016985811
-0.17976819 -0.44972244 0.016982459
-0.17990243 -0.44961244 0.016986001
-0.18003309 -0.449505 0.016980337
-0.18016614 -0.44939557 0.016974602
-0.18029915 -0.44928616 0.016968865
-0.18043119 -0.44917721 0.016955024
-0.18056452 -0.44906867 0.016973715
-0.18069862 -0.44895887 0.016978422
-0.18083081 -0.44884989 0.016966898
-0.18096466 -0.44874021 0.016970452
-0.18109554 -0.44863278 0.016969431
-0.18122855 -0.44852352 0.016966028
-0.18135871 -0.44841641 0.016959205
-0.18149139 -0.44830728 0.016953487
-0.1816248 -0.4481979 0.016954724
-0.18175863 -0.44808835 0.01696061
-0.1818894 -0.44798106 0.016960751
-0.18202145 -0.44787225 0.016950391
-0.18215168 -0.4477652 0.016945897
-0.1822851 -0.44765589 0.016949464
-0.1824162 -0.44754854 0.016954249
-0.18254803 -0.44743985 0.016942732
-0.18268029 -0.44733101 0.016935855
-0.18281347 -0.44722188 0.016938269
-0.18294382 -0.44711488 0.016937261
-0.18307601 -0.44700611 0.016930386
-0.18320687 -0.44689897 0.016935177

==> 1579272655464580.pcd <==
-0.18346114 -0.44670022 0.016957659
-0.18359332 -0.44659153 0.016951948
-0.18372138 -0.44648537 0.016927717
-0.18385467 -0.44637632 0.016934767
-0.18398561 -0.44626927 0.016943038
-0.18411809 -0.44616053 0.016941966
-0.18424805 -0.44605383 0.016939802
-0.18438047 -0.44594514 0.016938724
-0.18451276 -0.44583648 0.016936498
-0.18464513 -0.44572785 0.01693543
-0.18477449 -0.44562137 0.016927449
-0.1849068 -0.44551277 0.016926384
-0.1850366 -0.44540617 0.016924221
-0.18516923 -0.44529751 0.016927797
-0.1853011 -0.44518909 0.016922083
-0.18543249 -0.44508076 0.016910568
-0.18556485 -0.44497365 0.016943237
-0.18569532 -0.44486555 0.016920116
-0.18582436 -0.44475922 0.016909821
-0.18595657 -0.44465077 0.016909918
-0.18608949 -0.4445422 0.016920468
-0.18622121 -0.44443387 0.016914766
-0.18635044 -0.44432753 0.016907958
-0.18648213 -0.44421923 0.016902249
-0.18661469 -0.44411078 0.016909316
-0.18674634 -0.44400251 0.016903616
-0.18687575 -0.4438962 0.016900295
-0.18700753 -0.44378793 0.016896913
-0.18713713 -0.44368163 0.016897077
-0.18726879 -0.44357339 0.016892537
-0.18740061 -0.44346514 0.016890313
-0.1875326 -0.4433569 0.016891588
-0.18766184 -0.44325069 0.016887099
-0.18779345 -0.4431425 0.016882561
-0.1879254 -0.44303429 0.016883824
-0.18805718 -0.44292614 0.016882772
-0.18818915 -0.44281796 0.016885206
-0.18832077 -0.44270983 0.016881827
-0.18845005 -0.44260368 0.016879678
-0.18858184 -0.44249555 0.016879786
-0.18871373 -0.44238746 0.016882211
-0.18884517 -0.44227937 0.016876517
-0.18897451 -0.44217324 0.016876688
-0.18910578 -0.44206515 0.016867498
-0.18923733 -0.44195706 0.01686413
-0.18936914 -0.44184902 0.016866557
-0.18949865 -0.44174302 0.016871385
-0.18963036 -0.44163501 0.016872656
-0.18976146 -0.44152686 0.01685999
-0.18989275 -0.4414188 0.016851958
-0.19002497 -0.44131094 0.016866026
-0.19015668 -0.441203 0.016868455
