%time,field.transforms0.header.seq,field.transforms0.header.stamp,field.transforms0.header.frame_id,field.transforms0.child_frame_id,field.transforms0.transform.translation.x,field.transforms0.transform.translation.y,field.transforms0.transform.translation.z,field.transforms0.transform.rotation.x,field.transforms0.transform.rotation.y,field.transforms0.transform.rotation.z,field.transforms0.transform.rotation.w
1578489493277051337,0,1578489493276814459,base,tool0_controller,-0.248394840965,0.18791667002,0.945821218165,-0.0489509652254,-0.101371735501,-0.522737844077,0.845028236578
1578489493285221261,0,1578489493284834814,base,tool0_controller,-0.248379769129,0.187886106009,0.945835651164,-0.0489345278462,-0.101339883622,-0.522734956903,0.845034795025
1578489493285242728,0,1578489493284834814,upper_arm_link,forearm_link,0.0,-0.1197,0.425,0.0,0.00191044691221,0.0,0.999998175095,0,1578489493284834814,shoulder_link,upper_arm_link,0.0,0.13585,0.0,0.0,0.109795501839,0.0,0.993954198027,0,1578489493284834814,base_link,shoulder_link,0.0,0.0,0.089159,0.0,0.0,-0.484149834466,0.87498510718,0,1578489493284834814,forearm_link,wrist_1_link,0.0,0.0,0.39225,0.0,0.707613457482,0.0,0.706599741572,0,1578489493284834814,wrist_1_link,wrist_2_link,0.0,0.093,0.0,0.0,0.0,0.706720077936,0.707493273072,0,1578489493284834814,wrist_2_link,wrist_3_link,0.0,0.0,0.09465,0.0,0.672924736612,0.0,0.73971095629
1578489493293017340,0,1578489493292814020,base,tool0_controller,-0.248401310976,0.187938155378,0.94581692767,-0.0489479600561,-0.101373185711,-0.522737198651,0.845028635948
1578489493301024824,0,1578489493300814237,base,tool0_controller,-0.248393705543,0.187908312516,0.945824982942,-0.0489444640531,-0.101361655927,-0.52273856271,0.845029377715
1578489493309058134,0,1578489493308811270,base,tool0_controller,-0.248379021804,0.18788489809,0.945838309961,-0.0489292382425,-0.101329218917,-0.522735664636,0.845035942405
1578489493309209025,0,1578489493308811270,upper_arm_link,forearm_link,0.0,-0.1197,0.425,0.0,0.00191044691221,0.0,0.999998175095,0,1578489493308811270,shoulder_link,upper_arm_link,0.0,0.13585,0.0,0.0,0.109795501839,0.0,0.993954198027,0,1578489493308811270,base_link,shoulder_link,0.0,0.0,0.089159,0.0,0.0,-0.484149834466,0.87498510718,0,1578489493308811270,forearm_link,wrist_1_link,0.0,0.0,0.39225,0.0,0.70760499199,0.0,0.706608219108,0,1578489493308811270,wrist_1_link,wrist_2_link,0.0,0.093,0.0,0.0,0.0,0.706720077936,0.707493273072,0,1578489493308811270,wrist_2_link,wrist_3_link,0.0,0.0,0.09465,0.0,0.672924736612,0.0,0.73971095629
1578489493316996339,0,1578489493316792876,base,tool0_controller,-0.248383320917,0.187881215881,0.945836947777,-0.0489205965314,-0.101340360242,-0.522728914969,0.845039281972
1578489493325106725,0,1578489493324831261,base,tool0_controller,-0.248383907259,0.187910394681,0.945831341623,-0.0489303591312,-0.101342093194,-0.522754509815,0.845022675773
1578489493333055777,0,1578489493332811825,base,tool0_controller,-0.248370783774,0.187866857578,0.945841263276,-0.0489378571754,-0.101331701037,-0.522720535792,0.845044504131
1578489493333181214,0,1578489493332811825,upper_arm_link,forearm_link,0.0,-0.1197,0.425,0.0,0.00191044691221,0.0,0.999998175095,0,1578489493332811825,shoulder_link,upper_arm_link,0.0,0.13585,0.0,0.0,0.109783652974,0.0,0.993955506821,0,1578489493332811825,base_link,shoulder_link,0.0,0.0,0.089159,0.0,0.0,-0.484144410527,0.874988108351,0,1578489493332811825,forearm_link,wrist_1_link,0.0,0.0,0.39225,0.0,0.707617711249,0.0,0.706595481677,0,1578489493332811825,wrist_1_link,wrist_2_link,0.0,0.093,0.0,0.0,0.0,0.706724294912,0.707489060679,0,1578489493332811825,wrist_2_link,wrist_3_link,0.0,0.0,0.09465,0.0,0.672933598696,0.0,0.739702894239
1578489493341147992,0,1578489493340829869,base,tool0_controller,-0.248394190068,0.1879137282,0.94582653271,-0.048934420415,-0.101353351138,-0.522743718373,0.845027766179
1578489493349045154,0,1578489493348815500,base,tool0_controller,-0.248387622186,0.187889940985,0.945834834103,-0.0489258600581,-0.101337491208,-0.52272948595,0.845038968102
1578489493357015353,0,1578489493356811941,base,tool0_controller,-0.248388851933,0.187905230938,0.945830038546,-0.0489341778126,-0.101346628289,-0.522723684386,0.845040979455
1578489493357154214,0,1578489493356811941,upper_arm_link,forearm_link,0.0,-0.1197,0.425,0.0,0.00191044691221,0.0,0.999998175095,0,1578489493356811941,shoulder_link,upper_arm_link,0.0,0.13585,0.0,0.0,0.109807350689,0.0,0.993952889092,0,1578489493356811941,base_link,shoulder_link,0.0,0.0,0.089159,0.0,0.0,-0.484155049775,0.874982221406,0,1578489493356811941,forearm_link,wrist_1_link,0.0,0.0,0.39225,0.0,0.70760920369,0.0,0.706604001441,0,1578489493356811941,wrist_1_link,wrist_2_link,0.0,0.093,0.0,0.0,0.0,0.706715818765,0.707497527563,0,1578489493356811941,wrist_2_link,wrist_3_link,0.0,0.0,0.09465,0.0,0.672938184015,0.0,0.739698722788
1578489493365007933,0,1578489493364807027,base,tool0_controller,-0.24838278987,0.187915170469,0.945827346749,-0.0489395151629,-0.101357533255,-0.522753446181,0.845020951701
1578489493373022733,0,1578489493372808129,base,tool0_controller,-0.24839137459,0.187902719525,0.945828682792,-0.0489344406396,-0.101353341168,-0.522733654887,0.845033991507
1578489493381077380,0,1578489493380833651,base,tool0_controller,-0.248396832617,0.18790953022,0.945829082338,-0.0489231920839,-0.10134561806,-0.522738799501,0.845032386641
1578489493381244616,0,1578489493380833651,upper_arm_link,forearm_link,0.0,-0.1197,0.425,0.0,0.00191044691221,0.0,0.999998175095,0,1578489493380833651,shoulder_link,upper_arm_link,0.0,0.13585,0.0,0.0,0.109813512085,0.0,0.99395220839,0,1578489493380833651,base_link,shoulder_link,0.0,0.0,0.089159,0.0,0.0,-0.484149834466,0.87498510718,0,1578489493380833651,forearm_link,wrist_1_link,0.0,0.0,0.39225,0.0,0.707600738146,0.0,0.706612478926,0,1578489493380833651,wrist_1_link,wrist_2_link,0.0,0.093,0.0,0.0,0.0,0.706711559568,0.707501782028,0,1578489493380833651,wrist_2_link,wrist_3_link,0.0,0.0,0.09465,0.0,0.67292032758,0.0,0.739714967221
1578489493389051682,0,1578489493388803975,base,tool0_controller,-0.24838622615,0.187891437933,0.94583348476,-0.0489380250728,-0.101338329106,-0.522740405775,0.845031408248
1578489493397190479,0,1578489493396843194,base,tool0_controller,-0.24838559128,0.187910295746,0.945827353145,-0.0489483724477,-0.101353128145,-0.522749560413,0.845023370883
1578489493405065635,0,1578489493404823237,base,tool0_controller,-0.248382401795,0.187908020761,0.945828452568,-0.0489383036788,-0.101358118236,-0.52275345685,0.845020945097
1578489493405216098,0,1578489493404823237,upper_arm_link,forearm_link,0.0,-0.1197,0.425,0.0,0.00192856669084,0.0,0.999998140314,0,1578489493404823237,shoulder_link,upper_arm_link,0.0,0.13585,0.0,0.0,0.109795501839,0.0,0.993954198027,0,1578489493404823237,base_link,shoulder_link,0.0,0.0,0.089159,0.0,0.0,-0.484165480342,0.874976449766,0,1578489493404823237,forearm_link,wrist_1_link,0.0,0.0,0.39225,0.0,0.707613457482,0.0,0.706599741572,0,1578489493404823237,wrist_1_link,wrist_2_link,0.0,0.093,0.0,0.0,0.0,0.706715818765,0.707497527563,0,1578489493404823237,wrist_2_link,wrist_3_link,0.0,0.0,0.09465,0.0,0.67292032758,0.0,0.739714967221
1578489493412979079,0,1578489493412790941,base,tool0_controller,-0.2483865911,0.187883647318,0.945835881361,-0.0489300369215,-0.101335409778,-0.522730063585,0.845038618547
1578489493420971077,0,1578489493420792741,base,tool0_controller,-0.248395287896,0.187904025173,0.945827641808,-0.0489403645987,-0.101350416564,-0.522718871511,0.845043143953
1578489493429042626,0,1578489493428815040,base,tool0_controller,-0.248386137063,0.187897198576,0.945829477047,-0.0489270795692,-0.101363731619,-0.522737191448,0.845030983736
1578489493429262999,0,1578489493428815040,upper_arm_link,forearm_link,0.0,-0.1197,0.425,0.0,0.00192260623741,0.0,0.999998151791,0,1578489493428815040,shoulder_link,upper_arm_link,0.0,0.13585,0.0,0.0,0.109795501839,0.0,0.993954198027,0,1578489493428815040,base_link,shoulder_link,0.0,0.0,0.089159,0.0,0.0,-0.484155049775,0.874982221406,0,1578489493428815040,forearm_link,wrist_1_link,0.0,0.0,0.39225,0.0,0.707617711249,0.0,0.706595481677,0,1578489493428815040,wrist_1_link,wrist_2_link,0.0,0.093,0.0,0.0,0.0,0.706707342516,0.707505994345,0,1578489493428815040,wrist_2_link,wrist_3_link,0.0,0.0,0.09465,0.0,0.672924736612,0.0,0.73971095629
1578489493437083923,0,1578489493436818901,base,tool0_controller,-0.248383148182,0.187889611119,0.945834522459,-0.0489292210064,-0.101342708018,-0.522734368699,0.845035127462
1578489493445105954,0,1578489493444828929,base,tool0_controller,-0.248366958743,0.187863822584,0.945844959536,-0.0489231774083,-0.101325698489,-0.522720092186,0.845046348293
1578489493453028812,0,1578489493452816454,base,tool0_controller,-0.248379693002,0.187892497346,0.945835848468,-0.048931340743,-0.101335043562,-0.522750459775,0.845025969805
1578489493453166190,0,1578489493452816454,upper_arm_link,forearm_link,0.0,-0.1197,0.425,0.0,0.00191664578392,0.0,0.999998163233,0,1578489493452816454,shoulder_link,upper_arm_link,0.0,0.13585,0.0,0.0,0.109795501839,0.0,0.993954198027,0,1578489493452816454,base_link,shoulder_link,0.0,0.0,0.089159,0.0,0.0,-0.484155049775,0.874982221406,0,1578489493452816454,forearm_link,wrist_1_link,0.0,0.0,0.39225,0.0,0.70760499199,0.0,0.706608219108,0,1578489493452816454,wrist_1_link,wrist_2_link,0.0,0.093,0.0,0.0,0.0,0.706720077936,0.707493273072,0,1578489493452816454,wrist_2_link,wrist_3_link,0.0,0.0,0.09465,0.0,0.672915874432,0.0,0.739719018234
1578489493461034999,0,1578489493460804846,base,tool0_controller,-0.248381097642,0.187890057449,0.945835851644,-0.0489384731362,-0.101331535746,-0.522725747566,0.845041264402
1578489493468999743,0,1578489493468791970,base,tool0_controller,-0.248403376544,0.18792067089,0.94581761257,-0.0489643326674,-0.101371992444,-0.52271821944,0.845039570872
1578489493477082849,0,1578489493476830105,base,tool0_controller,-0.248378946903,0.187893169653,0.945835884537,-0.0489389994205,-0.101331018218,-0.522730787183,0.845038178554
1578489493477325127,0,1578489493476830105,upper_arm_link,forearm_link,0.0,-0.1197,0.425,0.0,0.00190448645858,0.0,0.999998186464,0,1578489493476830105,shoulder_link,upper_arm_link,0.0,0.13585,0.0,0.0,0.109801426266,0.0,0.993953543577,0,1578489493476830105,base_link,shoulder_link,0.0,0.0,0.089159,0.0,0.0,-0.484155049775,0.874982221406,0,1578489493476830105,forearm_link,wrist_1_link,0.0,0.0,0.39225,0.0,0.70760920369,0.0,0.706604001441,0,1578489493476830105,wrist_1_link,wrist_2_link,0.0,0.093,0.0,0.0,0.0,0.706724294912,0.707489060679,0,1578489493476830105,wrist_2_link,wrist_3_link,0.0,0.0,0.09465,0.0,0.672933598696,0.0,0.739702894239
1578489493485011673,0,1578489493484792791,base,tool0_controller,-0.248379317484,0.187891890371,0.945837184476,-0.0489311107677,-0.101328512251,-0.522730567515,0.845039071753
1578489493493068678,0,1578489493492808769,base,tool0_controller,-0.2483893237,0.187904103762,0.945831358112,-0.0489255564593,-0.101344279154,-0.52272869656,0.845038659944
1578489493501127917,0,1578489493500837432,base,tool0_controller,-0.248383520907,0.18789484818,0.94583616688,-0.0489184688402,-0.101334482245,-0.522744575247,0.845030422626
1578489493501340666,0,1578489493500837432,upper_arm_link,forearm_link,0.0,-0.1197,0.425,0.0,0.00191044691221,0.0,0.999998175095,0,1578489493500837432,shoulder_link,upper_arm_link,0.0,0.13585,0.0,0.0,0.109801426266,0.0,0.993953543577,0,1578489493500837432,base_link,shoulder_link,0.0,0.0,0.089159,0.0,0.0,-0.484155049775,0.874982221406,0,1578489493500837432,forearm_link,wrist_1_link,0.0,0.0,0.39225,0.0,0.707600738146,0.0,0.706612478926,0,1578489493500837432,wrist_1_link,wrist_2_link,0.0,0.093,0.0,0.0,0.0,0.706711559568,0.707501782028,0,1578489493500837432,wrist_2_link,wrist_3_link,0.0,0.0,0.09465,0.0,0.67292032758,0.0,0.739714967221
1578489493509047193,0,1578489493508814383,base,tool0_controller,-0.248401497138,0.187935634543,0.945818270134,-0.0489541529571,-0.10136342479,-0.522743792642,0.845025369014
1578489493517098173,0,1578489493516796599,base,tool0_controller,-0.248383424666,0.187896582345,0.945833511314,-0.0489279057421,-0.101343079929,-0.52275456952,0.845022662558
1578489493524995952,0,1578489493524787344,base,tool0_controller,-0.248380887764,0.18788294073,0.945836990356,-0.0489377640928,-0.10133161486,-0.522720522701,0.845044527953
1578489493525098226,0,1578489493524787344,upper_arm_link,forearm_link,0.0,-0.1197,0.425,0.0,0.00191044691221,0.0,0.999998175095,0,1578489493524787344,shoulder_link,upper_arm_link,0.0,0.13585,0.0,0.0,0.109795501839,0.0,0.993954198027,0,1578489493524787344,base_link,shoulder_link,0.0,0.0,0.089159,0.0,0.0,-0.484144410527,0.874988108351,0,1578489493524787344,forearm_link,wrist_1_link,0.0,0.0,0.39225,0.0,0.70760920369,0.0,0.706604001441,0,1578489493524787344,wrist_1_link,wrist_2_link,0.0,0.093,0.0,0.0,0.0,0.706724294912,0.707489060679,0,1578489493524787344,wrist_2_link,wrist_3_link,0.0,0.0,0.09465,0.0,0.672933598696,0.0,0.739702894239
1578489493533028019,0,1578489493532800074,base,tool0_controller,-0.248361449545,0.187867148815,0.945847627874,-0.0489326808109,-0.101307698097,-0.522742927595,0.845033830509
1578489493541018946,0,1578489493540795211,base,tool0_controller,-0.248382507629,0.18791378293,0.945827356342,-0.048956784502,-0.101349001335,-0.522734776615,0.845032523928
1578489493549036975,0,1578489493548792378,base,tool0_controller,-0.248394466716,0.187919761554,0.94582417523,-0.0489536638692,-0.10135044337,-0.522740059287,0.845029263895
1578489493549178386,0,1578489493548792378,upper_arm_link,forearm_link,0.0,-0.1197,0.425,0.0,0.00192856669084,0.0,0.999998140314,0,1578489493548792378,shoulder_link,upper_arm_link,0.0,0.13585,0.0,0.0,0.109807350689,0.0,0.993952889092,0,1578489493548792378,base_link,shoulder_link,0.0,0.0,0.089159,0.0,0.0,-0.484155049775,0.874982221406,0,1578489493548792378,forearm_link,wrist_1_link,0.0,0.0,0.39225,0.0,0.70760499199,0.0,0.706608219108,0,1578489493548792378,wrist_1_link,wrist_2_link,0.0,0.093,0.0,0.0,0.0,0.706728554032,0.707484806137,0,1578489493548792378,wrist_2_link,wrist_3_link,0.0,0.0,0.09465,0.0,0.672924736612,0.0,0.73971095629
1578489493557124317,0,1578489493556829935,base,tool0_controller,-0.24838341003,0.187881367175,0.945836980729,-0.0489205188383,-0.10134013441,-0.522728917761,0.845039311826
1578489493565147148,0,1578489493564808219,base,tool0_controller,-0.248397886624,0.187895122146,0.945826088761,-0.0489414098053,-0.10136313071,-0.522733385498,0.845032580333
1578489493573023620,0,1578489493572800210,base,tool0_controller,-0.248405803821,0.187924529774,0.945816568255,-0.0489630947438,-0.101372590609,-0.522728344029,0.845033307968
1578489493573241249,0,1578489493572800210,upper_arm_link,forearm_link,0.0,-0.1197,0.425,0.0,0.00192856669084,0.0,0.999998140314,0,1578489493572800210,shoulder_link,upper_arm_link,0.0,0.13585,0.0,0.0,0.109813512085,0.0,0.99395220839,0,1578489493572800210,base_link,shoulder_link,0.0,0.0,0.089159,0.0,0.0,-0.484144410527,0.874988108351,0,1578489493572800210,forearm_link,wrist_1_link,0.0,0.0,0.39225,0.0,0.707617711249,0.0,0.706595481677,0,1578489493572800210,wrist_1_link,wrist_2_link,0.0,0.093,0.0,0.0,0.0,0.706728554032,0.707484806137,0,1578489493572800210,wrist_2_link,wrist_3_link,0.0,0.0,0.09465,0.0,0.672924736612,0.0,0.73971095629
1578489493580988511,0,1578489493580782967,base,tool0_controller,-0.248385032357,0.187902874859,0.945829720109,-0.0489457642117,-0.101347810795,-0.522739838455,0.845030173843
1578489493588927134,0,1578489493588765162,base,tool0_controller,-0.248381351138,0.187881818731,0.945838309961,-0.0489280061417,-0.101329813858,-0.522735463164,0.845036067035
1578489493597037308,0,1578489493596796973,base,tool0_controller,-0.248375198353,0.187883473744,0.945839350725,-0.0489245042264,-0.101331568963,-0.522740122629,0.845033176989
1578489493597236300,0,1578489493596796973,upper_arm_link,forearm_link,0.0,-0.1197,0.425,0.0,0.00190448645858,0.0,0.999998186464,0,1578489493596796973,shoulder_link,upper_arm_link,0.0,0.13585,0.0,0.0,0.109795501839,0.0,0.993954198027,0,1578489493596796973,base_link,shoulder_link,0.0,0.0,0.089159,0.0,0.0,-0.484155049775,0.874982221406,0,1578489493596796973,forearm_link,wrist_1_link,0.0,0.0,0.39225,0.0,0.70760920369,0.0,0.706604001441,0,1578489493596796973,wrist_1_link,wrist_2_link,0.0,0.093,0.0,0.0,0.0,0.706715818765,0.707497527563,0,1578489493596796973,wrist_2_link,wrist_3_link,0.0,0.0,0.09465,0.0,0.672924736612,0.0,0.73971095629
1578489493605102485,0,1578489493604828203,base,tool0_controller,-0.248393814334,0.187932739049,0.945819139603,-0.048947343372,-0.101373483548,-0.522752380561,0.845019244176
1578489493613134842,0,1578489493612798942,base,tool0_controller,-0.248396919251,0.187910365214,0.945825100288,-0.0489519039185,-0.10135135869,-0.522734805219,0.845032506243
1578489493620982316,0,1578489493620783166,base,tool0_controller,-0.248373882044,0.187878585413,0.945837790856,-0.0489386686462,-0.101337886088,-0.522745659896,0.845028173858
1578489493621137637,0,1578489493620783166,upper_arm_link,forearm_link,0.0,-0.1197,0.425,0.0,0.00191044691221,0.0,0.999998175095,0,1578489493620783166,shoulder_link,upper_arm_link,0.0,0.13585,0.0,0.0,0.109789577409,0.0,0.993954852442,0,1578489493620783166,base_link,shoulder_link,0.0,0.0,0.089159,0.0,0.0,-0.484149834466,0.87498510718,0,1578489493620783166,forearm_link,wrist_1_link,0.0,0.0,0.39225,0.0,0.707617711249,0.0,0.706595481677,0,1578489493620783166,wrist_1_link,wrist_2_link,0.0,0.093,0.0,0.0,0.0,0.706724294912,0.707489060679,0,1578489493620783166,wrist_2_link,wrist_3_link,0.0,0.0,0.09465,0.0,0.672915874432,0.0,0.739719018234
1578489493629012930,0,1578489493628782949,base,tool0_controller,-0.248384082555,0.187898576768,0.945832165593,-0.0489181691975,-0.101354616749,-0.522732236764,0.845035657848
1578489493637018056,0,1578489493636791796,base,tool0_controller,-0.248388113603,0.187908722281,0.945827343518,-0.0489329455018,-0.101360769913,-0.522742794337,0.84502753336
1578489493645038614,0,1578489493644788603,base,tool0_controller,-0.248386896817,0.187899306935,0.945831056143,-0.0489412880351,-0.101343330009,-0.522745281237,0.845027603533
1578489493645245497,0,1578489493644788603,upper_arm_link,forearm_link,0.0,-0.1197,0.425,0.0,0.00191664578392,0.0,0.999998163233,0,1578489493644788603,shoulder_link,upper_arm_link,0.0,0.13585,0.0,0.0,0.109801426266,0.0,0.993953543577,0,1578489493644788603,base_link,shoulder_link,0.0,0.0,0.089159,0.0,0.0,-0.484149834466,0.87498510718,0,1578489493644788603,forearm_link,wrist_1_link,0.0,0.0,0.39225,0.0,0.70760920369,0.0,0.706604001441,0,1578489493644788603,wrist_1_link,wrist_2_link,0.0,0.093,0.0,0.0,0.0,0.706724294912,0.707489060679,0,1578489493644788603,wrist_2_link,wrist_3_link,0.0,0.0,0.09465,0.0,0.672915874432,0.0,0.739719018234
1578489493652942647,0,1578489493652759708,base,tool0_controller,-0.248379340131,0.187907768422,0.945835028111,-0.0489209657334,-0.101333540156,-0.522754635297,0.845024167718
1578489493661020350,0,1578489493660794478,base,tool0_controller,-0.248410980134,0.187948903499,0.945812212571,-0.0489542218142,-0.10137693739,-0.522742476737,0.845024558073
1578489493668988876,0,1578489493668792294,base,tool0_controller,-0.248390353632,0.187905761251,0.945827343518,-0.0489311269806,-0.101361647803,-0.522747881451,0.845024386397
1578489493669203443,0,1578489493668792294,upper_arm_link,forearm_link,0.0,-0.1197,0.425,0.0,0.00192260623741,0.0,0.999998151791,0,1578489493668792294,shoulder_link,upper_arm_link,0.0,0.13585,0.0,0.0,0.109801426266,0.0,0.993953543577,0,1578489493668792294,base_link,shoulder_link,0.0,0.0,0.089159,0.0,0.0,-0.484155049775,0.874982221406,0,1578489493668792294,forearm_link,wrist_1_link,0.0,0.0,0.39225,0.0,0.707613457482,0.0,0.706599741572,0,1578489493668792294,wrist_1_link,wrist_2_link,0.0,0.093,0.0,0.0,0.0,0.706711559568,0.707501782028,0,1578489493668792294,wrist_2_link,wrist_3_link,0.0,0.0,0.09465,0.0,0.672915874432,0.0,0.739719018234
1578489493676975935,0,1578489493676780281,base,tool0_controller,-0.248392124103,0.187895260847,0.945829710482,-0.0489285006735,-0.101356339176,-0.522727834138,0.845037576531
1578489493684999112,0,1578489493684790586,base,tool0_controller,-0.248377235136,0.18787151068,0.945843112017,-0.048915069863,-0.101322970169,-0.522709538042,0.845053673145
1578489493693003302,0,1578489493692798619,base,tool0_controller,-0.248383051507,0.187886371098,0.945837187652,-0.0489351870047,-0.101326480239,-0.522720864821,0.845045081256
1578489493693346605,0,1578489493692798619,upper_arm_link,forearm_link,0.0,-0.1197,0.425,0.0,0.00191664578392,0.0,0.999998163233,0,1578489493692798619,shoulder_link,upper_arm_link,0.0,0.13585,0.0,0.0,0.109795501839,0.0,0.993954198027,0,1578489493692798619,base_link,shoulder_link,0.0,0.0,0.089159,0.0,0.0,-0.484144410527,0.874988108351,0,1578489493692798619,forearm_link,wrist_1_link,0.0,0.0,0.39225,0.0,0.707600738146,0.0,0.706612478926,0,1578489493692798619,wrist_1_link,wrist_2_link,0.0,0.093,0.0,0.0,0.0,0.706724294912,0.707489060679,0,1578489493692798619,wrist_2_link,wrist_3_link,0.0,0.0,0.09465,0.0,0.672933598696,0.0,0.739702894239
1578489493701055659,0,1578489493700832794,base,tool0_controller,-0.248378933933,0.187886627042,0.94583565434,-0.0489422884787,-0.101336072332,-0.522715079873,0.845047098165
1578489493709030179,0,1578489493708797591,base,tool0_controller,-0.248383424666,0.187896582345,0.945833511314,-0.0489291198827,-0.101342493739,-0.52274444566,0.845028925376
1578489493716987326,0,1578489493716792742,base,tool0_controller,-0.248372023079,0.187891439457,0.945842301486,-0.0489177408856,-0.101314973819,-0.522751260115,0.845028668599
