         x	         y	         z
 -1.850611	  2.800814	  0.162475
 -1.850613	  2.800820	  0.162474
 -1.850614	  2.800834	  0.162481
 -1.850610	  2.800840	  0.162478
 -1.850621	  2.800846	  0.162477
 -1.850628	  2.800872	  0.162475
 -1.850628	  2.800883	  0.162478
 -1.850633	  2.800893	  0.162475
 -1.850630	  2.800913	  0.162480
 -1.850634	  2.800923	  0.162481
 -1.850644	  2.800939	  0.162474
 -1.850643	  2.800938	  0.162476
 -1.850645	  2.800942	  0.162481
 -1.850640	  2.800943	  0.162477
 -1.850642	  2.800936	  0.162473
 -1.850654	  2.800936	  0.162467
 -1.850666	  2.800948	  0.162466
 -1.850672	  2.800953	  0.162453
 -1.850677	  2.800967	  0.162452
 -1.850682	  2.800968	  0.162450
 -1.850691	  2.800971	  0.162447
 -1.850689	  2.800975	  0.162446
 -1.850681	  2.800976	  0.162455
 -1.850682	  2.800980	  0.162459
 -1.850681	  2.800973	  0.162460
 -1.850680	  2.800972	  0.162461
 -1.850689	  2.800974	  0.162458
 -1.850687	  2.800971	  0.162451
 -1.850689	  2.800973	  0.162451
 -1.850692	  2.800974	  0.162450
 -1.850690	  2.800978	  0.162455
 -1.850687	  2.800977	  0.162453
 -1.850683	  2.800981	  0.162460
 -1.850684	  2.800980	  0.162463
 -1.850684	  2.800979	  0.162454
 -1.850685	  2.800977	  0.162453
 -1.850688	  2.800978	  0.162450
 -1.850688	  2.800979	  0.162451
 -1.850687	  2.800980	  0.162449
 -1.850686	  2.800983	  0.162452
 -1.850686	  2.800984	  0.162456
 -1.850688	  2.800983	  0.162455
 -1.850685	  2.800985	  0.162455
 -1.850691	  2.800994	  0.162457
 -1.850700	  2.801016	  0.162457
 -1.850713	  2.801050	  0.162448
 -1.850723	  2.801096	  0.162453
 -1.850737	  2.801157	  0.162457
 -1.850754	  2.801223	  0.162461
 -1.850772	  2.801302	  0.162465
 -1.850810	  2.801411	  0.162458
 -1.850833	  2.801523	  0.162462
 -1.850875	  2.801663	  0.162456
 -1.850901	  2.801798	  0.162461
 -1.850951	  2.801951	  0.162457
 -1.850982	  2.802093	  0.162455
 -1.851026	  2.802259	  0.162456
 -1.851064	  2.802429	  0.162460
 -1.851118	  2.802623	  0.162464
 -1.851173	  2.802833	  0.162458
 -1.851248	  2.803073	  0.162456
 -1.851320	  2.803342	  0.162453
 -1.851400	  2.803648	  0.162449
 -1.851478	  2.803985	  0.162448
 -1.851571	  2.804352	  0.162450
 -1.851674	  2.804746	  0.162445
 -1.851788	  2.805179	  0.162450
 -1.851902	  2.805648	  0.162447
 -1.852025	  2.806151	  0.162449
 -1.852176	  2.806670	  0.162439
 -1.852318	  2.807218	  0.162439
 -1.852458	  2.807790	  0.162433
 -1.852609	  2.808373	  0.162432
 -1.852759	  2.808984	  0.162432
 -1.852925	  2.809632	  0.162433
 -1.853115	  2.810322	  0.162433
 -1.853295	  2.811075	  0.162428
 -1.853495	  2.811874	  0.162428
 -1.853699	  2.812721	  0.162422
 -1.853932	  2.813593	  0.162418
 -1.854151	  2.814498	  0.162407
 -1.854379	  2.815439	  0.162413
 -1.854604	  2.816415	  0.162408
 -1.854851	  2.817392	  0.162408
 -1.855084	  2.818399	  0.162408
 -1.855331	  2.819433	  0.162406
 -1.855592	  2.820489	  0.162399
 -1.855848	  2.821603	  0.162400
 -1.856115	  2.822751	  0.162393
 -1.856399	  2.823935	  0.162395
 -1.856668	  2.825150	  0.162387
 -1.856939	  2.826377	  0.162387
 -1.857215	  2.827590	  0.162390
 -1.857490	  2.828834	  0.162384
 -1.857778	  2.830101	  0.162380
 -1.858069	  2.831411	  0.162366
 -1.858366	  2.832781	  0.162360
 -1.858694	  2.834203	  0.162344
 -1.859005	  2.835702	  0.162339
 -1.859341	  2.837252	  0.162340
 -1.859660	  2.838864	  0.162341
 -1.859999	  2.840502	  0.162347
 -1.860326	  2.842167	  0.162350
 -1.860669	  2.843838	  0.162355
 -1.861002	  2.845530	  0.162345
 -1.861346	  2.847221	  0.162340
 -1.861682	  2.848910	  0.162329
 -1.862004	  2.850593	  0.162332
 -1.862328	  2.852277	  0.162328
 -1.862644	  2.853980	  0.162324
 -1.862971	  2.855733	  0.162325
 -1.863301	  2.857563	  0.162314
 -1.863655	  2.859469	  0.162306
 -1.864024	  2.861469	  0.162285
 -1.864370	  2.863547	  0.162277
 -1.864731	  2.865644	  0.162264
 -1.865084	  2.867765	  0.162258
 -1.865423	  2.869892	  0.162261
 -1.865750	  2.871975	  0.162257
 -1.866069	  2.874005	  0.162265
 -1.866391	  2.875986	  0.162250
 -1.866692	  2.877987	  0.162247
 -1.867015	  2.880023	  0.162229
 -1.867347	  2.882146	  0.162218
 -1.867670	  2.884399	  0.162204
 -1.867993	  2.886763	  0.162197
 -1.868316	  2.889195	  0.162205
 -1.868638	  2.891671	  0.162210
 -1.868945	  2.894128	  0.162211
 -1.869249	  2.896529	  0.162215
 -1.869541	  2.898820	  0.162209
 -1.869823	  2.901056	  0.162200
 -1.870094	  2.903304	  0.162178
 -1.870379	  2.905629	  0.162175
 -1.870657	  2.908047	  0.162154
 -1.870928	  2.910582	  0.162149
 -1.871187	  2.913236	  0.162147
 -1.871442	  2.915943	  0.162151
 -1.871690	  2.918626	  0.162140
 -1.871927	  2.921247	  0.162140
 -1.872162	  2.923790	  0.162139
 -1.872389	  2.926302	  0.162124
 -1.872616	  2.928849	  0.162104
 -1.872835	  2.931486	  0.162093
 -1.873046	  2.934225	  0.162073
 -1.873238	  2.937085	  0.162062
 -1.873407	  2.940015	  0.162051
 -1.873587	  2.942956	  0.162050
 -1.873758	  2.945887	  0.162048
 -1.873915	  2.948802	  0.162048
 -1.874085	  2.951751	  0.162033
 -1.874229	  2.954769	  0.162005
 -1.874384	  2.957853	  0.161984
 -1.874499	  2.961038	  0.161958
 -1.874590	  2.964264	  0.161949
 -1.874671	  2.967492	  0.161942
 -1.874736	  2.970740	  0.161949
 -1.874792	  2.974025	  0.161941
 -1.874856	  2.977371	  0.161923
 -1.874898	  2.980822	  0.161903
 -1.874930	  2.984364	  0.161873
 -1.874916	  2.987936	  0.161845
 -1.874907	  2.991488	  0.161826
 -1.874876	  2.995070	  0.161823
 -1.874820	  2.998692	  0.161816
 -1.874758	  3.002374	  0.161807
 -1.874655	  3.006190	  0.161804
 -1.874537	  3.010036	  0.161786
 -1.874409	  3.013874	  0.161749
 -1.874269	  3.017736	  0.161734
 -1.874092	  3.021641	  0.161715
 -1.873890	  3.025582	  0.161690
 -1.873648	  3.029630	  0.161669
 -1.873377	  3.033691	  0.161666
 -1.873092	  3.037733	  0.161649
 -1.872804	  3.041790	  0.161643
 -1.872492	  3.045895	  0.161620
 -1.872144	  3.050065	  0.161593
 -1.871770	  3.054283	  0.161547
 -1.871360	  3.058499	  0.161523
 -1.870932	  3.062717	  0.161517
 -1.870458	  3.066978	  0.161512
 -1.869962	  3.071277	  0.161500
 -1.869414	  3.075662	  0.161482
 -1.868839	  3.080050	  0.161456
 -1.868267	  3.084411	  0.161435
 -1.867666	  3.088820	  0.161410
 -1.867022	  3.093286	  0.161384
 -1.866333	  3.097816	  0.161348
 -1.865626	  3.102349	  0.161325
 -1.864873	  3.106880	  0.161302
 -1.864079	  3.111440	  0.161282
 -1.863280	  3.116047	  0.161256
 -1.862378	  3.120776	  0.161227
 -1.861466	  3.125505	  0.161208
 -1.860524	  3.130234	  0.161192
 -1.859557	  3.134979	  0.161176
 -1.858545	  3.139774	  0.161147
 -1.857485	  3.144589	  0.161095
 -1.856401	  3.149386	  0.161076
 -1.855287	  3.154179	  0.161049
 -1.854120	  3.158992	  0.161020
 -1.852897	  3.163888	  0.160994
 -1.851642	  3.168780	  0.160958
 -1.850346	  3.173683	  0.160935
 -1.849003	  3.178603	  0.160894
 -1.847616	  3.183577	  0.160869
 -1.846173	  3.188603	  0.160828
 -1.844707	  3.193599	  0.160810
 -1.843199	  3.198604	  0.160791
 -1.841648	  3.203618	  0.160759
 -1.840014	  3.208699	  0.160721
 -1.838367	  3.213755	  0.160674
 -1.836673	  3.218812	  0.160655
 -1.834927	  3.223904	  0.160613
 -1.833101	  3.229050	  0.160586
 -1.831254	  3.234207	  0.160538
 -1.829355	  3.239364	  0.160526
 -1.827419	  3.244532	  0.160477
 -1.825408	  3.249736	  0.160432
 -1.823343	  3.254950	  0.160372
 -1.821245	  3.260156	  0.160352
 -1.819095	  3.265352	  0.160325
 -1.816857	  3.270612	  0.160306
 -1.814578	  3.275863	  0.160256
 -1.812270	  3.281135	  0.160234
 -1.809909	  3.286398	  0.160180
 -1.807461	  3.291718	  0.160141
 -1.804962	  3.297004	  0.160072
 -1.802436	  3.302314	  0.160041
 -1.799834	  3.307610	  0.160003
 -1.797139	  3.312958	  0.159973
 -1.794413	  3.318261	  0.159916
 -1.791635	  3.323598	  0.159893
 -1.788816	  3.328920	  0.159840
 -1.785890	  3.334288	  0.159795
 -1.782948	  3.339608	  0.159749
 -1.779941	  3.344962	  0.159710
 -1.776853	  3.350316	  0.159670
 -1.773664	  3.355704	  0.159611
 -1.770448	  3.361069	  0.159572
 -1.767165	  3.366455	  0.159524
 -1.763773	  3.371871	  0.159485
 -1.760355	  3.377258	  0.159411
 -1.756855	  3.382635	  0.159381
 -1.753319	  3.388020	  0.159334
 -1.749638	  3.393423	  0.159273
 -1.745957	  3.398798	  0.159219
 -1.742197	  3.404175	  0.159162
 -1.738324	  3.409584	  0.159126
 -1.734426	  3.414941	  0.159055
 -1.730449	  3.420278	  0.159036
 -1.726407	  3.425621	  0.158989
 -1.722276	  3.430930	  0.158927
 -1.718130	  3.436208	  0.158880
 -1.713933	  3.441447	  0.158821
 -1.709636	  3.446684	  0.158769
 -1.705356	  3.451844	  0.158700
 -1.700992	  3.456956	  0.158657
 -1.696564	  3.462060	  0.158617
 -1.692112	  3.467096	  0.158531
 -1.687597	  3.472098	  0.158518
 -1.683064	  3.477061	  0.158459
 -1.678453	  3.481979	  0.158380
 -1.673844	  3.486840	  0.158326
 -1.669175	  3.491654	  0.158284
 -1.664440	  3.496426	  0.158230
 -1.659714	  3.501136	  0.158168
 -1.654913	  3.505807	  0.158136
 -1.650074	  3.510424	  0.158111
 -1.645257	  3.514975	  0.158005
 -1.640363	  3.519484	  0.157987
 -1.635480	  3.523927	  0.157930
 -1.630500	  3.528308	  0.157867
 -1.625551	  3.532641	  0.157805
 -1.620557	  3.536918	  0.157765
 -1.615511	  3.541142	  0.157723
 -1.610494	  3.545304	  0.157632
 -1.605443	  3.549423	  0.157607
 -1.600354	  3.553463	  0.157555
 -1.595243	  3.557429	  0.157477
 -1.590135	  3.561336	  0.157443
 -1.584998	  3.565210	  0.157395
 -1.579844	  3.568992	  0.157341
 -1.574716	  3.572719	  0.157269
 -1.569606	  3.576383	  0.157225
 -1.564478	  3.579960	  0.157172
 -1.559342	  3.583468	  0.157095
 -1.554181	  3.586926	  0.157073
 -1.549065	  3.590325	  0.157005
 -1.543847	  3.593704	  0.156963
 -1.538597	  3.597039	  0.156892
 -1.533384	  3.600296	  0.156876
 -1.528204	  3.603503	  0.156802
 -1.522902	  3.606660	  0.156783
 -1.517703	  3.609749	  0.156700
 -1.512488	  3.612740	  0.156660
 -1.507297	  3.615682	  0.156606
 -1.502082	  3.618592	  0.156551
 -1.496893	  3.621410	  0.156499
 -1.491721	  3.624167	  0.156451
 -1.486527	  3.626901	  0.156407
 -1.481312	  3.629576	  0.156353
 -1.476114	  3.632186	  0.156298
 -1.470920	  3.634741	  0.156258
 -1.465705	  3.637270	  0.156199
 -1.460510	  3.639733	  0.156140
 -1.455359	  3.642130	  0.156087
 -1.450207	  3.644464	  0.156051
 -1.445043	  3.646755	  0.156003
 -1.439906	  3.649007	  0.155943
 -1.434774	  3.651180	  0.155910
 -1.429670	  3.653298	  0.155862
 -1.424568	  3.655372	  0.155815
 -1.419468	  3.657420	  0.155763
 -1.414404	  3.659395	  0.155721
 -1.409372	  3.661310	  0.155673
 -1.404353	  3.663172	  0.155637
 -1.399338	  3.665012	  0.155585
 -1.394375	  3.666782	  0.155538
 -1.389446	  3.668487	  0.155495
 -1.384521	  3.670155	  0.155453
 -1.379572	  3.671789	  0.155406
 -1.374659	  3.673378	  0.155357
 -1.369770	  3.674923	  0.155316
 -1.364871	  3.676434	  0.155279
 -1.359947	  3.677896	  0.155233
 -1.355060	  3.679338	  0.155184
 -1.350199	  3.680724	  0.155142
 -1.345378	  3.682062	  0.155097
 -1.340581	  3.683344	  0.155050
 -1.335741	  3.684604	  0.155005
 -1.330979	  3.685824	  0.154966
 -1.326230	  3.686986	  0.154928
 -1.321501	  3.688122	  0.154894
 -1.316745	  3.689224	  0.154854
 -1.311985	  3.690285	  0.154805
 -1.307289	  3.691325	  0.154771
 -1.302600	  3.692320	  0.154730
 -1.297963	  3.693266	  0.154686
 -1.293284	  3.694184	  0.154642
 -1.288661	  3.695067	  0.154605
 -1.284109	  3.695899	  0.154568
 -1.279575	  3.696702	  0.154535
 -1.275048	  3.697471	  0.154503
 -1.270547	  3.698207	  0.154457
 -1.266062	  3.698914	  0.154422
 -1.261655	  3.699575	  0.154378
 -1.257288	  3.700227	  0.154346
 -1.252951	  3.700818	  0.154315
 -1.248622	  3.701384	  0.154267
 -1.244333	  3.701917	  0.154239
 -1.240103	  3.702409	  0.154208
 -1.235934	  3.702887	  0.154180
 -1.231791	  3.703336	  0.154149
 -1.227662	  3.703754	  0.154106
 -1.223598	  3.704159	  0.154067
 -1.219618	  3.704517	  0.154028
 -1.215685	  3.704852	  0.154002
 -1.211837	  3.705165	  0.153968
 -1.207992	  3.705447	  0.153945
 -1.204160	  3.705711	  0.153907
 -1.200358	  3.705947	  0.153887
 -1.196651	  3.706158	  0.153861
 -1.193009	  3.706344	  0.153818
 -1.189404	  3.706538	  0.153765
 -1.185807	  3.706732	  0.153709
 -1.182213	  3.706892	  0.153661
 -1.178689	  3.707009	  0.153618
 -1.175231	  3.707105	  0.153602
 -1.171842	  3.707160	  0.153584
 -1.168469	  3.707201	  0.153577
 -1.165126	  3.707235	  0.153576
 -1.161789	  3.707256	  0.153552
 -1.158475	  3.707285	  0.153514
 -1.155217	  3.707300	  0.153469
 -1.152022	  3.707285	  0.153445
 -1.148889	  3.707265	  0.153403
 -1.145782	  3.707216	  0.153379
 -1.142660	  3.707140	  0.153378
 -1.139540	  3.707058	  0.153371
 -1.136463	  3.706969	  0.153346
 -1.133438	  3.706878	  0.153326
 -1.130465	  3.706772	  0.153307
 -1.127557	  3.706662	  0.153280
 -1.124664	  3.706544	  0.153243
 -1.121792	  3.706409	  0.153228
 -1.118911	  3.706262	  0.153197
 -1.116010	  3.706107	  0.153183
 -1.113126	  3.705923	  0.153170
 -1.110348	  3.705731	  0.153166
 -1.107621	  3.705535	  0.153151
 -1.104944	  3.705345	  0.153128
 -1.102278	  3.705149	  0.153104
 -1.099632	  3.704938	  0.153082
 -1.096973	  3.704727	  0.153052
 -1.094293	  3.704500	  0.153025
 -1.091637	  3.704254	  0.153018
 -1.089056	  3.704006	  0.153005
 -1.086562	  3.703755	  0.152991
 -1.084096	  3.703493	  0.152980
 -1.081634	  3.703228	  0.152972
 -1.079188	  3.702975	  0.152951
 -1.076753	  3.702707	  0.152922
 -1.074303	  3.702428	  0.152901
 -1.071845	  3.702151	  0.152871
 -1.069465	  3.701860	  0.152856
 -1.067182	  3.701562	  0.152851
 -1.064948	  3.701266	  0.152851
 -1.062798	  3.700966	  0.152833
 -1.060630	  3.700665	  0.152823
 -1.058481	  3.700366	  0.152807
 -1.056304	  3.700066	  0.152787
 -1.054128	  3.699763	  0.152756
 -1.051917	  3.699445	  0.152742
 -1.049763	  3.699118	  0.152713
 -1.047644	  3.698790	  0.152706
 -1.045639	  3.698466	  0.152702
 -1.043756	  3.698152	  0.152703
 -1.041894	  3.697847	  0.152683
 -1.040044	  3.697537	  0.152670
 -1.038186	  3.697232	  0.152653
 -1.036348	  3.696920	  0.152632
 -1.034479	  3.696607	  0.152616
 -1.032601	  3.696282	  0.152599
 -1.030736	  3.695944	  0.152591
 -1.028908	  3.695614	  0.152575
 -1.027162	  3.695281	  0.152574
 -1.025530	  3.694973	  0.152570
 -1.023994	  3.694673	  0.152559
 -1.022504	  3.694385	  0.152539
 -1.021037	  3.694108	  0.152528
 -1.019567	  3.693812	  0.152522
 -1.018086	  3.693521	  0.152517
 -1.016576	  3.693221	  0.152507
 -1.015071	  3.692914	  0.152495
 -1.013586	  3.692615	  0.152484
 -1.012153	  3.692320	  0.152475
 -1.010779	  3.692039	  0.152464
 -1.009459	  3.691760	  0.152457
 -1.008188	  3.691494	  0.152442
 -1.006992	  3.691231	  0.152434
 -1.005841	  3.690979	  0.152430
 -1.004739	  3.690735	  0.152423
 -1.003702	  3.690499	  0.152417
 -1.002712	  3.690263	  0.152412
 -1.001715	  3.690043	  0.152410
 -1.000740	  3.689821	  0.152403
 -0.999775	  3.689599	  0.152395
 -0.998795	  3.689384	  0.152388
 -0.997864	  3.689179	  0.152379
 -0.996985	  3.688977	  0.152368
 -0.996158	  3.688788	  0.152368
 -0.995412	  3.688609	  0.152362
 -0.994714	  3.688449	  0.152358
 -0.994062	  3.688290	  0.152348
 -0.993425	  3.688144	  0.152352
 -0.992799	  3.687998	  0.152343
 -0.992201	  3.687850	  0.152342
 -0.991586	  3.687709	  0.152334
 -0.991006	  3.687570	  0.152332
 -0.990429	  3.687439	  0.152323
 -0.989900	  3.687317	  0.152321
 -0.989436	  3.687196	  0.152318
 -0.988994	  3.687091	  0.152311
 -0.988608	  3.686992	  0.152308
 -0.988251	  3.686905	  0.152311
 -0.987931	  3.686819	  0.152304
 -0.987615	  3.686744	  0.152302
 -0.987318	  3.686675	  0.152295
 -0.987033	  3.686603	  0.152294
 -0.986752	  3.686534	  0.152289
 -0.986497	  3.686461	  0.152293
 -0.986230	  3.686399	  0.152293
 -0.985974	  3.686336	  0.152295
 -0.985741	  3.686274	  0.152295
 -0.985513	  3.686221	  0.152294
 -0.985307	  3.686173	  0.152293
 -0.985132	  3.686126	  0.152291
 -0.984955	  3.686083	  0.152285
 -0.984782	  3.686042	  0.152288
 -0.984615	  3.686002	  0.152282
 -0.984460	  3.685959	  0.152291
 -0.984317	  3.685922	  0.152284
 -0.984180	  3.685886	  0.152288
 -0.984042	  3.685858	  0.152280
 -0.983918	  3.685829	  0.152280
 -0.983812	  3.685806	  0.152280
 -0.983719	  3.685775	  0.152279
 -0.983631	  3.685761	  0.152280
 -0.983545	  3.685730	  0.152277
 -0.983462	  3.685717	  0.152279
 -0.983381	  3.685691	  0.152280
 -0.983310	  3.685677	  0.152279
 -0.983243	  3.685665	  0.152278
 -0.983182	  3.685643	  0.152270
 -0.983124	  3.685642	  0.152271
 -0.983067	  3.685618	  0.152264
 -0.983022	  3.685615	  0.152266
 -0.982970	  3.685598	  0.152260
 -0.982919	  3.685583	  0.152257
 -0.982871	  3.685579	  0.152256
 -0.982829	  3.685559	  0.152250
 -0.982803	  3.685563	  0.152257
 -0.982765	  3.685544	  0.152258
 -0.982748	  3.685549	  0.152257
 -0.982735	  3.685531	  0.152259
 -0.982725	  3.685538	  0.152265
 -0.982717	  3.685523	  0.152268
 -0.982698	  3.685520	  0.152271
 -0.982689	  3.685519	  0.152273
 -0.982651	  3.685507	  0.152274
 -0.982638	  3.685508	  0.152271
 -0.982610	  3.685500	  0.152273
 -0.982577	  3.685488	  0.152275
 -0.982563	  3.685490	  0.152272
 -0.982538	  3.685477	  0.152278
 -0.982534	  3.685482	  0.152281
 -0.982517	  3.685470	  0.152282
 -0.982498	  3.685465	  0.152281
 -0.982493	  3.685470	  0.152280
 -0.982472	  3.685457	  0.152283
 -0.982467	  3.685465	  0.152278
 -0.982449	  3.685455	  0.152275
 -0.982422	  3.685446	  0.152279
 -0.982417	  3.685446	  0.152276
 -0.982392	  3.685430	  0.152281
 -0.982384	  3.685434	  0.152280
 -0.982374	  3.685427	  0.152278
 -0.982360	  3.685421	  0.152278
 -0.982369	  3.685432	  0.152275
 -0.982352	  3.685418	  0.152278
 -0.982357	  3.685423	  0.152275
 -0.982359	  3.685426	  0.152279
 -0.982348	  3.685412	  0.152278
 -0.982353	  3.685423	  0.152277
 -0.982337	  3.685414	  0.152278
 -0.982317	  3.685408	  0.152280
 -0.982314	  3.685416	  0.152278
 -0.982291	  3.685399	  0.152276
 -0.982298	  3.685405	  0.152277
 -0.982304	  3.685407	  0.152275
 -0.982295	  3.685397	  0.152284
 -0.982307	  3.685407	  0.152281
 -0.982295	  3.685396	  0.152279
 -0.982291	  3.685398	  0.152280
 -0.982286	  3.685401	  0.152274
 -0.982274	  3.685402	  0.152276
 -0.982272	  3.685394	  0.152278
 -0.982273	  3.685403	  0.152278
 -0.982287	  3.685398	  0.152272
 -0.982284	  3.685401	  0.152273
 -0.982291	  3.685399	  0.152280
 -0.982286	  3.685402	  0.152282
 -0.982284	  3.685401	  0.152280
 -0.982277	  3.685402	  0.152275
 -0.982273	  3.685400	  0.152275
 -0.982267	  3.685399	  0.152277
 -0.982264	  3.685400	  0.152281
 -0.982264	  3.685400	  0.152277
 -0.982273	  3.685399	  0.152274
 -0.982277	  3.685399	  0.152275
 -0.982275	  3.685401	  0.152272
 -0.982271	  3.685402	  0.152273
 -0.982265	  3.685403	  0.152273
 -0.982264	  3.685401	  0.152269
 -0.982260	  3.685400	  0.152273
 -0.982256	  3.685399	  0.152268
 -0.982248	  3.685394	  0.152270
 -0.982223	  3.685388	  0.152273
 -0.982191	  3.685382	  0.152269
 -0.982146	  3.685368	  0.152266
 -0.982086	  3.685355	  0.152267
 -0.982006	  3.685336	  0.152273
 -0.981899	  3.685307	  0.152270
 -0.981790	  3.685288	  0.152268
 -0.981658	  3.685248	  0.152271
 -0.981528	  3.685223	  0.152274
 -0.981394	  3.685177	  0.152273
 -0.981257	  3.685150	  0.152275
 -0.981110	  3.685106	  0.152272
 -0.980928	  3.685067	  0.152273
 -0.980749	  3.685013	  0.152273
 -0.980534	  3.684951	  0.152272
 -0.980279	  3.684882	  0.152270
 -0.979990	  3.684807	  0.152270
 -0.979684	  3.684724	  0.152264
 -0.979343	  3.684635	  0.152265
 -0.979001	  3.684536	  0.152260
 -0.978623	  3.684440	  0.152260
 -0.978230	  3.684336	  0.152255
 -0.977803	  3.684221	  0.152254
 -0.977343	  3.684099	  0.152251
 -0.976834	  3.683962	  0.152250
 -0.976286	  3.683815	  0.152250
 -0.975710	  3.683661	  0.152241
 -0.975095	  3.683497	  0.152238
 -0.974472	  3.683323	  0.152236
 -0.973809	  3.683147	  0.152229
 -0.973131	  3.682960	  0.152222
 -0.972420	  3.682768	  0.152215
 -0.971697	  3.682559	  0.152212
 -0.970937	  3.682350	  0.152209
 -0.970157	  3.682126	  0.152204
 -0.969313	  3.681895	  0.152197
 -0.968445	  3.681648	  0.152188
 -0.967503	  3.681391	  0.152182
 -0.966527	  3.681114	  0.152174
 -0.965513	  3.680827	  0.152164
 -0.964458	  3.680527	  0.152154
 -0.963412	  3.680225	  0.152151
 -0.962366	  3.679919	  0.152142
 -0.961334	  3.679604	  0.152140
 -0.960266	  3.679294	  0.152133
 -0.959201	  3.678976	  0.152127
 -0.958097	  3.678639	  0.152114
 -0.956910	  3.678283	  0.152106
 -0.955641	  3.677908	  0.152096
 -0.954314	  3.677515	  0.152089
 -0.952938	  3.677095	  0.152081
 -0.951542	  3.676669	  0.152071
 -0.950129	  3.676232	  0.152063
 -0.948708	  3.675795	  0.152062
 -0.947267	  3.675345	  0.152050
 -0.945798	  3.674880	  0.152041
 -0.944285	  3.674400	  0.152028
 -0.942753	  3.673909	  0.152012
 -0.941196	  3.673406	  0.152002
 -0.939630	  3.672892	  0.152002
 -0.938056	  3.672370	  0.151987
 -0.936474	  3.671841	  0.151980
 -0.934865	  3.671301	  0.151969
 -0.933227	  3.670749	  0.151960
 -0.931543	  3.670176	  0.151939
 -0.929780	  3.669586	  0.151923
 -0.927956	  3.668966	  0.151902
 -0.926103	  3.668325	  0.151886
 -0.924229	  3.667669	  0.151870
 -0.922304	  3.666984	  0.151866
 -0.920357	  3.666283	  0.151857
 -0.918431	  3.665587	  0.151837
 -0.916541	  3.664886	  0.151827
 -0.914656	  3.664191	  0.151819
 -0.912778	  3.663497	  0.151800
 -0.910853	  3.662787	  0.151786
 -0.908905	  3.662046	  0.151767
 -0.906869	  3.661283	  0.151755
 -0.904773	  3.660478	  0.151742
 -0.902608	  3.659644	  0.151733
 -0.900381	  3.658780	  0.151719
 -0.898149	  3.657880	  0.151712
 -0.895934	  3.656999	  0.151704
 -0.893795	  3.656124	  0.151695
 -0.891672	  3.655263	  0.151686
 -0.889566	  3.654396	  0.151674
 -0.887416	  3.653510	  0.151660
 -0.885215	  3.652604	  0.151636
 -0.882947	  3.651650	  0.151617
 -0.880579	  3.650640	  0.151607
 -0.878138	  3.649592	  0.151598
 -0.875711	  3.648528	  0.151575
 -0.873302	  3.647465	  0.151566
 -0.870949	  3.646413	  0.151564
 -0.868630	  3.645368	  0.151552
 -0.866321	  3.644333	  0.151526
 -0.863989	  3.643279	  0.151509
 -0.861582	  3.642179	  0.151494
 -0.859103	  3.641037	  0.151473
 -0.856568	  3.639842	  0.151453
 -0.854009	  3.638619	  0.151450
 -0.851474	  3.637390	  0.151446
 -0.848975	  3.636162	  0.151443
 -0.846454	  3.634935	  0.151422
 -0.843914	  3.633691	  0.151416
 -0.841353	  3.632417	  0.151383
 -0.838690	  3.631101	  0.151352
 -0.835972	  3.629720	  0.151334
 -0.833263	  3.628309	  0.151314
 -0.830560	  3.626888	  0.151311
 -0.827853	  3.625451	  0.151316
 -0.825114	  3.623994	  0.151306
 -0.822359	  3.622516	  0.151292
 -0.819510	  3.620986	  0.151266
 -0.816573	  3.619387	  0.151245
 -0.813620	  3.617761	  0.151204
 -0.810674	  3.616114	  0.151176
 -0.807720	  3.614435	  0.151162
 -0.804751	  3.612716	  0.151151
 -0.801750	  3.610974	  0.151133
 -0.798660	  3.609157	  0.151118
 -0.795494	  3.607280	  0.151092
 -0.792326	  3.605386	  0.151061
 -0.789155	  3.603473	  0.151039
 -0.785977	  3.601538	  0.151021
 -0.782771	  3.599554	  0.151001
 -0.779477	  3.597482	  0.150989
 -0.776147	  3.595345	  0.150978
 -0.772805	  3.593183	  0.150978
 -0.769460	  3.590998	  0.150958
 -0.766106	  3.588778	  0.150938
 -0.762712	  3.586523	  0.150908
 -0.759263	  3.584185	  0.150877
 -0.755764	  3.581808	  0.150855
 -0.752308	  3.579406	  0.150843
 -0.748842	  3.576979	  0.150839
 -0.745382	  3.574501	  0.150827
 -0.741810	  3.571918	  0.150813
 -0.738182	  3.569279	  0.150804
 -0.734586	  3.566615	  0.150784
 -0.731003	  3.563934	  0.150762
 -0.727464	  3.561267	  0.150740
 -0.723914	  3.558531	  0.150715
 -0.720341	  3.555746	  0.150667
 -0.716806	  3.552968	  0.150660
 -0.713311	  3.550145	  0.150642
 -0.709776	  3.547300	  0.150644
 -0.706199	  3.544350	  0.150626
 -0.702583	  3.541341	  0.150605
 -0.698976	  3.538312	  0.150591
 -0.695375	  3.535245	  0.150569
 -0.691793	  3.532141	  0.150546
 -0.688143	  3.528942	  0.150520
 -0.684512	  3.525716	  0.150497
 -0.680928	  3.522468	  0.150490
 -0.677326	  3.519186	  0.150484
 -0.673732	  3.515864	  0.150479
 -0.670093	  3.512439	  0.150459
 -0.666464	  3.508987	  0.150437
 -0.662853	  3.505513	  0.150418
 -0.659247	  3.501993	  0.150402
 -0.655601	  3.498348	  0.150351
 -0.651931	  3.494688	  0.150337
 -0.648334	  3.490974	  0.150315
 -0.644714	  3.487241	  0.150322
 -0.641099	  3.483442	  0.150320
 -0.637477	  3.479546	  0.150301
