         x	         y	         z
 -0.633867	  3.475645	  0.150273
 -0.630287	  3.471700	  0.150264
 -0.626703	  3.467724	  0.150251
 -0.623089	  3.463612	  0.150240
 -0.619499	  3.459483	  0.150209
 -0.615934	  3.455330	  0.150215
 -0.612401	  3.451129	  0.150204
 -0.608838	  3.446822	  0.150190
 -0.605327	  3.442509	  0.150154
 -0.601854	  3.438177	  0.150154
 -0.598401	  3.433824	  0.150151
 -0.594947	  3.429356	  0.150140
 -0.591521	  3.424884	  0.150110
 -0.588117	  3.420390	  0.150103
 -0.584735	  3.415843	  0.150091
 -0.581320	  3.411146	  0.150098
 -0.577962	  3.406428	  0.150068
 -0.574610	  3.401677	  0.150091
 -0.571285	  3.396880	  0.150075
 -0.567946	  3.391949	  0.150049
 -0.564670	  3.387032	  0.150017
 -0.561417	  3.382097	  0.150033
 -0.558179	  3.377097	  0.150034
 -0.554952	  3.371983	  0.150013
 -0.551788	  3.366858	  0.149994
 -0.548632	  3.361685	  0.150013
 -0.545500	  3.356406	  0.149997
 -0.542370	  3.351085	  0.149998
 -0.539290	  3.345718	  0.149993
 -0.536239	  3.340316	  0.149985
 -0.533188	  3.334794	  0.149963
 -0.530214	  3.329269	  0.149945
 -0.527258	  3.323711	  0.149971
 -0.524355	  3.318062	  0.149976
 -0.521452	  3.312342	  0.149948
 -0.518627	  3.306602	  0.149957
 -0.515835	  3.300842	  0.149978
 -0.513049	  3.294970	  0.149979
 -0.510354	  3.289102	  0.149933
 -0.507671	  3.283187	  0.149945
 -0.505036	  3.277185	  0.149973
 -0.502425	  3.271116	  0.149952
 -0.499880	  3.265015	  0.149943
 -0.497361	  3.258872	  0.149979
 -0.494874	  3.252582	  0.149988
 -0.492448	  3.246296	  0.149961
 -0.490070	  3.239944	  0.149958
 -0.487715	  3.233470	  0.149979
 -0.485416	  3.226986	  0.149978
 -0.483188	  3.220454	  0.149965
 -0.480975	  3.213842	  0.150007
 -0.478836	  3.207162	  0.150011
 -0.476784	  3.200466	  0.149994
 -0.474728	  3.193724	  0.150010
 -0.472768	  3.186868	  0.150017
 -0.470871	  3.180023	  0.150027
 -0.468991	  3.173151	  0.150019
 -0.467213	  3.166138	  0.150062
 -0.465515	  3.159168	  0.150061
 -0.463849	  3.152183	  0.150055
 -0.462298	  3.145085	  0.150057
 -0.460767	  3.138063	  0.150093
 -0.459314	  3.131049	  0.150105
 -0.457978	  3.123955	  0.150096
 -0.456674	  3.116912	  0.150133
 -0.455432	  3.109867	  0.150155
 -0.454326	  3.102759	  0.150131
 -0.453206	  3.095673	  0.150168
 -0.452200	  3.088582	  0.150219
 -0.451298	  3.081455	  0.150197
 -0.450409	  3.074321	  0.150237
 -0.449617	  3.067201	  0.150273
 -0.448931	  3.060084	  0.150253
 -0.448237	  3.052956	  0.150286
 -0.447673	  3.045819	  0.150321
 -0.447176	  3.038670	  0.150304
 -0.446714	  3.031520	  0.150356
 -0.446361	  3.024424	  0.150378
 -0.446088	  3.017346	  0.150378
 -0.445861	  3.010230	  0.150408
 -0.445721	  3.003208	  0.150440
 -0.445639	  2.996217	  0.150463
 -0.445589	  2.989189	  0.150515
 -0.445673	  2.982250	  0.150511
 -0.445816	  2.975335	  0.150517
 -0.445954	  2.968387	  0.150593
 -0.446243	  2.961500	  0.150593
 -0.446577	  2.954656	  0.150612
 -0.446907	  2.947808	  0.150692
 -0.447416	  2.940998	  0.150663
 -0.447898	  2.934266	  0.150698
 -0.448434	  2.927540	  0.150755
 -0.449135	  2.920820	  0.150758
 -0.449783	  2.914204	  0.150798
 -0.450508	  2.907600	  0.150851
 -0.451367	  2.900975	  0.150852
 -0.452221	  2.894430	  0.150887
 -0.453131	  2.887925	  0.150921
 -0.454121	  2.881424	  0.150973
 -0.455165	  2.874949	  0.150987
 -0.456215	  2.868555	  0.151041
 -0.457403	  2.862203	  0.151026
 -0.458538	  2.855817	  0.151109
 -0.459811	  2.849533	  0.151112
 -0.461101	  2.843295	  0.151132
 -0.462414	  2.837034	  0.151227
 -0.463872	  2.830831	  0.151198
 -0.465280	  2.824691	  0.151239
 -0.466777	  2.818587	  0.151297
 -0.468330	  2.812482	  0.151327
 -0.469904	  2.806467	  0.151340
 -0.471517	  2.800493	  0.151393
 -0.473167	  2.794521	  0.151460
 -0.474947	  2.788599	  0.151419
 -0.476629	  2.782734	  0.151494
 -0.478464	  2.776925	  0.151541
 -0.480293	  2.771123	  0.151577
 -0.482184	  2.765358	  0.151601
 -0.484144	  2.759685	  0.151616
 -0.486063	  2.754023	  0.151678
 -0.488077	  2.748428	  0.151704
 -0.490082	  2.742883	  0.151739
 -0.492154	  2.737408	  0.151774
 -0.494216	  2.731971	  0.151829
 -0.496327	  2.726579	  0.151831
 -0.498505	  2.721241	  0.151869
 -0.500645	  2.715942	  0.151916
 -0.502858	  2.710702	  0.151969
 -0.505114	  2.705458	  0.151965
 -0.507403	  2.700290	  0.152023
 -0.509670	  2.695204	  0.152054
 -0.511966	  2.690123	  0.152108
 -0.514380	  2.685083	  0.152104
 -0.516737	  2.680074	  0.152163
 -0.519145	  2.675195	  0.152208
 -0.521529	  2.670259	  0.152265
 -0.524073	  2.665402	  0.152278
 -0.526496	  2.660545	  0.152313
 -0.529015	  2.655826	  0.152345
 -0.531525	  2.651050	  0.152386
 -0.534103	  2.646354	  0.152415
 -0.536688	  2.641696	  0.152447
 -0.539281	  2.637119	  0.152491
 -0.541882	  2.632530	  0.152551
 -0.544520	  2.628039	  0.152580
 -0.547180	  2.623537	  0.152604
 -0.549843	  2.619131	  0.152635
 -0.552515	  2.614750	  0.152674
 -0.555179	  2.610418	  0.152715
 -0.557949	  2.606101	  0.152739
 -0.560666	  2.601843	  0.152778
 -0.563400	  2.597687	  0.152837
 -0.566104	  2.593520	  0.152866
 -0.568925	  2.589439	  0.152895
 -0.571640	  2.585358	  0.152915
 -0.574433	  2.581421	  0.152973
 -0.577149	  2.577446	  0.152997
 -0.579945	  2.573591	  0.153053
 -0.582704	  2.569705	  0.153076
 -0.585534	  2.565958	  0.153118
 -0.588241	  2.562191	  0.153156
 -0.591026	  2.558564	  0.153192
 -0.593764	  2.554911	  0.153204
 -0.596578	  2.551358	  0.153243
 -0.599271	  2.547826	  0.153278
 -0.601989	  2.544429	  0.153323
 -0.604701	  2.541042	  0.153342
 -0.607406	  2.537718	  0.153390
 -0.610117	  2.534428	  0.153430
 -0.612810	  2.531209	  0.153456
 -0.615472	  2.528058	  0.153491
 -0.618085	  2.524938	  0.153507
 -0.620723	  2.521894	  0.153543
 -0.623370	  2.518852	  0.153552
 -0.625997	  2.515882	  0.153607
 -0.628575	  2.512979	  0.153621
 -0.631161	  2.510147	  0.153671
 -0.633696	  2.507317	  0.153692
 -0.636263	  2.504563	  0.153753
 -0.638820	  2.501805	  0.153760
 -0.641394	  2.499114	  0.153796
 -0.643863	  2.496454	  0.153802
 -0.646355	  2.493910	  0.153844
 -0.648785	  2.491317	  0.153856
 -0.651263	  2.488829	  0.153906
 -0.653722	  2.486318	  0.153912
 -0.656216	  2.483883	  0.153966
 -0.658595	  2.481450	  0.153982
 -0.661013	  2.479138	  0.154027
 -0.663375	  2.476762	  0.154033
 -0.665801	  2.474495	  0.154066
 -0.668123	  2.472181	  0.154089
 -0.670535	  2.469980	  0.154149
 -0.672912	  2.467691	  0.154137
 -0.675315	  2.465541	  0.154171
 -0.677620	  2.463362	  0.154194
 -0.679941	  2.461269	  0.154240
 -0.682233	  2.459155	  0.154237
 -0.684546	  2.457122	  0.154267
 -0.686818	  2.455065	  0.154300
 -0.689093	  2.453078	  0.154322
 -0.691331	  2.451127	  0.154345
 -0.693510	  2.449205	  0.154383
 -0.695709	  2.447330	  0.154410
 -0.697885	  2.445435	  0.154413
 -0.700080	  2.443601	  0.154470
 -0.702266	  2.441736	  0.154483
 -0.704497	  2.439942	  0.154506
 -0.706657	  2.438114	  0.154500
 -0.708813	  2.436398	  0.154543
 -0.710858	  2.434665	  0.154545
 -0.712934	  2.433018	  0.154598
 -0.714983	  2.431320	  0.154608
 -0.717080	  2.429715	  0.154649
 -0.719121	  2.428047	  0.154656
 -0.721214	  2.426479	  0.154696
 -0.723257	  2.424851	  0.154689
 -0.725284	  2.423330	  0.154722
 -0.727209	  2.421767	  0.154718
 -0.729174	  2.420330	  0.154759
 -0.731093	  2.418824	  0.154748
 -0.733025	  2.417415	  0.154799
 -0.734926	  2.415949	  0.154830
 -0.736871	  2.414577	  0.154862
 -0.738785	  2.413135	  0.154860
 -0.740696	  2.411788	  0.154884
 -0.742517	  2.410402	  0.154883
 -0.744324	  2.409132	  0.154903
 -0.746079	  2.407814	  0.154891
 -0.747844	  2.406602	  0.154941
 -0.749563	  2.405330	  0.154952
 -0.751349	  2.404146	  0.154994
 -0.753090	  2.402897	  0.155012
 -0.754824	  2.401727	  0.155047
 -0.756545	  2.400526	  0.155048
 -0.758251	  2.399384	  0.155054
 -0.759868	  2.398229	  0.155055
 -0.761454	  2.397175	  0.155073
 -0.762981	  2.396104	  0.155092
 -0.764512	  2.395100	  0.155117
 -0.766034	  2.394082	  0.155143
 -0.767559	  2.393104	  0.155175
 -0.769087	  2.392097	  0.155196
 -0.770597	  2.391107	  0.155199
 -0.772089	  2.390148	  0.155203
 -0.773525	  2.389176	  0.155193
 -0.774955	  2.388283	  0.155207
 -0.776319	  2.387369	  0.155193
 -0.777665	  2.386546	  0.155221
 -0.778930	  2.385714	  0.155230
 -0.780190	  2.384956	  0.155268
 -0.781391	  2.384176	  0.155279
 -0.782628	  2.383440	  0.155315
 -0.783828	  2.382655	  0.155308
 -0.785059	  2.381941	  0.155328
 -0.786219	  2.381164	  0.155308
 -0.787389	  2.380500	  0.155338
 -0.788477	  2.379766	  0.155323
 -0.789559	  2.379155	  0.155359
 -0.790560	  2.378501	  0.155348
 -0.791563	  2.377945	  0.155397
 -0.792506	  2.377330	  0.155389
 -0.793453	  2.376814	  0.155424
 -0.794342	  2.376229	  0.155408
 -0.795235	  2.375744	  0.155429
 -0.796069	  2.375188	  0.155409
 -0.796886	  2.374754	  0.155431
 -0.797631	  2.374250	  0.155426
 -0.798382	  2.373866	  0.155451
 -0.799068	  2.373413	  0.155443
 -0.799743	  2.373073	  0.155476
 -0.800361	  2.372657	  0.155478
 -0.800983	  2.372335	  0.155496
 -0.801579	  2.371957	  0.155490
 -0.802165	  2.371646	  0.155493
 -0.802722	  2.371290	  0.155494
 -0.803250	  2.370994	  0.155492
 -0.803746	  2.370717	  0.155498
 -0.804198	  2.370451	  0.155502
 -0.804613	  2.370212	  0.155508
 -0.805005	  2.369997	  0.155520
 -0.805362	  2.369779	  0.155532
 -0.805719	  2.369579	  0.155533
 -0.806061	  2.369380	  0.155531
 -0.806393	  2.369184	  0.155532
 -0.806699	  2.369006	  0.155527
 -0.806990	  2.368836	  0.155525
 -0.807261	  2.368679	  0.155535
 -0.807509	  2.368539	  0.155542
 -0.807754	  2.368406	  0.155546
 -0.807994	  2.368274	  0.155550
 -0.808215	  2.368147	  0.155555
 -0.808432	  2.368022	  0.155557
 -0.808645	  2.367900	  0.155552
 -0.808852	  2.367787	  0.155550
 -0.809029	  2.367685	  0.155553
 -0.809201	  2.367588	  0.155554
 -0.809357	  2.367501	  0.155559
 -0.809500	  2.367421	  0.155565
 -0.809629	  2.367349	  0.155567
 -0.809740	  2.367284	  0.155567
 -0.809838	  2.367224	  0.155569
 -0.809949	  2.367160	  0.155567
 -0.810055	  2.367099	  0.155564
 -0.810158	  2.367042	  0.155565
 -0.810262	  2.366983	  0.155571
 -0.810364	  2.366935	  0.155571
 -0.810453	  2.366884	  0.155576
 -0.810528	  2.366846	  0.155579
 -0.810595	  2.366803	  0.155579
 -0.810659	  2.366766	  0.155579
 -0.810722	  2.366730	  0.155578
 -0.810777	  2.366695	  0.155581
 -0.810836	  2.366666	  0.155576
 -0.810889	  2.366635	  0.155582
 -0.810942	  2.366611	  0.155583
 -0.810995	  2.366585	  0.155587
 -0.811037	  2.366557	  0.155591
 -0.811085	  2.366536	  0.155587
 -0.811116	  2.366511	  0.155583
 -0.811151	  2.366493	  0.155582
 -0.811178	  2.366479	  0.155580
 -0.811186	  2.366466	  0.155588
 -0.811202	  2.366461	  0.155587
 -0.811222	  2.366453	  0.155588
 -0.811229	  2.366444	  0.155588
 -0.811240	  2.366443	  0.155597
 -0.811258	  2.366419	  0.155589
 -0.811284	  2.366419	  0.155587
 -0.811296	  2.366396	  0.155585
 -0.811330	  2.366388	  0.155585
 -0.811338	  2.366380	  0.155581
 -0.811350	  2.366370	  0.155590
 -0.811355	  2.366374	  0.155595
 -0.811370	  2.366355	  0.155591
 -0.811377	  2.366364	  0.155586
 -0.811386	  2.366344	  0.155591
 -0.811397	  2.366335	  0.155590
 -0.811420	  2.366331	  0.155588
 -0.811449	  2.366301	  0.155584
 -0.811465	  2.366308	  0.155590
 -0.811470	  2.366299	  0.155589
 -0.811475	  2.366292	  0.155595
 -0.811492	  2.366298	  0.155590
 -0.811499	  2.366277	  0.155592
 -0.811503	  2.366283	  0.155587
 -0.811504	  2.366279	  0.155590
 -0.811502	  2.366267	  0.155590
 -0.811513	  2.366280	  0.155587
 -0.811531	  2.366255	  0.155585
 -0.811542	  2.366260	  0.155586
 -0.811553	  2.366258	  0.155586
 -0.811560	  2.366241	  0.155589
 -0.811564	  2.366257	  0.155589
 -0.811564	  2.366240	  0.155586
 -0.811576	  2.366238	  0.155586
 -0.811587	  2.366240	  0.155588
 -0.811597	  2.366219	  0.155588
 -0.811606	  2.366234	  0.155589
 -0.811610	  2.366224	  0.155596
 -0.811611	  2.366220	  0.155592
 -0.811608	  2.366237	  0.155594
 -0.811613	  2.366216	  0.155594
 -0.811619	  2.366224	  0.155589
 -0.811623	  2.366220	  0.155581
 -0.811630	  2.366204	  0.155581
 -0.811632	  2.366219	  0.155582
 -0.811630	  2.366204	  0.155583
 -0.811635	  2.366217	  0.155586
 -0.811632	  2.366216	  0.155588
 -0.811631	  2.366206	  0.155587
 -0.811630	  2.366221	  0.155588
 -0.811637	  2.366200	  0.155586
 -0.811639	  2.366209	  0.155583
 -0.811644	  2.366203	  0.155583
 -0.811651	  2.366202	  0.155586
 -0.811650	  2.366206	  0.155587
 -0.811649	  2.366206	  0.155589
 -0.811646	  2.366207	  0.155592
 -0.811649	  2.366206	  0.155589
 -0.811642	  2.366208	  0.155587
 -0.811645	  2.366205	  0.155588
 -0.811648	  2.366204	  0.155591
 -0.811653	  2.366202	  0.155587
 -0.811655	  2.366202	  0.155589
 -0.811658	  2.366203	  0.155593
 -0.811656	  2.366204	  0.155591
 -0.811653	  2.366205	  0.155590
 -0.811650	  2.366206	  0.155590
 -0.811650	  2.366203	  0.155586
 -0.811647	  2.366203	  0.155586
 -0.811651	  2.366200	  0.155587
 -0.811652	  2.366200	  0.155587
 -0.811652	  2.366200	  0.155584
 -0.811655	  2.366200	  0.155587
 -0.811655	  2.366200	  0.155587
 -0.811653	  2.366202	  0.155590
 -0.811651	  2.366203	  0.155588
 -0.811650	  2.366203	  0.155590
 -0.811649	  2.366204	  0.155580
 -0.811643	  2.366210	  0.155581
 -0.811628	  2.366216	  0.155583
 -0.811602	  2.366236	  0.155581
 -0.811569	  2.366258	  0.155582
 -0.811514	  2.366288	  0.155579
 -0.811431	  2.366336	  0.155586
 -0.811335	  2.366379	  0.155580
 -0.811241	  2.366440	  0.155584
 -0.811128	  2.366496	  0.155579
 -0.811010	  2.366569	  0.155574
 -0.810869	  2.366648	  0.155573
 -0.810724	  2.366732	  0.155574
 -0.810548	  2.366833	  0.155571
 -0.810370	  2.366940	  0.155572
 -0.810153	  2.367064	  0.155562
 -0.809904	  2.367206	  0.155558
 -0.809629	  2.367361	  0.155553
 -0.809311	  2.367540	  0.155555
 -0.808966	  2.367735	  0.155547
 -0.808599	  2.367944	  0.155546
 -0.808191	  2.368173	  0.155540
 -0.807767	  2.368414	  0.155539
 -0.807319	  2.368665	  0.155531
 -0.806837	  2.368936	  0.155530
 -0.806344	  2.369216	  0.155519
 -0.805821	  2.369512	  0.155513
 -0.805290	  2.369819	  0.155506
 -0.804729	  2.370146	  0.155502
 -0.804148	  2.370482	  0.155493
 -0.803529	  2.370840	  0.155488
 -0.802887	  2.371205	  0.155479
 -0.802223	  2.371589	  0.155469
 -0.801530	  2.371986	  0.155458
 -0.800810	  2.372405	  0.155449
 -0.800067	  2.372846	  0.155440
 -0.799281	  2.373308	  0.155435
 -0.798462	  2.373788	  0.155431
 -0.797610	  2.374290	  0.155426
 -0.796748	  2.374800	  0.155415
 -0.795854	  2.375330	  0.155406
 -0.794945	  2.375867	  0.155397
 -0.794000	  2.376430	  0.155383
 -0.793031	  2.377005	  0.155368
 -0.792026	  2.377613	  0.155360
 -0.790987	  2.378247	  0.155347
 -0.789889	  2.378910	  0.155340
 -0.788764	  2.379598	  0.155333
 -0.787604	  2.380301	  0.155323
 -0.786441	  2.381016	  0.155314
 -0.785276	  2.381735	  0.155294
 -0.784107	  2.382463	  0.155279
 -0.782918	  2.383206	  0.155266
 -0.781710	  2.383966	  0.155255
 -0.780473	  2.384755	  0.155244
 -0.779183	  2.385570	  0.155233
 -0.777869	  2.386405	  0.155229
 -0.776542	  2.387250	  0.155215
 -0.775173	  2.388127	  0.155206
 -0.773786	  2.389015	  0.155185
 -0.772370	  2.389940	  0.155174
 -0.770893	  2.390895	  0.155162
 -0.769398	  2.391880	  0.155151
 -0.767860	  2.392885	  0.155146
 -0.766321	  2.393908	  0.155129
 -0.764767	  2.394934	  0.155118
 -0.763204	  2.395976	  0.155102
 -0.761643	  2.397028	  0.155083
 -0.760062	  2.398092	  0.155065
 -0.758485	  2.399175	  0.155041
 -0.756874	  2.400277	  0.155024
 -0.755231	  2.401410	  0.155005
 -0.753564	  2.402574	  0.154992
 -0.751841	  2.403780	  0.154974
 -0.750072	  2.405021	  0.154955
 -0.748267	  2.406293	  0.154941
 -0.746452	  2.407562	  0.154923
 -0.744665	  2.408841	  0.154902
 -0.742876	  2.410133	  0.154878
 -0.741072	  2.411430	  0.154876
 -0.739298	  2.412738	  0.154840
 -0.737511	  2.414064	  0.154822
 -0.735701	  2.415414	  0.154797
 -0.733828	  2.416820	  0.154779
 -0.731896	  2.418265	  0.154756
 -0.729909	  2.419749	  0.154740
 -0.727906	  2.421248	  0.154717
 -0.725913	  2.422762	  0.154698
 -0.723924	  2.424284	  0.154671
 -0.721975	  2.425808	  0.154653
 -0.720024	  2.427324	  0.154641
 -0.718092	  2.428864	  0.154630
 -0.716161	  2.430420	  0.154599
 -0.714156	  2.432035	  0.154580
 -0.712089	  2.433692	  0.154562
 -0.709984	  2.435379	  0.154542
 -0.707879	  2.437094	  0.154511
 -0.705757	  2.438812	  0.154493
 -0.703666	  2.440541	  0.154470
 -0.701608	  2.442276	  0.154440
 -0.699568	  2.444021	  0.154413
 -0.697509	  2.445800	  0.154401
 -0.695399	  2.447618	  0.154387
 -0.693226	  2.449485	  0.154360
 -0.691015	  2.451391	  0.154325
 -0.688766	  2.453326	  0.154293
 -0.686526	  2.455284	  0.154256
 -0.684310	  2.457257	  0.154231
 -0.682103	  2.459258	  0.154209
 -0.679883	  2.461304	  0.154201
 -0.677622	  2.463390	  0.154182
 -0.675312	  2.465524	  0.154167
 -0.672960	  2.467709	  0.154135
 -0.670583	  2.469923	  0.154095
 -0.668183	  2.472160	  0.154067
 -0.665808	  2.474443	  0.154021
 -0.663399	  2.476779	  0.153986
 -0.660948	  2.479175	  0.153969
 -0.658454	  2.481635	  0.153962
 -0.655918	  2.484146	  0.153943
 -0.653386	  2.486677	  0.153913
 -0.650864	  2.489235	  0.153862
 -0.648328	  2.491834	  0.153818
 -0.645754	  2.494490	  0.153803
 -0.643162	  2.497197	  0.153772
 -0.640536	  2.499981	  0.153733
 -0.637872	  2.502811	  0.153714
 -0.635220	  2.505687	  0.153692
 -0.632572	  2.508608	  0.153654
 -0.629885	  2.511577	  0.153622
 -0.627156	  2.514602	  0.153600
 -0.624406	  2.517680	  0.153561
 -0.621663	  2.520801	  0.153512
 -0.618957	  2.523940	  0.153471
 -0.616227	  2.527140	  0.153455
 -0.613492	  2.530395	  0.153427
 -0.610723	  2.533718	  0.153399
 -0.607943	  2.537080	  0.153386
 -0.605197	  2.540479	  0.153335
 -0.602429	  2.543922	  0.153286
 -0.599615	  2.547441	  0.153258
 -0.596776	  2.551033	  0.153211
 -0.593939	  2.554660	  0.153195
 -0.591183	  2.558281	  0.153155
 -0.588453	  2.561940	  0.153129
 -0.585732	  2.565630	  0.153089
 -0.582978	  2.569374	  0.153062
 -0.580237	  2.573159	  0.153045
 -0.577533	  2.576971	  0.152987
 -0.574818	  2.580832	  0.152948
 -0.572084	  2.584756	  0.152899
 -0.569329	  2.588740	  0.152868
 -0.566596	  2.592775	  0.152837
 -0.563924	  2.596829	  0.152802
 -0.561251	  2.600927	  0.152774
 -0.558594	  2.605079	  0.152735
 -0.555914	  2.609291	  0.152705
 -0.553265	  2.613526	  0.152682
 -0.550648	  2.617798	  0.152628
 -0.548018	  2.622134	  0.152579
 -0.545372	  2.626526	  0.152559
 -0.542753	  2.630983	  0.152524
 -0.540186	  2.635455	  0.152469
 -0.537629	  2.639981	  0.152443
 -0.535075	  2.644564	  0.152413
 -0.532532	  2.649203	  0.152390
 -0.530036	  2.653870	  0.152331
 -0.527551	  2.658573	  0.152307
 -0.525073	  2.663342	  0.152267
 -0.522581	  2.668170	  0.152235
 -0.520146	  2.673046	  0.152187
 -0.517752	  2.677954	  0.152139
 -0.515370	  2.682917	  0.152100
 -0.512983	  2.687941	  0.152079
 -0.510661	  2.692989	  0.152077
 -0.508393	  2.698039	  0.152026
 -0.506141	  2.703128	  0.151985
 -0.503892	  2.708271	  0.151945
 -0.501682	  2.713451	  0.151923
 -0.499522	  2.718651	  0.151859
 -0.497398	  2.723907	  0.151815
 -0.495257	  2.729245	  0.151799
 -0.493184	  2.734626	  0.151791
 -0.491156	  2.740035	  0.151734
 -0.489146	  2.745500	  0.151704
 -0.487121	  2.751041	  0.151678
 -0.485178	  2.756610	  0.151643
 -0.483262	  2.762197	  0.151602
 -0.481380	  2.767840	  0.151562
 -0.479520	  2.773540	  0.151537
 -0.477745	  2.779263	  0.151487
 -0.475989	  2.785043	  0.151455
 -0.474258	  2.790887	  0.151421
 -0.472557	  2.796799	  0.151407
 -0.470923	  2.802722	  0.151364
 -0.469315	  2.808710	  0.151316
 -0.467728	  2.814768	  0.151292
 -0.466212	  2.820856	  0.151268
 -0.464754	  2.826964	  0.151209
 -0.463325	  2.833136	  0.151191
 -0.461935	  2.839382	  0.151176
 -0.460623	  2.845640	  0.151125
 -0.459341	  2.851926	  0.151095
 -0.458108	  2.858258	  0.151063
 -0.456938	  2.864600	  0.151040
 -0.455844	  2.870941	  0.150997
 -0.454782	  2.877341	  0.150955
 -0.453753	  2.883824	  0.150941
 -0.452813	  2.890315	  0.150896
 -0.451903	  2.896889	  0.150847
 -0.451044	  2.903536	  0.150836
 -0.450251	  2.910210	  0.150833
 -0.449530	  2.916923	  0.150785
 -0.448857	  2.923702	  0.150735
 -0.448222	  2.930526	  0.150736
 -0.447683	  2.937347	  0.150681
 -0.447199	  2.944231	  0.150648
 -0.446755	  2.951176	  0.150656
 -0.446426	  2.958092	  0.150614
 -0.446134	  2.965099	  0.150575
 -0.445899	  2.972185	  0.150546
 -0.445747	  2.979248	  0.150533
 -0.445649	  2.986363	  0.150515
 -0.445635	  2.993546	  0.150468
 -0.445683	  3.000694	  0.150463
 -0.445816	  3.007862	  0.150444
 -0.446023	  3.015076	  0.150378
 -0.446297	  3.022269	  0.150380
 -0.446626	  3.029433	  0.150383
 -0.447049	  3.036609	  0.150346
 -0.447539	  3.043788	  0.150316
 -0.448100	  3.050904	  0.150312
 -0.448733	  3.058038	  0.150269
 -0.449446	  3.065208	  0.150262
 -0.450211	  3.072312	  0.150247
 -0.451052	  3.079435	  0.150232
 -0.451961	  3.086595	  0.150210
 -0.452949	  3.093651	  0.150184
 -0.454005	  3.100717	  0.150171
 -0.455128	  3.107822	  0.150164
 -0.456331	  3.114818	  0.150146
 -0.457588	  3.121809	  0.150130
 -0.458913	  3.128800	  0.150122
 -0.460300	  3.135699	  0.150107
 -0.461764	  3.142600	  0.150079
 -0.463271	  3.149497	  0.150074
 -0.464872	  3.156347	  0.150071
 -0.466514	  3.163201	  0.150068
 -0.468253	  3.170031	  0.150046
 -0.470033	  3.176850	  0.150047
 -0.471873	  3.183615	  0.150031
 -0.473785	  3.190346	  0.150004
 -0.475749	  3.197046	  0.150024
 -0.477751	  3.203609	  0.150018
 -0.479819	  3.210143	  0.149997
 -0.481924	  3.216649	  0.149995
 -0.484085	  3.223018	  0.149998
 -0.486292	  3.229386	  0.149991
 -0.488558	  3.235741	  0.149966
 -0.490861	  3.242029	  0.149983
 -0.493235	  3.248281	  0.149980
 -0.495653	  3.254502	  0.149972
 -0.498128	  3.260695	  0.149971
 -0.500625	  3.266785	  0.149975
 -0.503205	  3.272849	  0.149956
 -0.505797	  3.278912	  0.149958
 -0.508444	  3.284847	  0.149972
 -0.511115	  3.290769	  0.149970
 -0.513859	  3.296633	  0.149974
 -0.516624	  3.302462	  0.149990
 -0.519429	  3.308206	  0.149989
 -0.522291	  3.313939	  0.149957
 -0.525181	  3.319665	  0.149976
 -0.528107	  3.325260	  0.150005
 -0.531072	  3.330843	  0.149975
 -0.534075	  3.336369	  0.149968
 -0.537109	  3.341845	  0.150004
 -0.540154	  3.347231	  0.150022
 -0.543282	  3.352603	  0.149992
 -0.546432	  3.357973	  0.150010
 -0.549586	  3.363232	  0.150042
 -0.552777	  3.368450	  0.150019
 -0.555998	  3.373612	  0.150028
 -0.559259	  3.378742	  0.150058
 -0.562518	  3.383763	  0.150058
 -0.565827	  3.388761	  0.150044
 -0.569154	  3.393715	  0.150054
 -0.572495	  3.398624	  0.150119
 -0.575842	  3.403424	  0.150100
 -0.579226	  3.408197	  0.150077
 -0.582617	  3.412949	  0.150101
 -0.586042	  3.417614	  0.150141
 -0.589467	  3.422178	  0.150109
 -0.592913	  3.426728	  0.150131
 -0.596404	  3.431263	  0.150166
 -0.599887	  3.435721	  0.150173
 -0.603382	  3.440103	  0.150142
 -0.606889	  3.444457	  0.150180
 -0.610455	  3.448795	  0.150216
 -0.614020	  3.453052	  0.150218
 -0.617560	  3.457228	  0.150204
 -0.621141	  3.461387	  0.150248
 -0.624770	  3.465525	  0.150257
 -0.628376	  3.469593	  0.150266
 -0.631983	  3.473579	  0.150267
 -0.635610	  3.477546	  0.150305
 -0.639272	  3.481499	  0.150304
 -0.642939	  3.485383	  0.150318
 -0.646585	  3.489182	  0.150330
 -0.650250	  3.492973	  0.150338
 -0.653959	  3.496731	  0.150346
 -0.657684	  3.500450	  0.150382
 -0.661357	  3.504070	  0.150417
 -0.665053	  3.507661	  0.150427
 -0.668781	  3.511206	  0.150433
 -0.672508	  3.514746	  0.150477
 -0.676229	  3.518191	  0.150494
 -0.679918	  3.521575	  0.150491
 -0.683641	  3.524942	  0.150520
 -0.687380	  3.528269	  0.150531
 -0.691098	  3.531554	  0.150557
 -0.694784	  3.534734	  0.150561
 -0.698453	  3.537881	  0.150583
 -0.702145	  3.541003	  0.150610
 -0.705842	  3.544073	  0.150628
 -0.709501	  3.547067	  0.150631
 -0.713113	  3.549991	  0.150656
 -0.716734	  3.552899	  0.150671
 -0.720358	  3.555738	  0.150689
 -0.723978	  3.558563	  0.150719
 -0.727522	  3.561300	  0.150751
 -0.731034	  3.563956	  0.150757
 -0.734543	  3.566584	  0.150790
 -0.738051	  3.569171	  0.150806
 -0.741537	  3.571722	  0.150827
 -0.744967	  3.574195	  0.150836
 -0.748333	  3.576580	  0.150860
