1,4.78949,-0.76986,-2.24516,4.73553,0.83954,-5.25773
2,4.56716,-0.76853,-2.24540,4.60062,0.62008,-5.25815
3,4.56717,-0.76823,-1.35987,3.79761,0.77881,-5.26127
4,4.67414,-0.21759,-1.35958,3.68859,0.93340,-5.92581
5,4.65987,-0.34209,-2.21936,3.66367,1.04807,-4.67781
6,5.20686,-1.05278,-2.22046,4.73719,1.12978,-4.72969
7,4.97003,-2.18095,-1.35964,4.85018,0.98759,-4.56011
8,5.05013,-1.54667,-1.36005,4.28550,1.39287,-4.72428
9,5.71842,-1.15053,-2.43643,4.23659,0.83053,-4.01538
10,5.50552,-1.41821,-2.02841,4.44976,1.05908,-4.30763
11,5.90985,-1.43790,-2.05644,4.25467,1.25194,-3.93144
12,5.62058,-2.01208,-1.30042,4.24660,1.20062,-4.16257
13,5.90958,-2.37472,-0.95612,3.90372,1.16351,-3.89708
14,5.50753,-2.08597,-0.69971,3.75953,0.69658,-3.89687
15,5.13340,-1.88637,-0.70016,3.09732,0.98458,-3.89705
16,4.97574,-1.96155,-1.75265,4.53370,0.57758,-4.52890
17,5.31014,-1.17408,-0.69279,4.68859,0.02306,-5.00579
18,5.14085,-1.36472,1.67461,4.17434,0.90147,-5.54161
19,3.89704,-1.33358,1.67434,3.34818,1.65382,-4.96727
20,2.89993,-1.42322,1.31297,3.67257,2.57653,-4.96727
21,2.26964,-1.41960,1.36477,5.66586,3.03818,-2.93901
22,2.14778,-1.29937,1.43118,5.11788,4.27783,-4.30096
23,2.93272,-1.46460,1.59989,5.28298,4.53843,-3.82782
24,2.29591,-1.46485,2.14440,5.46611,3.31609,-2.28331
25,2.27594,-1.54358,-0.18287,6.02648,2.02565,-2.75813
26,1.80002,-1.93142,1.67883,5.72276,3.05903,-3.53603
27,2.08820,-2.67350,2.59928,5.12118,3.43032,-3.74591
