1,0.0398286,-0.374658,0.273575,-1.42162,-1.93348,0.277759
2,0.150361,-0.374648,0.318222,-1.34738,-2.12387,0.914044
3,0.0813586,-0.173459,0.526632,-0.853841,-1.93649,1.28065
4,-0.1158,-0.191993,0.469859,-1.528,-1.59631,0.349961
5,-0.35162,-0.547019,0.196803,-1.51879,-1.7674,0.49145
6,-0.388578,-0.266512,0.151024,-1.84877,-1.39308,0.217599
7,0.026764,-0.298948,0.384845,-1.50977,-2.42643,0.352195
8,0.0473883,0.121311,0.485643,-0.962747,-2.23298,0.336911
9,0.0223661,0.113606,0.543221,-0.817112,-1.65258,0.747803
10,-0.00492902,0.54657,0.66428,-1.1436,-1.37968,1.47132
11,0.460297,0.235559,0.590307,-1.192,-1.64982,1.33341
12,0.452258,-0.0746969,0.727784,-0.945364,-2.01405,1.85523
13,0.572859,-0.391454,0.584321,-0.594376,-1.99584,2.13976
14,0.672456,-0.43,0.042765,1.02929,1.6694,-2.07734
