1,-1.83492,-0.87870,-2.30020,-3.90674,-1.53799,2.69748
2,-1.83502,-0.87870,-2.30019,-3.90664,-1.53799,2.69750
3,-1.83546,-0.59154,-2.29984,-4.34890,-1.33385,2.95082
4,-1.83550,-0.57494,-2.25131,-4.46629,-1.66690,2.31074
5,-1.83538,-0.80401,-2.25073,-4.14815,-1.46666,2.80996
6,-1.83535,-0.80399,-2.25070,-4.14821,-1.46666,2.80991
7,-1.57217,-0.95432,-2.31259,-3.89662,-2.02072,2.43255
8,-1.43157,-0.95191,-2.31730,-3.81003,-1.28889,2.85153
