21.30340	-50.91882	-5.89947
21.31340	-50.72073	-5.92155
21.32340	-50.51728	-5.93897
21.33340	-50.32283	-5.97036
21.34340	-50.10672	-5.95171
21.35320	-49.91676	-5.98426
21.36340	-49.71466	-6.01449
21.37340	-49.51821	-6.03890
21.38340	-49.31727	-6.06098
21.39340	-49.12188	-6.08772
21.40340	-48.92973	-6.13424
21.41320	-48.73792	-6.15981
21.42320	-48.55116	-6.22146
21.43320	-48.35533	-6.24587
21.44320	-48.16504	-6.29705
21.45340	-47.98355	-6.37383
21.46320	-47.79907	-6.43082
21.47340	-47.61161	-6.49015
21.48320	-47.42126	-6.52969
21.49320	-47.23488	-6.58086
21.50340	-47.04646	-6.64833
21.51340	-46.86363	-6.70998
21.52320	-46.67963	-6.76815
21.53320	-46.49103	-6.81234
21.54320	-46.30715	-6.88214
21.55320	-46.12166	-6.93564
21.56320	-45.93623	-7.00079
21.57320	-45.74813	-7.04614
21.58320	-45.56120	-7.10663
21.59320	-45.37991	-7.17294
21.60320	-45.19111	-7.22761
21.61320	-45.00756	-7.28693
21.62320	-44.81030	-7.31483
21.63320	-44.62496	-7.36834
21.64320	-44.44285	-7.44395
21.65320	-44.25970	-7.50444
21.66320	-44.07644	-7.57657
21.67320	-43.89217	-7.63356
21.68320	-43.70526	-7.69405
21.69320	-43.52315	-7.75803
21.70320	-43.33871	-7.82666
21.71320	-43.14857	-7.87668
21.72320	-42.95845	-7.92669
21.73320	-42.77841	-7.99765
21.74320	-42.59180	-8.05931
21.75320	-42.41273	-8.13376
21.76320	-42.22573	-8.19425
21.77320	-42.03768	-8.25124
21.78320	-41.85443	-8.32453
21.79320	-41.67521	-8.39899
21.80320	-41.49322	-8.47693
21.81320	-41.30948	-8.53625
21.82320	-41.12437	-8.60373
21.83320	-40.94127	-8.66538
21.84320	-40.75642	-8.73401
21.85320	-40.56690	-8.78635
21.86320	-40.37936	-8.84568
21.87320	-40.19651	-8.90849
21.88320	-40.01057	-8.97363
21.89320	-39.83318	-9.05624
21.90320	-39.64037	-9.09694
21.91320	-39.45902	-9.16557
21.92320	-39.27167	-9.22606
21.93320	-39.08388	-9.27142
21.94320	-38.89841	-9.33889
21.95320	-38.70999	-9.38192
21.96320	-38.52510	-9.45172
21.97320	-38.33638	-9.49358
21.98320	-38.14584	-9.54243
21.99320	-37.96025	-9.59594
22.00320	-37.76788	-9.63780
22.01320	-37.57615	-9.68200
22.02320	-37.38869	-9.74248
22.03320	-37.20308	-9.79599
22.04320	-37.01016	-9.83553
22.05320	-36.82485	-9.89020
22.06320	-36.62989	-9.92159
22.07320	-36.44399	-9.97393
22.08320	-36.25762	-10.03907
22.09320	-36.06876	-10.07977
22.10320	-35.87392	-10.11117
22.11320	-35.68453	-10.14954
22.12320	-35.49293	-10.19373
22.13320	-35.30759	-10.24840
22.14320	-35.11911	-10.30540
22.15320	-34.93062	-10.34727
22.16320	-34.74239	-10.40543
22.17320	-34.55697	-10.46009
22.18300	-34.37402	-10.52524
22.19300	-34.18845	-10.59503
22.20300	-34.00649	-10.66483
22.21300	-33.82351	-10.74627
22.22300	-33.64221	-10.81956
22.23300	-33.45474	-10.88237
22.24300	-33.27223	-10.95101
22.25300	-33.07188	-10.95796
22.26320	-32.88379	-11.01845
22.27320	-32.70433	-11.10105
22.28300	-32.53183	-11.19878
22.29300	-32.34276	-11.25577
22.30300	-32.15602	-11.30695
22.31300	-31.97021	-11.37908
22.32300	-31.78392	-11.43258
22.33300	-31.59392	-11.48609
22.34300	-31.40782	-11.54076
22.35300	-31.21501	-11.58146
22.36300	-31.03035	-11.64311
22.37300	-30.83776	-11.68497
22.38300	-30.65302	-11.74663
22.39300	-30.46334	-11.80246
22.40300	-30.27558	-11.85014
22.41300	-30.08877	-11.90248
22.42300	-29.90097	-11.95017
22.43300	-29.71162	-12.00833
22.44300	-29.52495	-12.06183
22.45300	-29.33856	-12.13512
22.46300	-29.15480	-12.20376
22.47300	-28.96893	-12.28054
22.48300	-28.78065	-12.32706
22.49320	-28.59575	-12.40966
22.50320	-28.43792	-12.61330
22.51300	-28.23471	-12.58417
22.52300	-28.04238	-12.61091
22.53300	-27.84134	-12.61088
22.54300	-27.64647	-12.62365
22.55300	-27.44818	-12.61780
22.56300	-27.24826	-12.60264
22.57300	-27.04549	-12.59097
22.58300	-26.84713	-12.58279
22.59300	-26.64335	-12.56413
22.60300	-26.44293	-12.54315
22.61320	-26.22536	-12.46631
22.62320	-26.05311	-12.60128
22.63300	-25.85624	-12.57798
22.64300	-25.65732	-12.56281
22.65300	-25.45349	-12.53951
22.66300	-25.25766	-12.54064
22.67300	-25.05091	-12.49871
22.68300	-24.85176	-12.47889
22.69300	-24.65051	-12.46722
22.70300	-24.45202	-12.44973
22.71300	-24.25024	-12.43341
22.72320	-24.05030	-12.40545
22.73320	-23.85147	-12.38330
22.74340	-23.64258	-12.32043
22.75340	-23.45433	-12.38440
22.76360	-23.28184	-12.57058
22.77340	-23.14791	-12.93483
22.78340	-22.96864	-13.03838
22.79340	-22.77489	-13.07326
22.80320	-22.57548	-13.02435
22.81320	-22.37497	-12.99057
22.82320	-22.17516	-12.96028
22.83340	-21.96881	-12.93348
22.84340	-21.76758	-12.89155
22.85320	-21.57529	-12.90897
22.86320	-21.37726	-12.88683
22.87320	-21.18054	-12.87284
22.88340	-20.97584	-12.82741
22.89340	-20.77959	-12.84018
22.90320	-20.58993	-12.84830
22.91320	-20.39150	-12.84478
22.92320	-20.19451	-12.82496
22.93320	-19.99956	-12.81911
22.94320	-19.80248	-12.79697
22.95320	-19.60335	-12.78530
22.96320	-19.40622	-12.76083
22.97340	-19.19945	-12.71657
22.98320	-19.00832	-12.70840
22.99320	-18.80995	-12.67112
23.00340	-18.60876	-12.63850
23.01340	-18.42298	-12.72692
23.02320	-18.22214	-12.63844
23.03320	-18.02334	-12.62212
23.04320	-17.82794	-12.60347
23.05320	-17.62726	-12.56968
23.06340	-17.42965	-12.56034
23.07340	-17.24216	-12.60570
23.08340	-17.04131	-12.53700
23.09340	-16.84558	-12.54163
23.10320	-16.65957	-12.56837
23.11320	-16.45946	-12.53342
23.12320	-16.26320	-12.49964
23.13320	-16.06519	-12.48099
23.14320	-15.86757	-12.43208
23.15340	-15.67213	-12.46812
23.16340	-15.48217	-12.48904
23.17320	-15.28859	-12.44129
23.18340	-15.08740	-12.42148
23.19320	-14.89308	-12.39817
23.20320	-14.70052	-12.39116
23.21360	INVALID	INVALID
23.22560	INVALID	INVALID
23.23460	-12.70611	 1.97268
23.24380	-12.53205	 2.08676
23.25380	-12.34797	 2.20899
23.26340	-12.17442	 2.29048
23.27320	-12.00038	 2.31029
23.28320	-11.82371	 2.36036
23.29320	-11.64920	 2.35224
23.30300	-11.47792	 2.38020
23.31300	-11.30632	 2.33950
23.32300	-11.13239	 2.36280
23.33300	-10.95685	 2.36865
23.34300	-10.78099	 2.37915
23.35300	-10.61082	 2.35939
23.36300	-10.43645	 2.35244
23.37300	-10.26063	 2.36410
23.38300	-10.08816	 2.37460
