13.31340	-50.89558	-5.91263
13.32340	-50.68662	-5.91495
13.33340	-50.48290	-5.93123
13.34340	-50.28732	-5.95915
13.35340	-50.07972	-5.96379
13.36320	-49.88405	-5.98008
13.37340	-49.68251	-6.01149
13.38340	-49.48537	-6.03359
13.39340	-49.29113	-6.07432
13.40340	-49.09207	-6.10107
13.41340	-48.89312	-6.12783
13.42320	-48.70347	-6.15925
13.43320	-48.51563	-6.21743
13.44320	-48.32676	-6.26165
13.45320	-48.13658	-6.31285
13.46340	-47.94545	-6.37220
13.47320	-47.76069	-6.42806
13.48340	-47.57336	-6.48741
13.49320	-47.38904	-6.54443
13.50320	-47.19392	-6.58050
13.51340	-47.00524	-6.64683
13.52340	-46.82370	-6.71200
13.53340	-46.63684	-6.77251
13.54320	-46.45673	-6.83070
13.55320	-46.26682	-6.88190
13.56320	-46.07809	-6.93659
13.57320	-45.89355	-7.00409
13.58320	-45.71085	-7.06576
13.59320	-45.52290	-7.12279
13.60320	-45.33534	-7.16933
13.61320	-45.14892	-7.23101
13.62320	-44.96212	-7.29152
13.63320	-44.76757	-7.32759
13.64320	-44.58381	-7.38578
13.65320	-44.39668	-7.44513
13.66320	-44.21064	-7.50797
13.67320	-44.02786	-7.58128
13.68320	-43.84733	-7.64994
13.69320	-43.65693	-7.69882
13.70320	-43.47120	-7.76282
13.71320	-43.28688	-7.83148
13.72320	-43.10485	-7.89549
13.73320	-42.91413	-7.94320
13.74320	-42.72555	-7.99789
13.75320	-42.54152	-8.06771
13.76320	-42.36186	-8.13987
13.77320	-42.17809	-8.21086
13.78320	-41.99153	-8.27253
13.79320	-41.80530	-8.33537
13.80320	-41.62177	-8.40753
13.81320	-41.43922	-8.48317
13.82320	-41.26032	-8.55882
13.83320	-41.07228	-8.61584
13.84320	-40.88490	-8.67519
13.85320	-40.70084	-8.74617
13.86320	-40.51680	-8.80436
13.87320	-40.32838	-8.86022
13.88320	-40.14159	-8.92189
13.89320	-39.95478	-8.98357
13.90320	-39.77782	-9.06736
13.91320	-39.58739	-9.11624
13.92320	-39.40146	-9.18141
13.93320	-39.21135	-9.23144
13.94320	-39.01966	-9.27566
13.95320	-38.83715	-9.35363
13.96320	-38.64979	-9.40018
13.97320	-38.46125	-9.45603
13.98320	-38.27113	-9.50607
13.99320	-38.07886	-9.54796
14.00320	-37.89462	-9.60615
14.01320	-37.70452	-9.65618
14.02320	-37.51047	-9.69109
14.03320	-37.32312	-9.75160
14.04320	-37.13273	-9.80048
14.05320	-36.94175	-9.84702
14.06320	-36.75286	-9.90171
14.07320	-36.55625	-9.92614
14.08320	-36.37431	-9.99364
14.09320	-36.18686	-10.05415
14.10320	-35.99385	-10.09255
14.11320	-35.79797	-10.11931
14.12320	-35.60590	-10.16120
14.13320	-35.41385	-10.20309
14.14320	-35.22947	-10.26127
14.15320	-35.04083	-10.31713
14.16320	-34.84991	-10.36368
14.17320	-34.66431	-10.43234
14.18320	-34.47113	-10.46957
14.19320	-34.28849	-10.55103
14.20320	-34.10696	-10.62202
14.21320	-33.92086	-10.68952
14.22320	-33.73634	-10.76400
14.23320	-33.55281	-10.84314
14.24320	-33.36731	-10.91413
14.25320	-33.18228	-10.98744
14.26320	-32.97355	-10.95717
14.27340	-32.79195	-11.06191
14.28320	-32.61647	-11.14570
14.29320	-32.43251	-11.22484
14.30320	-32.24223	-11.27604
14.31320	-32.05400	-11.33655
14.32320	-31.86494	-11.39357
14.33320	-31.67789	-11.45991
14.34320	-31.49216	-11.51576
14.35320	-31.29947	-11.55649
14.36320	-31.10828	-11.60420
14.37320	-30.92055	-11.66820
14.38320	-30.73272	-11.71475
14.39320	-30.54293	-11.76944
14.40320	-30.35749	-11.82763
14.41320	-30.16352	-11.86253
14.42320	-29.97413	-11.91955
14.43320	-29.78492	-11.97774
14.44320	-29.59767	-12.02777
14.45320	-29.41050	-12.09644
14.46320	-29.22394	-12.16859
14.47320	-29.03707	-12.23958
14.48340	-28.85310	-12.32570
14.49340	-28.65050	-12.31754
14.50340	-28.50681	-12.59222
14.51320	-28.31066	-12.59919
14.52320	-28.10960	-12.59917
14.53320	-27.90976	-12.60498
14.54320	-27.71255	-12.60497
14.55320	-27.51355	-12.61427
14.56320	-27.31501	-12.60611
14.57320	-27.11532	-12.61075
14.58320	-26.91165	-12.59328
14.59320	-26.70749	-12.57231
14.60320	-26.50671	-12.54902
14.61320	-26.29763	-12.49896
14.62340	-26.10262	-12.54667
14.63320	-25.91690	-12.60602
14.64320	-25.71392	-12.56759
14.65320	-25.51259	-12.55827
14.66320	-25.31441	-12.54545
14.67320	-25.10932	-12.51285
14.68320	-24.90700	-12.49538
14.69320	-24.70284	-12.46627
14.70320	-24.50620	-12.45927
14.71320	-24.30468	-12.44413
14.72320	-24.10460	-12.41502
14.73320	-23.90261	-12.39522
14.74320	-23.69622	-12.34748
14.75340	-23.49057	-12.32535
14.76340	-23.31922	-12.47200
14.77360	-23.17717	-12.85143
14.78340	-23.01509	-13.03998
14.79340	-22.82090	-13.07139
14.80320	-22.62336	-13.03414
14.81320	-22.42019	-13.00619
14.82320	-22.21523	-12.96544
14.83340	-22.00861	-12.93633
14.84340	-21.80764	-12.89558
14.85340	-21.61132	-12.90953
14.86320	-21.41834	-12.89671
14.87320	-21.21725	-12.87691
14.88340	-21.01329	-12.83616
14.89340	-20.81497	-12.83382
14.90320	-20.62624	-12.84778
14.91320	-20.42807	-12.84544
14.92320	-20.22773	-12.82680
14.93320	-20.02832	-12.81399
14.94320	-19.83213	-12.79768
14.95320	-19.63419	-12.79417
14.96320	-19.43621	-12.76273
14.97340	-19.22999	-12.72198
14.98320	-19.03788	-12.70568
14.99320	-18.83858	-12.68820
15.00340	-18.63345	-12.62418
15.01340	-18.44824	-12.71611
15.02320	-18.25084	-12.65441
15.03320	-18.04996	-12.62065
15.04320	-17.85193	-12.60899
15.05320	-17.65176	-12.57872
15.06340	-17.45091	-12.54146
15.07340	-17.26231	-12.60663
15.08320	-17.06634	-12.54842
15.09340	-16.86311	-12.51814
15.10340	-16.67579	-12.56353
15.11320	-16.48079	-12.54140
15.12320	-16.28474	-12.50879
15.13320	-16.08606	-12.48317
15.14320	-15.89042	-12.45174
15.15340	-15.69007	-12.44125
15.16340	-15.50383	-12.49594
15.17320	-15.30604	-12.44122
15.18340	-15.10960	-12.43190
15.19340	-14.91014	-12.39231
15.20320	-14.72147	-12.38764
15.21340	INVALID	INVALID
15.22560	INVALID	INVALID
15.23460	-12.72435	 1.95339
15.24400	-12.54681	 2.07096
15.25380	-12.36642	 2.18853
15.26340	-12.19118	 2.28864
15.27320	-12.01798	 2.30029
15.28320	-11.84106	 2.35384
15.29320	-11.66602	 2.35269
15.30300	-11.49452	 2.38413
15.31300	-11.32282	 2.34573
15.32300	-11.14929	 2.36553
15.33300	-10.97345	 2.37601
15.34300	-10.80211	 2.37137
15.35300	-10.62800	 2.36207
15.36300	-10.45737	 2.34928
15.37300	-10.28155	 2.36209
15.38300	-10.10925	 2.37141
15.39300	-9.93596	 2.35280
15.40300	-9.76618	 2.32953
15.41300	-9.59031	 2.34584
