-90.000000, -90.000000, 0.000000, 0.000000, 90.000000, 90.000000
0.000000, -5.000000, 5.000000, -90.000000, 90.000000, -0.000000
0.000000, -5.000000, 5.000000, -60.000000, 90.000000, -0.000000
0.000000, -4.990000, 4.990000, -120.000000, 90.000000, -0.000000
0.000000, -5.000000, 5.000000, -90.000000, 45.000000, -0.000000
0.000000, -5.000000, 4.990000, -89.990000, 0.000000, 0.000000
0.000000, -5.000000, 5.000000, -90.000000, -45.000000, -0.000000
0.000000, -5.000000, 5.000000, -100.000000, -90.000000, -0.000000
0.000000, -4.990000, 4.990000, -119.990000, -90.000000, -0.000000
0.000000, -4.990000, 4.990000, -90.000000, -140.000000, -0.000000
0.000000, -4.990000, 4.990000, -90.000000, 90.000000, -0.000000
-50.000000, -4.990000, 4.980000, -90.000000, 90.000000, 50.000000
-57.385287, -38.137648, 33.740081, -65.806124, 62.111448, 52.436211
-45.254432, -30.088239, 29.544370, -61.713291, 109.108293, 57.665904
-38.236853, -20.709294, 58.485501, -41.253570, 121.439805, 87.279559
-22.299735, -65.617091, 68.210987, -9.162962, 151.805069, 84.072918
-90.000000, -4.980000, 4.980000, -89.990000, 90.000000, 90.000000
-90.000000, -4.970000, 4.970000, -149.970000, 90.000000, 90.000000
-89.990000, -4.960000, 4.960000, 30.050000, 79.990000, 89.990000
-90.000000, -4.970000, 4.970000, -89.980000, 60.000000, 90.000000
-90.000000, -4.970000, 4.970000, -89.980000, 119.970000, 90.000000
-130.000000, -4.970000, 4.970000, -90.000000, 90.000000, 130.000000
-180.000000, -4.970000, 4.970000, -90.000000, 90.000000, 180.000000
-180.000000, -4.970000, 4.970000, -90.000000, 40.000000, 180.000000
-180.000000, -4.970000, 4.970000, -90.000000, 125.000000, 180.000000
-180.000000, -4.970000, 4.970000, -125.000000, 90.000000, 180.000000
-180.000000, -4.970000, 4.970000, -55.000000, 90.000000, 180.000000
# -180.000000, -16.967097, 5.883098, -75.022815, 90.000000, 180.000000
-230.000000, -4.970000, 4.970000, -90.000000, 90.000000, 230.000000
-270.000000, -4.970000, 4.970000, -90.000000, 90.000000, 270.000000
-270.000000, -4.970000, 4.970000, -90.000000, 120.000000, 270.000000
-270.000000, -4.970000, 4.970000, -89.990000, 59.980000, 270.000000
-270.000000, -4.970000, 4.970000, -20.000000, 110.000000, 270.000000
-270.000000, -4.970000, 4.970000, 70.000000, 90.000000, 270.000000
-320.000000, 1.252872, 5.656583, -93.909455, 90.000000, 320.000000
-308.104765, -100.769757, 102.106810, -91.337053, 90.000000, 308.104765
-303.623362, -102.047791, 97.833666, -69.352996, 113.045393, 306.995629
-312.713344, -96.793861, 102.341515, -118.865847, 66.792081, 317.565862
# insert 036b
-307.992500, -100.816377, 102.053574, -90.848196, 90.491104, 308.001718
-210.195987, -100.182336, -101.693658, 111.875994, 90.000000, 210.195987
-226.395967, -121.644781, -65.221365, 117.407228, 69.775839, 222.694114
# insert 037b2
-230.576471, -120.237430, -74.681861, 101.403962, 94.265471, 230.445517
-150.241400, -77.032962, -90.136212, 120.071011, 40.026359, 129.488205
# insert 037d
-172.163992, -80.859641, -98.327603, 89.323334, 89.011240, 172.162818
177.906521, -7.899128, -126.582762, 44.481890, 90.000000, -177.906521
180.114585, -40.224723, -103.238738, 13.933566, 87.269136, -183.275266
181.950000, -33.830000, -109.710000, 83.550000, 90.000000, -181.950000
-90.000000, -90.000000, 0.000000, 0.000000, 90.000000, 90.000000
