    Joint0	    Joint1	    Joint2	    Joint3	    Joint4	    Joint5	
 -1.794649	 -0.929467	  0.533679	 -1.197925	  1.602435	  0.428214	
 -1.796949	 -0.929492	  0.533656	 -1.197961	  1.602447	  0.430373	
 -1.799237	 -0.929455	  0.533656	 -1.197901	  1.602459	  0.432471	
 -1.801585	 -0.929516	  0.533668	 -1.197925	  1.602459	  0.434605	
 -1.803944	 -0.929504	  0.533691	 -1.197901	  1.602435	  0.436763	
 -1.806328	 -0.929480	  0.533668	 -1.197936	  1.602435	  0.438933	
 -1.808724	 -0.929480	  0.533679	 -1.197913	  1.602447	  0.441116	
 -1.811132	 -0.929480	  0.533679	 -1.197913	  1.602423	  0.443406	
 -1.813551	 -0.929443	  0.533668	 -1.197913	  1.602435	  0.445756	
 -1.816139	 -0.929467	  0.533668	 -1.197949	  1.602423	  0.448118	
 -1.818666	 -0.929504	  0.533679	 -1.197961	  1.602435	  0.450624	
 -1.821349	 -0.929480	  0.533668	 -1.197913	  1.602435	  0.453034	
 -1.824117	 -0.929492	  0.533668	 -1.197949	  1.602411	  0.455492	
 -1.826896	 -0.929455	  0.533656	 -1.197925	  1.602423	  0.458070	
 -1.829723	 -0.929443	  0.533691	 -1.197936	  1.602435	  0.460696	
 -1.832633	 -0.929455	  0.533691	 -1.197925	  1.602447	  0.463334	
 -1.835544	 -0.929492	  0.533656	 -1.197913	  1.602447	  0.466128	
 -1.838407	 -0.929480	  0.533679	 -1.197913	  1.602459	  0.468766	
 -1.841342	 -0.929467	  0.533668	 -1.197925	  1.602483	  0.471451	
 -1.844169	 -0.929492	  0.533668	 -1.197949	  1.602459	  0.474149	
 -1.847092	 -0.929492	  0.533704	 -1.197925	  1.602447	  0.476955	
 -1.850087	 -0.929480	  0.533668	 -1.197901	  1.602447	  0.479772	
 -1.853082	 -0.929480	  0.533668	 -1.197936	  1.602435	  0.482650	
 -1.856184	 -0.929480	  0.533668	 -1.197936	  1.602399	  0.485468	
 -1.859395	 -0.929480	  0.533679	 -1.197901	  1.602411	  0.488382	
 -1.862653	 -0.929467	  0.533668	 -1.197889	  1.602411	  0.491403	
 -1.865528	 -0.929467	  0.533704	 -1.197949	  1.602399	  0.494437	
 -1.869038	 -0.929480	  0.533656	 -1.197901	  1.602459	  0.497518	
 -1.872297	 -0.929492	  0.533704	 -1.197925	  1.602423	  0.500492	
 -1.875591	 -0.929467	  0.533704	 -1.197913	  1.602495	  0.503478	
 -1.878897	 -0.929480	  0.533691	 -1.197936	  1.602447	  0.506607	
 -1.882192	 -0.929480	  0.533668	 -1.197961	  1.602435	  0.509629	
 -1.885582	 -0.929504	  0.533644	 -1.197949	  1.602399	  0.512794	
 -1.888936	 -0.929492	  0.533656	 -1.197889	  1.602387	  0.516008	
 -1.892362	 -0.929480	  0.533668	 -1.197925	  1.602411	  0.519089	
 -1.895921	 -0.929467	  0.533656	 -1.197925	  1.602399	  0.522339	
 -1.899431	 -0.929492	  0.533679	 -1.197865	  1.602435	  0.525732	
 -1.903001	 -0.929480	  0.533656	 -1.197949	  1.602435	  0.529113	
 -1.906631	 -0.929480	  0.533691	 -1.197936	  1.602459	  0.532423	
 -1.910321	 -0.929492	  0.533691	 -1.197913	  1.602459	  0.535768	
 -1.913951	 -0.929504	  0.533691	 -1.197925	  1.602483	  0.539221	
 -1.917665	 -0.929516	  0.533656	 -1.197901	  1.602423	  0.542615	
 -1.921439	 -0.929492	  0.533704	 -1.197925	  1.602351	  0.546152	
 -1.925200	 -0.929504	  0.533679	 -1.197889	  1.602351	  0.549713	
 -1.929034	 -0.929467	  0.533679	 -1.197901	  1.602399	  0.553311	
 -1.932880	 -0.929467	  0.533668	 -1.197913	  1.602435	  0.556956	
 -1.936846	 -0.929443	  0.533691	 -1.197925	  1.602435	  0.560625	
 -1.940859	 -0.929492	  0.533704	 -1.197901	  1.602435	  0.564342	
 -1.944957	 -0.929455	  0.533691	 -1.197913	  1.602435	  0.567999	
 -1.949102	 -0.929480	  0.533704	 -1.197961	  1.602435	  0.571848	
 -1.953331	 -0.929467	  0.533691	 -1.197913	  1.602399	  0.575757	
 -1.957656	 -0.929492	  0.533679	 -1.197901	  1.602387	  0.579726	
 -1.961933	 -0.929480	  0.533644	 -1.197925	  1.602411	  0.583707	
 -1.966295	 -0.929480	  0.533691	 -1.197936	  1.602411	  0.587832	
 -1.970668	 -0.929480	  0.533679	 -1.197925	  1.602411	  0.592089	
 -1.975221	 -0.929431	  0.533691	 -1.197901	  1.602411	  0.596202	
 -1.979786	 -0.929467	  0.533668	 -1.197925	  1.602423	  0.600482	
 -1.984482	 -0.929516	  0.533656	 -1.197925	  1.602411	  0.604715	
 -1.989274	 -0.929480	  0.533679	 -1.197913	  1.602447	  0.609128	
 -1.993983	 -0.929467	  0.533679	 -1.197913	  1.602411	  0.613601	
 -1.998692	 -0.929480	  0.533656	 -1.197901	  1.602423	  0.618265	
 -2.003640	 -0.929455	  0.533679	 -1.197925	  1.602471	  0.622894	
 -2.008601	 -0.929504	  0.533668	 -1.197913	  1.602459	  0.627390	
 -2.013741	 -0.929455	  0.533656	 -1.197913	  1.602483	  0.632067	
 -2.018845	 -0.929504	  0.533668	 -1.197925	  1.602447	  0.636719	
 -2.024034	 -0.929492	  0.533668	 -1.197925	  1.602351	  0.641408	
 -2.029234	 -0.929480	  0.533668	 -1.197949	  1.602411	  0.646288	
 -2.034530	 -0.929467	  0.533668	 -1.197949	  1.602423	  0.651313	
 -2.039886	 -0.929467	  0.533716	 -1.197936	  1.602447	  0.656289	
 -2.045362	 -0.929455	  0.533679	 -1.197901	  1.602423	  0.661337	
 -2.050839	 -0.929467	  0.533691	 -1.197889	  1.602423	  0.666361	
 -2.056338	 -0.929467	  0.533656	 -1.197936	  1.602411	  0.671421	
 -2.061838	 -0.929480	  0.533691	 -1.197925	  1.602411	  0.676662	
 -2.067482	 -0.929492	  0.533691	 -1.197901	  1.602447	  0.682106	
 -2.073210	 -0.929443	  0.533668	 -1.197925	  1.602423	  0.687466	
 -2.078986	 -0.929492	  0.533691	 -1.197877	  1.602387	  0.692526	
 -2.084798	 -0.929504	  0.533668	 -1.197913	  1.602387	  0.697802	
 -2.090502	 -0.929467	  0.533679	 -1.197901	  1.602423	  0.703139	
 -2.096302	 -0.929467	  0.533656	 -1.197901	  1.602447	  0.708475	
 -2.102245	 -0.929467	  0.533679	 -1.197901	  1.602435	  0.714159	
 -2.108261	 -0.929455	  0.533716	 -1.197913	  1.602459	  0.719867	
 -2.114301	 -0.929443	  0.533704	 -1.197865	  1.602423	  0.725323	
 -2.120305	 -0.929480	  0.533668	 -1.197925	  1.602387	  0.730839	
 -2.126261	 -0.929443	  0.533656	 -1.197913	  1.602435	  0.736667	
 -2.132420	 -0.929467	  0.533691	 -1.197936	  1.602411	  0.742483	
 -2.138688	 -0.929467	  0.533656	 -1.197913	  1.602471	  0.748370	
 -2.144932	 -0.929443	  0.533691	 -1.197865	  1.602459	  0.754042	
 -2.151140	 -0.929467	  0.533668	 -1.197925	  1.602387	  0.759606	
 -2.157443	 -0.929455	  0.533679	 -1.197913	  1.602399	  0.765410	
 -2.163819	 -0.929443	  0.533668	 -1.197925	  1.602423	  0.771346	
 -2.170375	 -0.929467	  0.533656	 -1.197949	  1.602423	  0.777522	
 -2.176978	 -0.929467	  0.533679	 -1.197889	  1.602435	  0.783614	
 -2.183498	 -0.929455	  0.533656	 -1.197913	  1.602435	  0.789598	
 -2.189958	 -0.929455	  0.533679	 -1.197925	  1.602399	  0.795665	
 -2.196634	 -0.929467	  0.533679	 -1.197936	  1.602447	  0.801913	
 -2.203417	 -0.929492	  0.533704	 -1.197901	  1.602411	  0.808281	
 -2.210201	 -0.929455	  0.533668	 -1.197949	  1.602387	  0.814444	
 -2.216900	 -0.929443	  0.533679	 -1.197925	  1.602435	  0.820512	
 -2.223672	 -0.929467	  0.533704	 -1.197936	  1.602447	  0.826760	
 -2.230612	 -0.929455	  0.533668	 -1.197913	  1.602375	  0.832959	
 -2.237504	 -0.929431	  0.533679	 -1.197901	  1.602399	  0.839519	
 -2.244540	 -0.929455	  0.533691	 -1.197889	  1.602375	  0.846054	
 -2.251384	 -0.929455	  0.533691	 -1.197901	  1.602447	  0.852566	
 -2.258516	 -0.929467	  0.533704	 -1.197913	  1.602447	  0.859197	
 -2.265647	 -0.929431	  0.533668	 -1.197925	  1.602423	  0.865865	
 -2.272851	 -0.929431	  0.533691	 -1.197901	  1.602363	  0.872496	
 -2.279935	 -0.929443	  0.533691	 -1.197961	  1.602387	  0.878972	
 -2.287079	 -0.929455	  0.533679	 -1.197961	  1.602423	  0.885495	
 -2.294463	 -0.929467	  0.533679	 -1.197913	  1.602399	  0.892187	
 -2.301738	 -0.929480	  0.533704	 -1.197901	  1.602447	  0.899130	
 -2.309135	 -0.929431	  0.533679	 -1.197925	  1.602387	  0.906049	
 -2.316362	 -0.929455	  0.533704	 -1.197913	  1.602423	  0.912897	
 -2.323795	 -0.929431	  0.533679	 -1.197901	  1.602399	  0.919756	
 -2.331347	 -0.929455	  0.533668	 -1.197925	  1.602363	  0.926808	
 -2.338935	 -0.929480	  0.533691	 -1.197877	  1.602387	  0.933883	
 -2.346379	 -0.929455	  0.533679	 -1.197913	  1.602459	  0.941018	
 -2.353991	 -0.929467	  0.533691	 -1.197889	  1.602399	  0.947878	
 -2.361747	 -0.929431	  0.533679	 -1.197913	  1.602375	  0.954785	
 -2.369563	 -0.929443	  0.533679	 -1.197936	  1.602375	  0.962004	
 -2.377152	 -0.929419	  0.533704	 -1.197889	  1.602447	  0.969368	
 -2.384908	 -0.929431	  0.533716	 -1.197913	  1.602375	  0.976611	
 -2.392784	 -0.929419	  0.533668	 -1.197925	  1.602387	  0.983974	
 -2.400781	 -0.929443	  0.533691	 -1.197913	  1.602387	  0.991265	
 -2.408609	 -0.929419	  0.533691	 -1.197949	  1.602435	  0.998724	
 -2.416534	 -0.929480	  0.533679	 -1.197865	  1.602351	  1.006087	
 -2.424579	 -0.929431	  0.533691	 -1.197961	  1.602387	  1.013403	
 -2.432767	 -0.929431	  0.533704	 -1.197913	  1.602363	  1.020862	
 -2.440776	 -0.929443	  0.533728	 -1.197901	  1.602435	  1.028465	
 -2.448952	 -0.929419	  0.533704	 -1.197925	  1.602375	  1.036043	
 -2.456182	 -0.929419	  0.533691	 -1.197936	  1.602399	  1.043671	
 -2.464994	 -0.929443	  0.533716	 -1.197936	  1.602375	  1.051418	
 -2.473123	 -0.929480	  0.533716	 -1.197936	  1.602459	  1.059261	
 -2.481552	 -0.929443	  0.533704	 -1.197961	  1.602399	  1.066851	
 -2.490005	 -0.929480	  0.533704	 -1.197936	  1.602435	  1.074515	
 -2.498374	 -0.929467	  0.533691	 -1.197925	  1.602339	  1.082274	
 -2.506827	 -0.929455	  0.533679	 -1.197961	  1.602435	  1.090308	
 -2.515388	 -0.929431	  0.533691	 -1.197936	  1.602411	  1.098355	
 -2.523997	 -0.929431	  0.533728	 -1.197925	  1.602375	  1.106258	
 -2.532582	 -0.929443	  0.533691	 -1.197949	  1.602399	  1.114364	
 -2.541263	 -0.929431	  0.533716	 -1.197936	  1.602387	  1.122616	
 -2.550101	 -0.929431	  0.533691	 -1.197996	  1.602399	  1.130602	
 -2.558962	 -0.929443	  0.533691	 -1.197925	  1.602339	  1.138637	
 -2.567644	 -0.929455	  0.533691	 -1.197936	  1.602435	  1.146863	
 -2.576649	 -0.929431	  0.533704	 -1.197936	  1.602363	  1.155258	
 -2.585631	 -0.929419	  0.533704	 -1.197949	  1.602387	  1.163640	
 -2.594577	 -0.929455	  0.533679	 -1.197949	  1.602399	  1.171891	
 -2.603582	 -0.929455	  0.533716	 -1.197936	  1.602363	  1.180478	
 -2.612792	 -0.929407	  0.533691	 -1.197973	  1.602399	  1.188944	
 -2.622026	 -0.929431	  0.533668	 -1.197936	  1.602315	  1.197231	
 -2.631128	 -0.929431	  0.533704	 -1.197936	  1.602471	  1.205758	
 -2.640422	 -0.929443	  0.533691	 -1.197936	  1.602375	  1.214332	
 -2.649812	 -0.929455	  0.533716	 -1.197901	  1.602411	  1.223170	
 -2.659034	 -0.929419	  0.533704	 -1.197925	  1.602411	  1.231745	
 -2.668400	 -0.929395	  0.533716	 -1.197913	  1.602387	  1.240379	
 -2.677730	 -0.929431	  0.533704	 -1.197985	  1.602435	  1.249181	
 -2.687121	 -0.929455	  0.533679	 -1.197973	  1.602363	  1.257696	
 -2.696451	 -0.929431	  0.533704	 -1.197949	  1.602435	  1.266294	
 -2.705890	 -0.929455	  0.533716	 -1.197949	  1.602411	  1.275036	
 -2.715341	 -0.929419	  0.533704	 -1.197961	  1.602387	  1.284078	
 -2.724612	 -0.929455	  0.533704	 -1.197996	  1.602375	  1.292545	
 -2.734051	 -0.929419	  0.533740	 -1.197913	  1.602351	  1.301359	
 -2.743466	 -0.929419	  0.533704	 -1.197961	  1.602351	  1.310233	
 -2.752750	 -0.929431	  0.533716	 -1.197973	  1.602387	  1.318892	
 -2.762141	 -0.929431	  0.533716	 -1.197949	  1.602387	  1.327394	
 -2.771556	 -0.929455	  0.533691	 -1.197961	  1.602411	  1.336137	
 -2.780888	 -0.929395	  0.533679	 -1.197961	  1.602315	  1.344987	
 -2.790087	 -0.929443	  0.533728	 -1.197936	  1.602387	  1.353765	
 -2.799515	 -0.929443	  0.533716	 -1.197996	  1.602303	  1.362423	
 -2.808883	 -0.929455	  0.533691	 -1.197961	  1.602351	  1.371154	
 -2.818071	 -0.929419	  0.533691	 -1.197996	  1.602435	  1.379692	
 -2.827343	 -0.929443	  0.533740	 -1.197925	  1.602375	  1.388183	
 -2.836591	 -0.929467	  0.533691	 -1.197961	  1.602351	  1.396829	
 -2.845792	 -0.929431	  0.533679	 -1.198008	  1.602363	  1.405475	
 -2.855004	 -0.929419	  0.533751	 -1.197996	  1.602399	  1.414097	
 -2.864204	 -0.929419	  0.533740	 -1.198020	  1.602447	  1.422731	
 -2.873369	 -0.929419	  0.533668	 -1.198020	  1.602351	  1.431030	
 -2.882390	 -0.929467	  0.533656	 -1.198045	  1.602447	  1.439700	
 -2.891506	 -0.929407	  0.533704	 -1.198020	  1.602339	  1.447963	
 -2.900636	 -0.929443	  0.533728	 -1.198020	  1.602411	  1.456321	
 -2.909620	 -0.929395	  0.533679	 -1.198045	  1.602411	  1.464787	
 -2.918618	 -0.929419	  0.533751	 -1.197996	  1.602375	  1.473361	
 -2.927590	 -0.929431	  0.533716	 -1.198020	  1.602375	  1.481648	
 -2.936575	 -0.929407	  0.533716	 -1.198045	  1.602339	  1.489730	
 -2.945357	 -0.929443	  0.533728	 -1.198057	  1.602399	  1.498100	
 -2.954174	 -0.929431	  0.533704	 -1.198045	  1.602375	  1.506267	
 -2.963004	 -0.929480	  0.533716	 -1.198045	  1.602375	  1.514241	
 -2.971654	 -0.929443	  0.533668	 -1.198057	  1.602339	  1.522336	
 -2.980351	 -0.929443	  0.533716	 -1.198045	  1.602351	  1.530550	
 -2.989109	 -0.929431	  0.533716	 -1.198104	  1.602435	  1.538740	
 -2.997855	 -0.929431	  0.533679	 -1.198057	  1.602315	  1.546643	
 -3.006325	 -0.929443	  0.533704	 -1.198068	  1.602375	  1.554654	
 -3.014915	 -0.929419	  0.533716	 -1.198020	  1.602375	  1.562556	
 -3.023517	 -0.929419	  0.533704	 -1.198092	  1.602387	  1.570314	
 -3.032059	 -0.929443	  0.533668	 -1.198020	  1.602315	  1.577989	
 -3.040494	 -0.929419	  0.533691	 -1.198045	  1.602363	  1.585868	
 -3.048988	 -0.929467	  0.533728	 -1.198057	  1.602375	  1.593914	
 -3.057386	 -0.929431	  0.533704	 -1.198033	  1.602375	  1.601732	
 -3.065713	 -0.929419	  0.533691	 -1.198068	  1.602315	  1.609407	
 -3.074003	 -0.929431	  0.533704	 -1.198068	  1.602399	  1.617321	
 -3.082198	 -0.929443	  0.533691	 -1.198068	  1.602399	  1.624840	
 -3.090464	 -0.929443	  0.533716	 -1.198033	  1.602315	  1.632299	
 -3.098611	 -0.929467	  0.533668	 -1.198104	  1.602399	  1.639901	
 -3.106722	 -0.929443	  0.533728	 -1.198045	  1.602363	  1.647456	
 -3.114880	 -0.929455	  0.533691	 -1.198068	  1.602327	  1.655046	
 -3.122956	 -0.929455	  0.533716	 -1.198068	  1.602351	  1.662757	
 -3.130923	 -0.929431	  0.533704	 -1.198080	  1.602387	  1.670107	
 -3.138938	 -0.929443	  0.533691	 -1.198045	  1.602399	  1.677530	
 -3.146869	 -0.929443	  0.533716	 -1.198068	  1.602351	  1.684988	
 -3.154872	 -0.929443	  0.533691	 -1.198045	  1.602339	  1.692327	
 -3.162683	 -0.929431	  0.533728	 -1.198045	  1.602387	  1.699426	
 -3.170506	 -0.929431	  0.533716	 -1.198045	  1.602351	  1.706740	
 -3.178246	 -0.929455	  0.533668	 -1.198068	  1.602363	  1.714091	
 -3.186033	 -0.929431	  0.533668	 -1.198057	  1.602375	  1.721298	
 -3.193628	 -0.929431	  0.533704	 -1.198045	  1.602387	  1.728492	
 -3.201319	 -0.929467	  0.533716	 -1.198057	  1.602363	  1.735435	
 -3.208843	 -0.929431	  0.533704	 -1.198068	  1.602387	  1.742486	
 -3.216427	 -0.929455	  0.533716	 -1.198080	  1.602375	  1.749405	
 -3.223866	 -0.929443	  0.533704	 -1.198092	  1.602399	  1.756455	
 -3.231233	 -0.929455	  0.533668	 -1.198033	  1.602399	  1.763062	
 -3.238673	 -0.929431	  0.533716	 -1.198080	  1.602375	  1.769933	
 -3.245993	 -0.929443	  0.533716	 -1.198045	  1.602399	  1.776852	
 -3.253325	 -0.929443	  0.533716	 -1.198092	  1.602327	  1.783807	
 -3.260500	 -0.929455	  0.533716	 -1.198068	  1.602387	  1.790522	
 -3.267676	 -0.929443	  0.533668	 -1.198057	  1.602339	  1.797105	
 -3.274900	 -0.929443	  0.533716	 -1.198068	  1.602351	  1.803891	
 -3.282124	 -0.929455	  0.533679	 -1.198057	  1.602315	  1.810546	
 -3.289179	 -0.929455	  0.533691	 -1.198092	  1.602339	  1.817177	
 -3.296307	 -0.929455	  0.533704	 -1.198068	  1.602339	  1.823628	
 -3.303291	 -0.929419	  0.533679	 -1.198068	  1.602315	  1.830115	
 -3.310395	 -0.929419	  0.533679	 -1.198045	  1.602327	  1.836745	
 -3.317308	 -0.929455	  0.533691	 -1.198068	  1.602375	  1.843293	
 -3.324183	 -0.929431	  0.533704	 -1.198068	  1.602327	  1.849707	
 -3.331131	 -0.929443	  0.533728	 -1.198045	  1.602375	  1.856134	
 -3.337983	 -0.929431	  0.533728	 -1.198033	  1.602351	  1.862417	
 -3.344847	 -0.929455	  0.533704	 -1.198068	  1.602291	  1.868820	
 -3.351616	 -0.929443	  0.533704	 -1.198068	  1.602315	  1.875223	
 -3.358336	 -0.929395	  0.533679	 -1.198068	  1.602363	  1.881422	
 -3.365140	 -0.929419	  0.533691	 -1.198045	  1.602363	  1.887525	
 -3.370996	 -0.929431	  0.533704	 -1.198068	  1.602375	  1.893772	
 -3.378016	 -0.929431	  0.533691	 -1.198068	  1.602279	  1.900007	
 -3.384592	 -0.929407	  0.533716	 -1.198080	  1.602351	  1.906170	
 -3.391156	 -0.929467	  0.533679	 -1.198045	  1.602363	  1.912357	
 -3.397661	 -0.929455	  0.533668	 -1.198045	  1.602315	  1.918316	
 -3.404177	 -0.929431	  0.533668	 -1.198068	  1.602255	  1.924287	
 -3.410585	 -0.929419	  0.533679	 -1.198068	  1.602339	  1.930246	
 -3.416874	 -0.929419	  0.533679	 -1.198045	  1.602291	  1.936145	
 -3.423222	 -0.929431	  0.533668	 -1.198092	  1.602363	  1.942152	
 -3.429450	 -0.929419	  0.533668	 -1.198117	  1.602303	  1.947799	
 -3.435691	 -0.929443	  0.533716	 -1.198057	  1.602315	  1.953435	
 -3.441823	 -0.929455	  0.533691	 -1.198080	  1.602315	  1.959250	
 -3.447799	 -0.929455	  0.533716	 -1.198068	  1.602315	  1.964741	
 -3.453812	 -0.929431	  0.533704	 -1.198045	  1.602375	  1.970592	
 -3.459716	 -0.929419	  0.533704	 -1.198057	  1.602327	  1.976132	
 -3.465620	 -0.929443	  0.533704	 -1.198068	  1.602315	  1.981587	
 -3.471525	 -0.929455	  0.533691	 -1.198057	  1.602339	  1.986947	
 -3.477141	 -0.929407	  0.533716	 -1.198068	  1.602315	  1.992138	
 -3.482805	 -0.929407	  0.533716	 -1.198045	  1.602375	  1.997558	
 -3.488398	 -0.929383	  0.533716	 -1.198057	  1.602339	  2.002820	
 -3.493918	 -0.929443	  0.533704	 -1.198068	  1.602327	  2.007928	
 -3.499439	 -0.929455	  0.533679	 -1.198045	  1.602315	  2.012832	
 -3.504767	 -0.929395	  0.533691	 -1.198068	  1.602291	  2.017843	
 -3.510108	 -0.929467	  0.533716	 -1.198057	  1.602315	  2.022808	
 -3.515340	 -0.929371	  0.533679	 -1.198068	  1.602315	  2.027663	
 -3.520500	 -0.929395	  0.533704	 -1.198033	  1.602351	  2.032603	
 -3.525685	 -0.929395	  0.533679	 -1.198068	  1.602351	  2.037471	
 -3.530761	 -0.929359	  0.533716	 -1.198092	  1.602303	  2.042027	
 -3.535706	 -0.929347	  0.533728	 -1.198057	  1.602291	  2.046726	
 -3.540674	 -0.929311	  0.533716	 -1.198068	  1.602315	  2.051306	
 -3.545595	 -0.929263	  0.533728	 -1.198092	  1.602315	  2.055815	
 -3.550455	 -0.929275	  0.533704	 -1.198068	  1.602327	  2.060490	
 -3.555208	 -0.929287	  0.533691	 -1.198092	  1.602327	  2.064938	
 -3.559996	 -0.929347	  0.533691	 -1.198080	  1.602315	  2.069375	
 -3.564749	 -0.929311	  0.533691	 -1.198068	  1.602327	  2.073595	
 -3.569309	 -0.929359	  0.533668	 -1.198080	  1.602363	  2.077827	
 -3.573846	 -0.929311	  0.533679	 -1.198104	  1.602315	  2.081987	
 -3.578430	 -0.929323	  0.533691	 -1.198080	  1.602279	  2.086244	
 -3.582906	 -0.929311	  0.533679	 -1.198068	  1.602351	  2.090367	
 -3.587347	 -0.929311	  0.533716	 -1.198068	  1.602279	  2.094624	
 -3.591763	 -0.929335	  0.533704	 -1.198080	  1.602267	  2.098820	
 -3.596155	 -0.929323	  0.533679	 -1.198057	  1.602267	  2.102872	
 -3.600380	 -0.929311	  0.533704	 -1.198080	  1.602351	  2.106840	
 -3.604592	 -0.929335	  0.533668	 -1.198080	  1.602363	  2.110797	
 -3.608889	 -0.929323	  0.533716	 -1.198068	  1.602303	  2.114729	
 -3.613029	 -0.929347	  0.533679	 -1.198057	  1.602303	  2.118602	
 -3.617134	 -0.929299	  0.533716	 -1.198128	  1.602291	  2.122390	
 -3.621226	 -0.929323	  0.533716	 -1.198033	  1.602291	  2.126179	
 -3.625378	 -0.929311	  0.533679	 -1.198080	  1.602303	  2.129919	
 -3.629315	 -0.929335	  0.533668	 -1.198117	  1.602303	  2.133672	
 -3.633335	 -0.929323	  0.533728	 -1.198068	  1.602231	  2.137281	
 -3.637260	 -0.929311	  0.533691	 -1.198080	  1.602291	  2.140913	
 -3.641148	 -0.929311	  0.533704	 -1.198068	  1.602351	  2.144498	
 -3.645025	 -0.929323	  0.533691	 -1.198057	  1.602303	  2.148118	
 -3.648769	 -0.929323	  0.533679	 -1.198080	  1.602315	  2.151727	
 -3.652538	 -0.929323	  0.533679	 -1.198080	  1.602255	  2.155252	
 -3.656390	 -0.929287	  0.533704	 -1.198092	  1.602279	  2.158788	
 -3.659978	 -0.929311	  0.533716	 -1.198068	  1.602255	  2.162253	
 -3.663711	 -0.929311	  0.533691	 -1.198068	  1.602255	  2.165682	
 -3.667299	 -0.929287	  0.533691	 -1.198080	  1.602303	  2.168967	
 -3.670960	 -0.929335	  0.533691	 -1.198080	  1.602315	  2.172323	
 -3.674548	 -0.929323	  0.533668	 -1.198068	  1.602315	  2.175620	
 -3.678052	 -0.929323	  0.533691	 -1.198092	  1.602267	  2.178845	
 -3.681509	 -0.929347	  0.533668	 -1.198092	  1.602279	  2.182166	
 -3.685037	 -0.929335	  0.533679	 -1.198068	  1.602315	  2.185343	
 -3.688493	 -0.929323	  0.533679	 -1.198057	  1.602279	  2.188472	
 -3.691866	 -0.929359	  0.533679	 -1.198080	  1.602303	  2.191649	
 -3.695190	 -0.929299	  0.533691	 -1.198068	  1.602315	  2.194766	
 -3.698479	 -0.929335	  0.533704	 -1.198068	  1.602303	  2.197667	
 -3.701707	 -0.929323	  0.533691	 -1.198104	  1.602291	  2.200628	
 -3.704851	 -0.929359	  0.533668	 -1.198140	  1.602315	  2.203601	
 -3.708043	 -0.929347	  0.533679	 -1.198080	  1.602279	  2.206527	
 -3.711152	 -0.929347	  0.533679	 -1.198080	  1.602267	  2.209512	
 -3.714140	 -0.929347	  0.533679	 -1.198068	  1.602291	  2.212425	
 -3.717249	 -0.929347	  0.533691	 -1.198104	  1.602315	  2.215254	
 -3.720309	 -0.929311	  0.533704	 -1.198068	  1.602255	  2.218107	
 -3.723309	 -0.929335	  0.533704	 -1.198080	  1.602327	  2.220973	
 -3.726202	 -0.929311	  0.533668	 -1.198092	  1.602339	  2.223730	
 -3.729118	 -0.929335	  0.533679	 -1.198068	  1.602291	  2.226439	
 -3.731963	 -0.929335	  0.533704	 -1.198068	  1.602303	  2.229028	
 -3.734747	 -0.929347	  0.533716	 -1.198104	  1.602339	  2.231606	
 -3.737471	 -0.929311	  0.533691	 -1.198068	  1.602267	  2.234136	
 -3.740099	 -0.929347	  0.533704	 -1.198104	  1.602255	  2.236569	
 -3.742728	 -0.929347	  0.533668	 -1.198068	  1.602315	  2.239063	
 -3.745404	 -0.929335	  0.533668	 -1.198092	  1.602255	  2.241508	
 -3.747996	 -0.929335	  0.533668	 -1.198080	  1.602279	  2.243942	
 -3.750685	 -0.929323	  0.533716	 -1.198080	  1.602279	  2.246256	
 -3.753229	 -0.929323	  0.533704	 -1.198068	  1.602303	  2.248605	
 -3.755713	 -0.929335	  0.533679	 -1.198057	  1.602279	  2.250919	
 -3.758113	 -0.929347	  0.533704	 -1.198068	  1.602339	  2.253185	
 -3.760429	 -0.929347	  0.533716	 -1.198068	  1.602339	  2.255402	
 -3.762710	 -0.929311	  0.533668	 -1.198080	  1.602315	  2.257549	
 -3.764882	 -0.929299	  0.533716	 -1.198104	  1.602303	  2.259658	
 -3.767042	 -0.929335	  0.533679	 -1.198057	  1.602255	  2.261612	
 -3.769154	 -0.929347	  0.533679	 -1.198068	  1.602255	  2.263626	
 -3.771291	 -0.929335	  0.533679	 -1.198080	  1.602279	  2.265640	
 -3.773391	 -0.929347	  0.533716	 -1.198068	  1.602255	  2.267546	
 -3.775431	 -0.929335	  0.533679	 -1.198104	  1.602303	  2.269440	
 -3.777447	 -0.929311	  0.533704	 -1.198057	  1.602315	  2.271322	
 -3.779523	 -0.929359	  0.533691	 -1.198080	  1.602279	  2.273121	
 -3.781468	 -0.929335	  0.533679	 -1.198068	  1.602279	  2.274847	
 -3.783304	 -0.929335	  0.533716	 -1.198080	  1.602291	  2.276597	
 -3.785116	 -0.929335	  0.533691	 -1.198068	  1.602255	  2.278203	
 -3.786808	 -0.929371	  0.533679	 -1.198092	  1.602315	  2.279858	
 -3.788249	 -0.929359	  0.533704	 -1.198080	  1.602291	  2.281416	
 -3.789881	 -0.929323	  0.533691	 -1.198104	  1.602291	  2.282963	
 -3.791393	 -0.929311	  0.533691	 -1.198068	  1.602279	  2.284389	
 -3.792893	 -0.929347	  0.533679	 -1.198117	  1.602291	  2.285876	
 -3.794357	 -0.929359	  0.533691	 -1.198080	  1.602291	  2.287302	
 -3.795797	 -0.929347	  0.533691	 -1.198057	  1.602267	  2.288573	
 -3.797166	 -0.929347	  0.533716	 -1.198104	  1.602303	  2.289891	
