    Joint0	    Joint1	    Joint2	    Joint3	    Joint4	    Joint5	
 -5.887519	 -0.929347	  0.533584	 -1.197721	  1.602279	  4.394285	
 -5.892668	 -0.929347	  0.533620	 -1.197829	  1.602279	  4.399386	
 -5.897818	 -0.929335	  0.533644	 -1.197769	  1.602339	  4.404596	
 -5.902907	 -0.929311	  0.533668	 -1.197757	  1.602315	  4.409698	
 -5.907912	 -0.929299	  0.533596	 -1.197817	  1.602303	  4.414728	
 -5.912833	 -0.929335	  0.533620	 -1.197841	  1.602315	  4.419638	
 -5.917779	 -0.929299	  0.533596	 -1.197781	  1.602255	  4.424680	
 -5.922568	 -0.929311	  0.533620	 -1.197769	  1.602279	  4.429543	
 -5.927406	 -0.929311	  0.533572	 -1.197817	  1.602363	  4.434286	
 -5.932195	 -0.929335	  0.533632	 -1.197733	  1.602327	  4.439112	
 -5.936937	 -0.929323	  0.533572	 -1.197793	  1.602267	  4.443842	
 -5.941571	 -0.929335	  0.533620	 -1.197733	  1.602255	  4.448465	
 -5.946193	 -0.929335	  0.533632	 -1.197841	  1.602315	  4.453351	
 -5.950791	 -0.929359	  0.533620	 -1.197721	  1.602315	  4.457854	
 -5.955341	 -0.929311	  0.533584	 -1.197841	  1.602267	  4.462430	
 -5.959783	 -0.929335	  0.533644	 -1.197709	  1.602279	  4.466945	
 -5.964273	 -0.929311	  0.533632	 -1.197852	  1.602303	  4.471543	
 -5.968668	 -0.929335	  0.533584	 -1.197745	  1.602279	  4.475855	
 -5.973074	 -0.929323	  0.533632	 -1.197841	  1.602267	  4.480166	
 -5.977444	 -0.929359	  0.533608	 -1.197709	  1.602279	  4.484514	
 -5.981730	 -0.929299	  0.533608	 -1.197901	  1.602279	  4.488957	
 -5.985957	 -0.929335	  0.533584	 -1.197757	  1.602303	  4.493005	
 -5.990172	 -0.929311	  0.533620	 -1.197817	  1.602279	  4.497244	
 -5.994302	 -0.929311	  0.533608	 -1.197733	  1.602339	  4.501461	
 -5.998397	 -0.929335	  0.533620	 -1.197841	  1.602279	  4.505604	
 -6.002468	 -0.929371	  0.533596	 -1.197721	  1.602255	  4.509676	
 -6.006443	 -0.929347	  0.533656	 -1.197793	  1.602315	  4.513916	
 -6.010514	 -0.929323	  0.533572	 -1.197781	  1.602279	  4.518048	
 -6.014417	 -0.929335	  0.533608	 -1.197793	  1.602267	  4.521892	
 -6.018332	 -0.929311	  0.533608	 -1.197745	  1.602291	  4.525845	
 -6.022271	 -0.929359	  0.533632	 -1.197793	  1.602315	  4.529713	
 -6.026127	 -0.929323	  0.533584	 -1.197733	  1.602303	  4.533593	
 -6.029814	 -0.929323	  0.533608	 -1.197781	  1.602327	  4.537293	
 -6.033574	 -0.929287	  0.533608	 -1.197817	  1.602243	  4.541138	
 -6.037309	 -0.929335	  0.533584	 -1.197757	  1.602243	  4.544815	
 -6.041008	 -0.929311	  0.533584	 -1.197805	  1.602303	  4.548659	
 -6.044612	 -0.929359	  0.533644	 -1.197757	  1.602279	  4.552312	
 -6.048264	 -0.929347	  0.533596	 -1.197841	  1.602267	  4.555869	
 -6.051820	 -0.929347	  0.533620	 -1.197781	  1.602327	  4.559426	
 -6.055328	 -0.929347	  0.533620	 -1.197841	  1.602315	  4.563007	
 -6.058860	 -0.929323	  0.533632	 -1.197709	  1.602255	  4.566480	
 -6.062307	 -0.929311	  0.533608	 -1.197852	  1.602291	  4.569953	
 -6.065720	 -0.929311	  0.533632	 -1.197721	  1.602279	  4.573379	
 -6.069036	 -0.929299	  0.533632	 -1.197841	  1.602291	  4.576960	
 -6.072400	 -0.929347	  0.533584	 -1.197721	  1.602267	  4.580229	
 -6.075693	 -0.929323	  0.533572	 -1.197852	  1.602255	  4.583630	
 -6.078889	 -0.929347	  0.533596	 -1.197685	  1.602291	  4.586708	
 -6.082121	 -0.929323	  0.533608	 -1.197841	  1.602327	  4.590002	
 -6.085282	 -0.929311	  0.533608	 -1.197697	  1.602315	  4.593188	
 -6.088455	 -0.929287	  0.533572	 -1.197781	  1.602279	  4.596469	
 -6.091484	 -0.929347	  0.533608	 -1.197697	  1.602315	  4.599439	
 -6.094536	 -0.929263	  0.533584	 -1.197829	  1.602315	  4.602541	
 -6.097505	 -0.929311	  0.533608	 -1.197673	  1.602243	  4.605584	
 -6.100511	 -0.929299	  0.533584	 -1.197817	  1.602267	  4.608674	
 -6.103468	 -0.929323	  0.533608	 -1.197709	  1.602303	  4.611584	
 -6.106365	 -0.929299	  0.533596	 -1.197817	  1.602267	  4.614518	
 -6.109226	 -0.929347	  0.533608	 -1.197673	  1.602279	  4.617260	
 -6.112015	 -0.929287	  0.533620	 -1.197805	  1.602339	  4.620099	
 -6.114793	 -0.929347	  0.533596	 -1.197661	  1.602351	  4.622782	
 -6.117486	 -0.929287	  0.533608	 -1.197817	  1.602303	  4.625561	
 -6.120156	 -0.929323	  0.533596	 -1.197673	  1.602279	  4.628207	
 -6.122394	 -0.929335	  0.533632	 -1.197805	  1.602279	  4.630950	
 -6.125124	 -0.929299	  0.533596	 -1.197649	  1.602303	  4.633501	
 -6.127626	 -0.929323	  0.533608	 -1.197829	  1.602267	  4.636172	
 -6.130116	 -0.929323	  0.533620	 -1.197685	  1.602267	  4.638651	
 -6.132571	 -0.929299	  0.533608	 -1.197793	  1.602255	  4.641226	
 -6.135012	 -0.929311	  0.533608	 -1.197733	  1.602291	  4.643705	
 -6.137443	 -0.929299	  0.533608	 -1.197781	  1.602303	  4.646041	
 -6.139753	 -0.929287	  0.533584	 -1.197721	  1.602315	  4.648328	
 -6.141992	 -0.929299	  0.533608	 -1.197781	  1.602303	  4.650520	
 -6.144171	 -0.929323	  0.533644	 -1.197673	  1.602327	  4.652843	
 -6.146361	 -0.929287	  0.533632	 -1.197757	  1.602291	  4.654939	
 -6.148408	 -0.929323	  0.533596	 -1.197721	  1.602279	  4.657131	
 -6.150492	 -0.929287	  0.533620	 -1.197769	  1.602303	  4.659239	
 -6.152539	 -0.929347	  0.533632	 -1.197697	  1.602327	  4.661227	
 -6.154526	 -0.929335	  0.533632	 -1.197733	  1.602303	  4.663203	
 -6.156477	 -0.929323	  0.533596	 -1.197745	  1.602279	  4.665131	
 -6.158321	 -0.929347	  0.533596	 -1.197685	  1.602315	  4.667036	
 -6.160236	 -0.929287	  0.533596	 -1.197769	  1.602351	  4.668952	
 -6.161948	 -0.929311	  0.533632	 -1.197721	  1.602267	  4.670629	
 -6.163732	 -0.929275	  0.533608	 -1.197769	  1.602279	  4.672473	
 -6.165432	 -0.929323	  0.533644	 -1.197709	  1.602303	  4.674174	
 -6.167048	 -0.929311	  0.533572	 -1.197757	  1.602291	  4.675827	
 -6.168592	 -0.929299	  0.533608	 -1.197733	  1.602255	  4.677312	
 -6.170112	 -0.929311	  0.533584	 -1.197781	  1.602267	  4.678833	
 -6.171549	 -0.929335	  0.533620	 -1.197685	  1.602255	  4.680223	
 -6.172950	 -0.929335	  0.533584	 -1.197805	  1.602279	  4.681695	
 -6.174242	 -0.929335	  0.533620	 -1.197685	  1.602291	  4.683001	
 -6.175607	 -0.929263	  0.533608	 -1.197781	  1.602279	  4.684378	
 -6.176816	 -0.929299	  0.533620	 -1.197733	  1.602315	  4.685576	
 -6.178025	 -0.929299	  0.533608	 -1.197805	  1.602315	  4.686833	
 -6.179114	 -0.929299	  0.533620	 -1.197721	  1.602327	  4.687947	
 -6.180228	 -0.929287	  0.533608	 -1.197829	  1.602315	  4.689097	
 -6.181257	 -0.929323	  0.533596	 -1.197661	  1.602315	  4.690163	
 -6.182287	 -0.929287	  0.533596	 -1.197841	  1.602267	  4.691253	
 -6.183208	 -0.929311	  0.533632	 -1.197673	  1.602303	  4.692127	
 -6.184178	 -0.929275	  0.533608	 -1.197793	  1.602315	  4.693025	
 -6.185004	 -0.929335	  0.533608	 -1.197685	  1.602303	  4.693864	
 -6.185818	 -0.929299	  0.533608	 -1.197721	  1.602291	  4.694714	
 -6.186609	 -0.929287	  0.533596	 -1.197733	  1.602291	  4.695468	
 -6.187326	 -0.929287	  0.533596	 -1.197721	  1.602327	  4.696139	
 -6.188033	 -0.929335	  0.533608	 -1.197697	  1.602303	  4.696834	
 -6.188631	 -0.929299	  0.533596	 -1.197721	  1.602315	  4.697564	
 -6.189230	 -0.929347	  0.533596	 -1.197721	  1.602315	  4.698211	
 -6.189793	 -0.929335	  0.533620	 -1.197733	  1.602279	  4.698738	
 -6.190331	 -0.929335	  0.533620	 -1.197721	  1.602267	  4.699385	
 -6.190858	 -0.929323	  0.533596	 -1.197721	  1.602303	  4.699900	
 -6.191361	 -0.929323	  0.533608	 -1.197721	  1.602279	  4.700427	
 -6.191816	 -0.929299	  0.533608	 -1.197733	  1.602291	  4.700871	
 -6.192270	 -0.929323	  0.533632	 -1.197745	  1.602303	  4.701361	
 -6.192653	 -0.929323	  0.533584	 -1.197769	  1.602243	  4.701745	
 -6.193049	 -0.929323	  0.533584	 -1.197745	  1.602279	  4.702092	
 -6.193468	 -0.929311	  0.533608	 -1.197781	  1.602291	  4.702463	
 -6.193790	 -0.929299	  0.533632	 -1.197745	  1.602291	  4.702847	
 -6.194114	 -0.929311	  0.533620	 -1.197721	  1.602291	  4.703170	
 -6.194473	 -0.929323	  0.533584	 -1.197733	  1.602255	  4.703505	
 -6.194784	 -0.929299	  0.533584	 -1.197757	  1.602291	  4.703769	
 -6.195096	 -0.929311	  0.533632	 -1.197721	  1.602303	  4.704056	
 -6.195323	 -0.929323	  0.533608	 -1.197745	  1.602291	  4.704344	
 -6.195574	 -0.929287	  0.533620	 -1.197697	  1.602303	  4.704655	
 -6.195778	 -0.929335	  0.533584	 -1.197733	  1.602279	  4.704858	
 -6.196017	 -0.929311	  0.533620	 -1.197757	  1.602267	  4.705086	
 -6.196209	 -0.929311	  0.533608	 -1.197709	  1.602303	  4.705289	
 -6.196376	 -0.929311	  0.533596	 -1.197721	  1.602279	  4.705433	
 -6.196544	 -0.929299	  0.533596	 -1.197733	  1.602291	  4.705589	
 -6.196712	 -0.929299	  0.533608	 -1.197745	  1.602255	  4.705733	
 -6.196891	 -0.929323	  0.533632	 -1.197733	  1.602291	  4.705913	
 -6.197047	 -0.929311	  0.533608	 -1.197721	  1.602291	  4.706068	
 -6.197155	 -0.929299	  0.533596	 -1.197733	  1.602279	  4.706140	
 -6.197322	 -0.929311	  0.533608	 -1.197721	  1.602279	  4.706344	
 -6.197418	 -0.929323	  0.533596	 -1.197769	  1.602279	  4.706439	
 -6.197549	 -0.929311	  0.533620	 -1.197733	  1.602291	  4.706607	
 -6.197669	 -0.929311	  0.533596	 -1.197721	  1.602291	  4.706643	
 -6.197777	 -0.929287	  0.533632	 -1.197733	  1.602315	  4.706763	
 -6.197861	 -0.929287	  0.533608	 -1.197733	  1.602303	  4.706835	
 -6.197968	 -0.929311	  0.533596	 -1.197757	  1.602267	  4.706918	
 -6.198052	 -0.929311	  0.533608	 -1.197745	  1.602291	  4.707050	
 -6.198124	 -0.929311	  0.533608	 -1.197697	  1.602279	  4.707038	
 -6.198196	 -0.929287	  0.533584	 -1.197733	  1.602267	  4.707182	
 -6.198244	 -0.929287	  0.533608	 -1.197757	  1.602303	  4.707242	
 -6.198280	 -0.929359	  0.533596	 -1.197721	  1.602315	  4.707290	
 -6.198364	 -0.929299	  0.533596	 -1.197781	  1.602291	  4.707374	
 -6.198400	 -0.929311	  0.533608	 -1.197697	  1.602279	  4.707326	
 -6.198459	 -0.929275	  0.533596	 -1.197721	  1.602303	  4.707410	
 -6.198519	 -0.929311	  0.533632	 -1.197733	  1.602267	  4.707565	
 -6.198519	 -0.929287	  0.533572	 -1.197745	  1.602303	  4.707457	
 -6.198543	 -0.929323	  0.533632	 -1.197709	  1.602279	  4.707553	
 -6.198591	 -0.929335	  0.533608	 -1.197697	  1.602291	  4.707589	
 -6.198615	 -0.929299	  0.533572	 -1.197733	  1.602243	  4.707589	
 -6.198627	 -0.929347	  0.533608	 -1.197757	  1.602267	  4.707661	
 -6.198699	 -0.929311	  0.533620	 -1.197721	  1.602303	  4.707673	
 -6.198711	 -0.929311	  0.533608	 -1.197745	  1.602291	  4.707709	
 -6.198699	 -0.929311	  0.533620	 -1.197721	  1.602303	  4.707781	
 -6.198771	 -0.929299	  0.533620	 -1.197733	  1.602267	  4.707721	
 -6.198783	 -0.929311	  0.533584	 -1.197745	  1.602267	  4.707877	
 -6.198807	 -0.929323	  0.533620	 -1.197721	  1.602267	  4.707793	
 -6.198771	 -0.929335	  0.533608	 -1.197709	  1.602267	  4.707912	
 -6.198843	 -0.929335	  0.533608	 -1.197757	  1.602303	  4.707889	
 -6.198843	 -0.929311	  0.533644	 -1.197721	  1.602291	  4.707877	
 -6.198938	 -0.929323	  0.533608	 -1.197721	  1.602279	  4.708044	
 -6.198914	 -0.929347	  0.533584	 -1.197685	  1.602279	  4.707949	
 -6.198914	 -0.929311	  0.533608	 -1.197733	  1.602291	  4.708068	
 -6.198914	 -0.929335	  0.533608	 -1.197745	  1.602315	  4.708152	
 -6.198962	 -0.929311	  0.533644	 -1.197757	  1.602267	  4.708032	
 -6.198986	 -0.929335	  0.533596	 -1.197733	  1.602279	  4.708188	
 -6.198974	 -0.929311	  0.533596	 -1.197745	  1.602315	  4.708068	
 -6.199070	 -0.929275	  0.533632	 -1.197721	  1.602291	  4.708152	
 -6.199034	 -0.929311	  0.533620	 -1.197709	  1.602303	  4.708188	
 -6.198986	 -0.929323	  0.533596	 -1.197733	  1.602267	  4.708068	
 -6.199070	 -0.929299	  0.533608	 -1.197757	  1.602255	  4.708248	
 -6.199070	 -0.929275	  0.533608	 -1.197721	  1.602267	  4.708152	
 -6.199058	 -0.929323	  0.533632	 -1.197745	  1.602267	  4.708176	
 -6.199094	 -0.929311	  0.533584	 -1.197733	  1.602315	  4.708296	
 -6.199070	 -0.929287	  0.533620	 -1.197757	  1.602291	  4.708128	
 -6.199094	 -0.929299	  0.533608	 -1.197721	  1.602279	  4.708308	
 -6.199130	 -0.929323	  0.533620	 -1.197721	  1.602303	  4.708248	
 -6.199154	 -0.929287	  0.533608	 -1.197733	  1.602279	  4.708212	
 -6.199154	 -0.929287	  0.533608	 -1.197757	  1.602255	  4.708308	
 -6.199166	 -0.929311	  0.533608	 -1.197733	  1.602279	  4.708212	
 -6.199189	 -0.929311	  0.533620	 -1.197745	  1.602267	  4.708284	
 -6.199177	 -0.929299	  0.533620	 -1.197745	  1.602303	  4.708272	
 -6.199166	 -0.929311	  0.533608	 -1.197733	  1.602291	  4.708176	
 -6.199189	 -0.929299	  0.533596	 -1.197733	  1.602279	  4.708344	
 -6.199237	 -0.929299	  0.533632	 -1.197745	  1.602255	  4.708176	
 -6.199189	 -0.929311	  0.533620	 -1.197709	  1.602255	  4.708236	
 -6.199201	 -0.929347	  0.533596	 -1.197709	  1.602291	  4.708284	
 -6.199213	 -0.929287	  0.533596	 -1.197721	  1.602279	  4.708176	
 -6.199225	 -0.929311	  0.533620	 -1.197709	  1.602291	  4.708308	
 -6.199189	 -0.929323	  0.533608	 -1.197733	  1.602279	  4.708284	
 -6.199237	 -0.929299	  0.533632	 -1.197733	  1.602267	  4.708320	
 -6.199213	 -0.929311	  0.533596	 -1.197745	  1.602267	  4.708368	
 -6.199201	 -0.929335	  0.533596	 -1.197721	  1.602267	  4.708212	
 -6.199261	 -0.929299	  0.533596	 -1.197745	  1.602279	  4.708392	
 -6.199249	 -0.929311	  0.533632	 -1.197721	  1.602291	  4.708272	
 -6.199261	 -0.929311	  0.533620	 -1.197721	  1.602279	  4.708284	
 -6.199237	 -0.929323	  0.533632	 -1.197733	  1.602291	  4.708308	
 -6.199261	 -0.929311	  0.533596	 -1.197721	  1.602303	  4.708308	
 -6.199237	 -0.929311	  0.533596	 -1.197709	  1.602303	  4.708272	
 -6.199237	 -0.929311	  0.533632	 -1.197709	  1.602267	  4.708248	
 -6.199225	 -0.929311	  0.533596	 -1.197685	  1.602279	  4.708308	
 -6.199213	 -0.929347	  0.533584	 -1.197721	  1.602303	  4.708260	
 -6.199273	 -0.929299	  0.533620	 -1.197769	  1.602279	  4.708260	
 -6.199237	 -0.929347	  0.533620	 -1.197721	  1.602279	  4.708308	
 -6.199261	 -0.929335	  0.533620	 -1.197733	  1.602291	  4.708284	
 -6.199225	 -0.929287	  0.533608	 -1.197709	  1.602267	  4.708296	
 -6.199249	 -0.929299	  0.533584	 -1.197793	  1.602315	  4.708260	
 -6.199249	 -0.929299	  0.533608	 -1.197721	  1.602267	  4.708260	
 -6.199237	 -0.929299	  0.533596	 -1.197721	  1.602291	  4.708248	
 -6.199249	 -0.929299	  0.533608	 -1.197769	  1.602243	  4.708308	
 -6.199237	 -0.929311	  0.533620	 -1.197757	  1.602279	  4.708284	
 -6.199261	 -0.929323	  0.533596	 -1.197733	  1.602279	  4.708272	
 -6.199237	 -0.929311	  0.533620	 -1.197733	  1.602291	  4.708308	
 -6.199213	 -0.929287	  0.533620	 -1.197733	  1.602279	  4.708296	
 -6.199285	 -0.929287	  0.533596	 -1.197721	  1.602291	  4.708308	
 -6.199273	 -0.929275	  0.533596	 -1.197757	  1.602279	  4.708308	
 -6.199249	 -0.929299	  0.533608	 -1.197709	  1.602303	  4.708284	
 -6.199201	 -0.929287	  0.533584	 -1.197697	  1.602279	  4.708320	
 -6.199273	 -0.929299	  0.533584	 -1.197721	  1.602255	  4.708296	
 -6.199285	 -0.929311	  0.533608	 -1.197709	  1.602267	  4.708296	
 -6.199249	 -0.929323	  0.533620	 -1.197721	  1.602279	  4.708284	
 -6.199249	 -0.929287	  0.533584	 -1.197733	  1.602267	  4.708272	
 -6.199201	 -0.929311	  0.533620	 -1.197733	  1.602279	  4.708224	
 -6.199237	 -0.929299	  0.533608	 -1.197733	  1.602267	  4.708200	
 -6.199154	 -0.929299	  0.533584	 -1.197709	  1.602291	  4.708176	
 -6.199118	 -0.929323	  0.533608	 -1.197733	  1.602279	  4.708056	
 -6.199034	 -0.929323	  0.533608	 -1.197733	  1.602303	  4.707996	
 -6.198950	 -0.929299	  0.533596	 -1.197721	  1.602279	  4.707829	
 -6.198807	 -0.929275	  0.533632	 -1.197745	  1.602279	  4.707841	
 -6.198663	 -0.929287	  0.533620	 -1.197709	  1.602291	  4.707745	
 -6.198483	 -0.929275	  0.533608	 -1.197709	  1.602303	  4.707529	
 -6.198340	 -0.929323	  0.533608	 -1.197709	  1.602267	  4.707302	
 -6.198136	 -0.929299	  0.533596	 -1.197721	  1.602279	  4.707098	
 -6.197897	 -0.929311	  0.533620	 -1.197733	  1.602315	  4.706835	
 -6.197633	 -0.929311	  0.533596	 -1.197757	  1.602279	  4.706583	
 -6.197322	 -0.929323	  0.533608	 -1.197757	  1.602267	  4.706284	
 -6.196999	 -0.929287	  0.533632	 -1.197721	  1.602279	  4.705948	
 -6.196640	 -0.929287	  0.533596	 -1.197733	  1.602303	  4.705553	
 -6.196233	 -0.929335	  0.533620	 -1.197745	  1.602279	  4.705062	
 -6.195778	 -0.929311	  0.533596	 -1.197709	  1.602303	  4.704643	
 -6.195239	 -0.929287	  0.533596	 -1.197745	  1.602303	  4.704128	
 -6.194653	 -0.929323	  0.533620	 -1.197721	  1.602279	  4.703541	
 -6.194066	 -0.929299	  0.533608	 -1.197733	  1.602303	  4.702966	
 -6.193420	 -0.929287	  0.533596	 -1.197733	  1.602267	  4.702319	
 -6.192737	 -0.929311	  0.533596	 -1.197769	  1.602279	  4.701637	
 -6.192019	 -0.929287	  0.533608	 -1.197721	  1.602315	  4.700954	
 -6.191229	 -0.929275	  0.533620	 -1.197733	  1.602279	  4.700188	
 -6.190451	 -0.929299	  0.533620	 -1.197757	  1.602279	  4.699385	
 -6.189613	 -0.929311	  0.533620	 -1.197733	  1.602315	  4.698534	
 -6.188715	 -0.929275	  0.533596	 -1.197745	  1.602291	  4.697648	
 -6.187805	 -0.929287	  0.533608	 -1.197733	  1.602291	  4.696714	
 -6.186847	 -0.929335	  0.533596	 -1.197709	  1.602291	  4.695768	
 -6.185842	 -0.929275	  0.533608	 -1.197709	  1.602303	  4.694750	
 -6.184801	 -0.929311	  0.533596	 -1.197733	  1.602303	  4.693732	
 -6.183675	 -0.929311	  0.533620	 -1.197733	  1.602279	  4.692594	
 -6.182574	 -0.929287	  0.533620	 -1.197721	  1.602279	  4.691468	
 -6.181329	 -0.929299	  0.533596	 -1.197721	  1.602279	  4.690319	
 -6.180108	 -0.929311	  0.533608	 -1.197721	  1.602303	  4.689025	
 -6.178839	 -0.929311	  0.533632	 -1.197709	  1.602315	  4.687684	
 -6.177510	 -0.929287	  0.533644	 -1.197733	  1.602291	  4.686354	
 -6.176134	 -0.929311	  0.533608	 -1.197721	  1.602267	  4.684977	
 -6.174697	 -0.929299	  0.533620	 -1.197721	  1.602315	  4.683564	
 -6.173201	 -0.929299	  0.533608	 -1.197709	  1.602267	  4.682079	
 -6.171740	 -0.929299	  0.533608	 -1.197721	  1.602267	  4.680558	
 -6.170232	 -0.929335	  0.533620	 -1.197745	  1.602315	  4.679072	
 -6.168592	 -0.929287	  0.533632	 -1.197733	  1.602267	  4.677516	
 -6.166904	 -0.929311	  0.533632	 -1.197733	  1.602267	  4.675863	
 -6.165216	 -0.929323	  0.533608	 -1.197697	  1.602303	  4.674102	
 -6.163420	 -0.929287	  0.533620	 -1.197733	  1.602303	  4.672329	
 -6.161589	 -0.929299	  0.533584	 -1.197757	  1.602291	  4.670485	
 -6.159710	 -0.929323	  0.533608	 -1.197721	  1.602267	  4.668605	
 -6.157830	 -0.929287	  0.533560	 -1.197733	  1.602303	  4.666749	
 -6.155890	 -0.929311	  0.533620	 -1.197769	  1.602279	  4.664796	
 -6.153904	 -0.929311	  0.533608	 -1.197757	  1.602291	  4.662820	
 -6.151904	 -0.929287	  0.533596	 -1.197733	  1.602279	  4.660808	
 -6.149845	 -0.929311	  0.533608	 -1.197709	  1.602303	  4.658748	
 -6.147750	 -0.929299	  0.533608	 -1.197733	  1.602279	  4.656556	
 -6.145679	 -0.929335	  0.533608	 -1.197721	  1.602315	  4.654388	
 -6.143501	 -0.929323	  0.533596	 -1.197733	  1.602279	  4.652233	
 -6.141250	 -0.929299	  0.533608	 -1.197697	  1.602291	  4.649993	
 -6.138987	 -0.929311	  0.533632	 -1.197709	  1.602279	  4.647693	
 -6.136629	 -0.929263	  0.533596	 -1.197697	  1.602327	  4.645346	
 -6.134246	 -0.929263	  0.533596	 -1.197733	  1.602291	  4.642951	
 -6.131840	 -0.929263	  0.533608	 -1.197709	  1.602291	  4.640436	
 -6.129314	 -0.929323	  0.533596	 -1.197757	  1.602315	  4.637873	
 -6.126776	 -0.929323	  0.533608	 -1.197709	  1.602291	  4.635345	
 -6.124226	 -0.929311	  0.533608	 -1.197757	  1.602315	  4.632830	
 -6.121641	 -0.929323	  0.533596	 -1.197721	  1.602291	  4.630148	
 -6.118983	 -0.929323	  0.533632	 -1.197745	  1.602255	  4.627584	
 -6.116337	 -0.929323	  0.533620	 -1.197745	  1.602303	  4.624878	
 -6.113703	 -0.929311	  0.533620	 -1.197697	  1.602255	  4.622111	
 -6.110973	 -0.929311	  0.533608	 -1.197721	  1.602279	  4.619332	
 -6.108196	 -0.929287	  0.533620	 -1.197721	  1.602303	  4.616578	
 -6.105371	 -0.929287	  0.533620	 -1.197721	  1.602279	  4.613787	
 -6.102486	 -0.929299	  0.533608	 -1.197733	  1.602315	  4.610913	
 -6.099493	 -0.929299	  0.533608	 -1.197733	  1.602279	  4.607919	
 -6.096536	 -0.929299	  0.533596	 -1.197733	  1.602327	  4.605009	
 -6.093519	 -0.929323	  0.533596	 -1.197745	  1.602291	  4.601978	
 -6.090454	 -0.929299	  0.533596	 -1.197721	  1.602243	  4.598912	
 -6.087341	 -0.929287	  0.533608	 -1.197769	  1.602315	  4.595834	
 -6.084276	 -0.929299	  0.533632	 -1.197733	  1.602291	  4.592649	
 -6.081224	 -0.929299	  0.533596	 -1.197709	  1.602255	  4.589523	
 -6.078099	 -0.929311	  0.533620	 -1.197733	  1.602303	  4.586361	
 -6.074855	 -0.929299	  0.533596	 -1.197721	  1.602291	  4.583175	
 -6.071658	 -0.929287	  0.533620	 -1.197709	  1.602303	  4.579870	
 -6.068389	 -0.929311	  0.533608	 -1.197793	  1.602315	  4.576517	
 -6.065420	 -0.929287	  0.533632	 -1.197697	  1.602255	  4.573199	
 -6.061864	 -0.929311	  0.533620	 -1.197697	  1.602303	  4.569750	
 -6.058428	 -0.929335	  0.533608	 -1.197733	  1.602279	  4.566349	
 -6.054909	 -0.929311	  0.533620	 -1.197721	  1.602279	  4.562851	
 -6.051509	 -0.929311	  0.533620	 -1.197709	  1.602255	  4.559414	
 -6.047989	 -0.929299	  0.533596	 -1.197709	  1.602279	  4.555857	
 -6.044504	 -0.929287	  0.533596	 -1.197721	  1.602291	  4.552324	
 -6.040937	 -0.929287	  0.533620	 -1.197721	  1.602279	  4.548779	
 -6.037369	 -0.929323	  0.533608	 -1.197733	  1.602291	  4.545115	
 -6.033753	 -0.929335	  0.533632	 -1.197733	  1.602351	  4.541473	
 -6.030102	 -0.929287	  0.533608	 -1.197757	  1.602291	  4.537808	
 -6.026402	 -0.929299	  0.533608	 -1.197733	  1.602255	  4.534180	
 -6.022618	 -0.929299	  0.533608	 -1.197733	  1.602267	  4.530383	
 -6.018883	 -0.929311	  0.533644	 -1.197733	  1.602207	  4.526575	
 -6.015136	 -0.929275	  0.533608	 -1.197745	  1.602267	  4.522790	
 -6.011304	 -0.929287	  0.533632	 -1.197745	  1.602315	  4.519006	
 -6.007425	 -0.929311	  0.533596	 -1.197709	  1.602303	  4.515018	
 -6.003570	 -0.929311	  0.533608	 -1.197721	  1.602315	  4.511005	
 -5.999679	 -0.929323	  0.533620	 -1.197733	  1.602315	  4.506981	
 -5.995727	 -0.929299	  0.533596	 -1.197709	  1.602243	  4.502981	
 -5.991656	 -0.929347	  0.533608	 -1.197721	  1.602255	  4.498885	
 -5.987514	 -0.929311	  0.533608	 -1.197721	  1.602279	  4.494765	
 -5.983467	 -0.929299	  0.533620	 -1.197709	  1.602219	  4.490670	
 -5.979240	 -0.929287	  0.533644	 -1.197745	  1.602303	  4.486622	
 -5.974918	 -0.929263	  0.533632	 -1.197745	  1.602315	  4.482238	
 -5.970691	 -0.929299	  0.533632	 -1.197721	  1.602255	  4.477903	
 -5.966392	 -0.929311	  0.533632	 -1.197709	  1.602339	  4.473579	
 -5.961974	 -0.929287	  0.533596	 -1.197745	  1.602339	  4.469100	
 -5.957568	 -0.929299	  0.533632	 -1.197733	  1.602291	  4.464633	
 -5.953078	 -0.929275	  0.533572	 -1.197721	  1.602315	  4.460142	
 -5.948468	 -0.929311	  0.533572	 -1.197721	  1.602267	  4.455543	
 -5.943786	 -0.929287	  0.533632	 -1.197697	  1.602267	  4.450740	
 -5.939081	 -0.929299	  0.533608	 -1.197721	  1.602315	  4.445843	
 -5.934231	 -0.929287	  0.533644	 -1.197745	  1.602291	  4.441112	
 -5.929369	 -0.929299	  0.533584	 -1.197721	  1.602303	  4.436202	
 -5.924424	 -0.929299	  0.533596	 -1.197757	  1.602279	  4.431111	
 -5.919479	 -0.929287	  0.533596	 -1.197733	  1.602255	  4.426309	
 -5.914390	 -0.929311	  0.533608	 -1.197745	  1.602291	  4.421219	
 -5.909253	 -0.929287	  0.533620	 -1.197733	  1.602339	  4.416033	
 -5.904044	 -0.929287	  0.533620	 -1.197733	  1.602267	  4.410788	
 -5.898811	 -0.929275	  0.533608	 -1.197721	  1.602291	  4.405482	
 -5.893495	 -0.929299	  0.533596	 -1.197721	  1.602255	  4.400117	
 -5.888094	 -0.929311	  0.533608	 -1.197745	  1.602243	  4.394728	
 -5.882658	 -0.929311	  0.533632	 -1.197733	  1.602339	  4.389099	
